,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X600867.SH,X002292.SZ,X000559.SZ,X002426.SZ,X600089.SH,X002294.SZ,X002180.SZ,X601877.SH,X002506.SZ,X600498.SH,X002508.SZ,X600522.SH,X000623.SZ,X002074.SZ,X000981.SZ,X000536.SZ,X000050.SZ,X300136.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.270998256060958,0,0,0,0,0,0.111637054585068,0,0,0,0.0743221318512396,0,0,0,0,0,0.0409171024985568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271427919519496,0,0,0.0378247604450626,0,0,0,0,0.0537302673113387,0,0,0,0.0331814776958195,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.155571658840211,0,0.303383340772322,0,0,0.0781245996140936,0,0,0,0.0328491137251001,0,0.184204684966465,0,0,0,-0.0387252532385751,0,0,-0.229017346535361,-0.00490193808360242,0,0,0,0,0,0,0.0474425454024364,0.101988939371072,0,0,0.0911343072199072,0,0,0,-0.0482976278381881,0,0,0,-0.115931168009181,-1.38777878078145e-17,0,0,-0.00341894151091957,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.281274697290202,0.456516791392547,0,0,0,0,0,0,-0.00839102633281734,0,0,-0.102534969751975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418957637679224,0,0,0,0,0,0.198952238302518,0,0.131127673676065,0,0,0,0,-0.00469662786649409,0.0321205000965727,0.18228724566158,0,0,0,-0.173818029905202,0,0
X002415.SZ,0,0,0.023897567575457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815152342650175,0,0,0,0,0,0,0.0234758840925317,0,0,0,0,0,0,0,0,0.0700362139953936,0,-0.009499116411235,0,0,0,0,0.375815934843897,0,0.0706884951306046,0,0,0,0,0,0,0,0.0127327157524575,0,0,0,0,0,0,0
X000858.SZ,0.14123718912353,0,0,0.0874857892208174,0,0,0,0,0.177176198138821,0,0,0,0,0.00299131152032467,0.403520494090723,0,0,0,0,0,0.0130673141899684,0,0,0,0,0,0,0,0,0,0,0,0,0.017465812377118,0,0,0,0,0,0,0,0.0425689700480819,0,-1.38777878078145e-17,0,0.0322371869696464,0,0.045582198684953,0.0694969535928296,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0623260780680169,0,0,0,0.0495568629043319,0,0,0,-0.023775639582236,0,0,0,0.0107100252986314,0,0,0,0,0,0,0,0,0,0,0,0,0.0849238753237439,0,0.0579708699389127,0,0,0,0,0,0.134843041500193,0.115069616780316,-0.100010642122393,0,0,0,0,-0.00102937926122136,-0.00539505799893835,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.258578579272855,0,0,0,0,0,0,0,0,0,0,0,0,0.0315133764332459,0.0699750618115899,0,0,0,0,0,0,0,0.0682273598962721,0,0,0.0963419782150202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117609362684667,0,0,0,0,-0.000784490940995255,-0.0146178708736739,0,0,0,0,0,0
X000725.SZ,0,0,0.099592074890536,0,0,0,0,0,0,0,0,0,0,0.0320000058997811,0,0,0,0,0.0932562842031023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350850815749956,0,0,0,0.0481514433958834,0.0393345807696215,0.296686302830444,0,0,0.036487392841752,0,0.152706506008752,-0.00830516146042041,0,0.103942595008024,0,0,-0.0974320650197955,0,0
X000625.SZ,0,0,0.0411128143865581,0,0.346321430446799,0,0,0,0,0,0,0.0888218505977182,0,0,0,0,0,0,0,0,-0.0801781230545698,0,0,0,0.00697121878498294,0.0242983570211202,0,0,0,0,0,0,0,0.0917209799146877,0,0,0,0.119733628984974,0,0,0,0,0.0323960465911988,0,0,0,0,0,0,0,0.0402931777825341,0,0,0,0,0,0,0
X000063.SZ,0,0.0251846012769578,0.153600047818643,0,0,0,0,0,0,0,0,0,0,0.037076967222132,0,0,0,0.285199711706171,0,0,0,0,0,0,0.0553467185196748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742159477235345,0,0,0,0,-0.121280500152865,0,0,0,0.00115149929465507,0,0,0,-0.00908979046358299,0,0
