,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600104.SH,X600276.SH,X000651.SZ,X300014.SZ,X300124.SZ,X000725.SZ,X002371.SZ,X600031.SH,X003816.SZ,X002129.SZ,X002241.SZ,X000596.SZ,X000063.SZ,X000625.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X601877.SH,X300142.SZ,X600741.SH,X000661.SZ,X002074.SZ,X600460.SH,X002180.SZ,X000100.SZ,X000733.SZ,X600522.SH,X600702.SH,X000157.SZ,X000799.SZ,X600884.SH,X002236.SZ,X600584.SH,X000800.SZ,X601799.SH,X600372.SH,X002414.SZ,X600563.SH,X600183.SH,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0520181353094279,2.16840434497101e-19,0,0,0.0640469451038533,0.0465286385171049,0,0,0,0,0,0,0,0,0,0.0474526427094604,0,0,0.282031425886615,0.0605749766662914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650131847285389,0,0,0,0.0616577494924646,0,0,0,-0.0197797814737608,0,0,0,0,0,0
X000858.SZ,0.198911452407723,0,0,0.324799461820953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713077296645472,0,0,0,0,0,0,0.133101466272114,0,0,0,0,0,0,0,0,0,0.230320157660337,0,0.0175925661938289,-0.0768385398432218,0,0,0,0,0,0
X600809.SH,0,0.206733269916992,0,0.313358240583376,0.0950092941865016,0,0,0,0,0,0,0.0292945886136783,0,0,0.100639254561032,0,0,0,0,0.150880000713822,0,0,0,0,0,0.102839353998849,0,0,-0.0102685875918945,-0.096078558006072,0,0.0147808501880775,0,0,0,0.144310890153724,0,0.151657993796107,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.040610675081157,0,-0.0812155092744049,0,0,0,0
X000568.SZ,0,0.406489891068161,0.204636020330917,0,0,0.0711247051562463,0,0,0,0,0,0,0,0,0.136049916346607,-0.0905275060598014,0,0,0,0.217221600094665,0.0127827420166184,0,0,0,0,0,0,0,0.0587613023120636,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.195942268954462,0,0,0,0,0,0,0.0543655965853157,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.350766854344195,0,0,0,0,0,0.118034410115171,0,0,-0.379995465139032,0,0,0,-0.0946407889560909,0,0,0.0546219415603825,0,0,0,0,0,0,0,0,0.0975446134162839,0,0,0.181429177188875,0.511019663872762,0,0.0334231342929741,-0.0596932736178893,0,-0.04379756508885,0,0,0,0,0,0.092990214054243,0,0,0,0,0,0
X002304.SZ,0,0,0.0773226308413044,0.0990161613437376,0.0232732350250002,0,0,0,0,0,0,0,0.0928334725557389,0,0,0,0.378770105400181,0,0,0.0574322981471622,0.0932079992202161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250855721932975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529270850628341,0,0,0,0,0,0
X600690.SH,0,0,0,0.164713671667082,0,0,0,0,0,0,0.184069538947771,0,0,0,0,0.0989336276023913,0.0592701600613297,0,0,0,0.129032765739708,0,0,0,0,0,0,0,0,0,0,0,0,0.0398329872839016,0,0,0,0,0,0,0,0,0,0,0,0,0.0290576389153127,0,0,0,0,0,-0.00086493521314662,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116492583855832,0,0,0,0.389183543141473,0.0571112552670461,0,0,0,0,0,0.00393703611537173,0,0,0,0,0,0,0,0.0149232727191867,0,0,0.0436794678667646,0,0,0,0,0.143618413245172,0,0,0,0,0,0,0,0,0,-0.0027592126302099,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106137098818632,0,0,0,0,0.120323085906599,0,0,0,0,0,0,0,0.187652406663139,0,0,0,0.0474134273144327,0,0,0.0051049314832774,0,0,0,0,0,0,0.0813779308687997,0,0,0,0,0,0,0.0312696626296086,0,-4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.205845922918448,0.0447279971420769,0,0,0,0,-0.0359753580445215,0,0,0,0,0,0,0,0,0.0576328178836132,0,0,0,0.0766094378623744,0,0.0171586421760031,0,0,0,0,0,0,0,0,0,0.128582726936741,0,0,0,0,0,0.274798083861544,0,0.26600035739267,0,0,0,0.0263610966338696,0,0,0.0106846459992297,0,0.196113320684804,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0529882345847297,0,0,0,0,0,0,0,0,0,0.170146590050114,0.114152955963278,0,0,0.133996349974566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147833948438823,0,0,0,0,0,0,0.0502090217494259,0,-0.0333273339727358,-0.00138738978062732,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453145565186825,0,0,0,0,0,0,0.113665184579819,0,0,0,0.325924371250969,0.157019838007079,0,0,0,0.0485503248265584,0,0,0.15298896561277,0,0,0,0,0.0496560966606154,-1.0842021724855e-19,0,0,0,0,0,0.00347018248048921,-0.118578785327734,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.118676149304474,0.189875682299957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116539095710167,0,0.0578658276761879,0,0,0,0,0,0,0,0,0.137768508250486,0,0,0.0935830488563582,0,0,0,0,0,0,0,0,0,0,-0.072491142697227,0.007644880958764,-0.106555210941972,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.00959345765364518,0,0.054236551306831,0,0,0,0,0,0,0,0,0.00902700315791873,0.105553089378608,0,0,0,0,0,0,0.186369991451533,0,0,0,0,0,0,0.0579312550161738,0,0,0,0,0,0,0,0.109000610293875,0,0,0,0,0.147992333493285,0,0,0.00716965002269579,0,0,0,0,0,-0.0364437752100361,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.052578044979608,0,0,0,0,0,0,0,0,0,0,0.170002127166115,0,0,0.00149875808437309,0,0,0,0,0,0,0,0.0583015283239244,0,0,0.129401145499245,0,0,0,0,0,0,0,0.272478495788054,0,0,0,0,-0.0438863378907706,0,0.308431069096606,0,0,-0.0135795173436999,0.0224529519364252,0.216430940510487,0,0,0,0,0,0
