,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X601877.SH,X600271.SH,X600703.SH,X002236.SZ,X000100.SZ,X300003.SZ,X300124.SZ,X000625.SZ,X002008.SZ,X600809.SH,X600487.SH,X000661.SZ,X000596.SZ,X600498.SH,X002007.SZ,X002456.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X300146.SZ,X600177.SH,X600089.SH,X600066.SH,X002180.SZ,X002506.SZ,X600522.SH,X600867.SH,X002129.SZ,X600372.SH,X002508.SZ,X000977.SZ,X300136.SZ,X002241.SZ,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.123631235681735,0,0,0.0389482821882361,0,0,0,0.221864393342743,0,0,0,-0.0391025255951185,0,0,0.0393075883463228,0,0,0,0.110446895064318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391077654891323,0,0,0,0,0.00307570093476326,0,0,0,-0.0258389147024752,0.0198729558268922,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.127389243472393,0,0,0,0,0,0,0,0,0.0128633667612336,0,0.0673866794785174,0,0,0,0,0,0.115479294362203,0,0,0,0,0.0754228882903284,-0.11271636393993,0,0,0.0819376390297164,0.198310918877276,0,0,0,0,0,0,0,0.0197171647366367,0.0206247150660147,0,0,0,0,0,0,0,0.0125595571156345,-0.0679558838354785,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.014825966698451,0.131132014524256,0,0,0,0.00403878106264539,0,0.149094562941972,0,1.73472347597681e-18,0,-0.0737399372455865,0.659185884105384,0,0,0,0,0,0.0492588944861057,0,0.00776386124431509,0,0,-0.197397074713558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01530160021511,0,0,0.0269666292924857,0,0,-0.0154490164115509,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0206005438811084,0,0,0.167535873334447,0,0,0,0,0,0,0,0,0,0,0.0452243205650674,0.055498520040281,0,0,0,0,0,0.0294247722935936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449016369772696,0,0,0,0,0,0.00937863686048278,0,-0.00745006493166705,0.000458431432540191,0,0,0,0,0,0
X000858.SZ,0,0,0.120013367378231,0,0,0.0282083082806533,0.102151481707642,0,0,0,0,0,0,0.30581518643035,0,0,0,0,0.00564244073511943,0,0.00129315677261695,0,0,0,0.0117303029877385,0,0.0503954398982666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147867796361261,0,0,0,-0.00143661894424024,-0.00516298120561005,0,0,0,0,0,0
X600276.SH,0.25931337911765,0,0,0,0,0,0,0,0,0,0,-0.000707427026461885,0,0,0,0,0,0.243213028564027,0,0,0.349690818806754,-0.295437270062774,0,0,0,0,0,0,0,0,0,0,0,0,0.119290944499425,0,0,0,0,0,0,0.227580801733044,0,-0.210943546968928,0,0.13776704570954,0,0,0,0,0,0,0.0774579893430769,0,0,0,-0.0280691967576673,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,-0.0742038323748634,0,0,0,0.146176349188298,0,0,0,0,0,0,0.182186809673513,0,0,0,0,0,0,0.409458190395807,0,4.33680868994202e-19,0,0,0,0,0,0.266527607715068,0,0,0,0,0,0,0,-0.120127475866879,0,0.104143238990531,0,0,0,0,0,-0.0179245357075716,0.0318994930178307,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396921856357716,0.0987543845946619,0,0,0.0483994985012503,0,0,0,0.233943127459478,0,0.0400574136119896,0,0,0,0,0,0,0,0,0,0,0,0.253544080853783,0,1.38777878078145e-17,0,0,0,0.0179924586148616,-0.0404676089431609,0,0,0,0.0281790608934142,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0787496989410115,0.0347193892100548,0,0,0,0,0.0441162788310779,0,0.0261756553546953,0.0855914120899334,0.0949371740265785,0,0,0.103535108624936,0,0,0,0,0,0,0,0,0,0,0,0.030263762652566,0,0,0,0,0,0,0,0.0743336990442016,0,0.0475653299044215,0,0,0,0,0,-0.0520070543314344,0.00660089537998313,0.00289661831568724,0,0,0,-4.33680868994202e-19,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306861311358233,0,0,0,0,0,0,0,0,0.242615269885801,0,0,0.210960541088939,0,0,0,0,0,0,0,0,0,0,0,0,0.138614982357314,0,0,0,0,0,0.0349609281380891,0,0,0,0.00921814954595761,-0.00984226072004923,0,0,0,0.128446231758902,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.264220434496915,0,0.0757706816633519,0.104788346247195,0,0,0.0393308011144962,0,0,0.0754560119143262,0,0,0,0,-0.0360399186412743,0,0,0.0530209331866585,0.0465203223177873,0.0676824935790532,0,-0.0557856772806238,0.0915755299340882,0,0,0,0,0,0,0,0,0,0,0,0,-0.0850551205348627,0,0,0,0.00912293026113179,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0518169410176176,-0.116356191517403,0,0,0,0,0,-0.101941641812592,0,0,0,0,0,0,0.032138003006106,0,0,0.213903161747883,0,0,0,0.0988990874012554,0,0,0,-0.0659831564452192,0.217876584298398,0,0,0,0,0,0,0,0,-0.0429079272826126,0.0387328311418275,0,0.432998041408282,0,-0.252486118406944,0,-0.0431441006014126,0.0109136076243316,0,0,0,0,0,0
X000338.SZ,0,0,0.0321107005487792,0,0,0,0,0,0,0,0.063854599867443,0,0,0,0,0,-0.0199399081722902,0,0.099182214625285,0,0.0536299556709601,0,0,0,0.0161451194088754,0,0,0,0,0.000314053738404944,0,0.0220669767177182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204817790333306,0,0,0,0,0,0,0.00763312562797724,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.00980180451489961,0.360700193879887,0,0,0,0,0.0615125745978341,0,0,0,0,0,0,0,0,0.0950521415111155,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0717966876323132,0,0,0,0,0,0,0,0,0,0,0,0.0802149146489101,0,0,0,0.014946875886483,0.0251797152791646,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.0564686018189619,0,0,0,0,0,0,0,0,0,-0.0657299267525782,0,0,0.0881455734213786,0,0,0,0,0,-0.0107464690695668,0.0602888594804308,0,0,0,0,0,0,0,0,0,0,0,0.16576816744515,0,-0.0417779463251751,0,0,0.0799995090907501,0,0,0,0.028784912077043,0.00340431530803478,0,0,0,0.0469980319706667,0,0
X601877.SH,0,0,0.0193503708420295,0,0,0,0,0,0,0.00758403424280126,0,0,0,0.0574898273079655,0,0,0,0,0,0.0234440802077155,0.0137409802272597,0,0,0.0242128196341829,0,0.0475231479091492,0,0,0,0,0,0,0.0891145772144576,0,0.0782002079136738,0,0,0,0,0,0,0,0,0.061202533262666,0,0,0,0.169988470318131,0,0,0,0.00668769593205601,0,0,0,0,0.0120254876267632,0,0
X600271.SH,0,0.316677675966111,0,0,0,0,0,0,0,0.0411645190706606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575186677170716,0,0,0,0,0,0,0,0,0.512211849425825,0,0,0,0,0.14459242977777,0.1632628243473,0,0,0,0,0,0,0.232818548129024,0,0,0,0,-0.0188538815262858,-0.0433878415340183,0,0,0,0.00415351086024162,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0827218649559606,0,0,0,0,0,0,0,0,0,0,-0.280509601906105,0,0,0,0.212444567236655,0,0,0,0,0,0.560371995725748,0,0,0,-0.0526233160167028,0,0,0,0,0.0277576774831256,0,0,0,0.301296250518624,0.229542503005551,0,0,0,0,0,0,0.0567652959462935,0,0,0,0,-0.165558779109218,0,0
X002236.SZ,0,0,0.515387103910112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617748806618484,0.132499855596778,0,0,-0.0998765534362635,0,0,0,0,0.0434306566958659,6.93889390390723e-18,0,0.0681538846839934,0,0.137461555150794,0,0.029516215992237,0,0.0627167012648028,0,0,0,0,0,0,0,0,0,0,0,0,0.211697939263156,0,-0.193354591180837,0,0.0137588704891368,-0.0192461641161066,0,0,0,0.040486888413526,0,0
