,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X000338.SZ,X600031.SH,X002008.SZ,X601877.SH,X600867.SH,X300124.SZ,X002456.SZ,X600809.SH,X000625.SZ,X600271.SH,X600066.SH,X600487.SH,X002294.SZ,X600566.SH,X000100.SZ,X000981.SZ,X300142.SZ,X000596.SZ,X002241.SZ,X000661.SZ,X002180.SZ,X300136.SZ,X002007.SZ,X000050.SZ,X000157.SZ,X600522.SH,X002038.SZ,X002508.SZ,X002179.SZ,X600498.SH,X000977.SZ,X600089.SH,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.408183149779374,0.0943136058223354,0.0503631399877333,0,0,0,0,0.0429738446768368,0,0.0195506748303728,0,0,0,0,0,0,0.0214211477998568,0,0,0,0.0390766908996441,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00367304528072547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270789427776062,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.116104692527368,0,0,0,0,0,0.139234595213977,0,0,0,0,0.0920908694764579,0,0,0,0,0,0,0,0,0,0.178585589693988,0,0,0,0,0,0,0,0,0,0.028570094478321,0,0,0,0,-0.0406200475429309,-0.0680087884519848,0,-0.0711702193606085,-0.0492310062863026,0,0,0,0,-0.0358866361497388,-0.060009554375525,0,0,0,0,0,0
X002415.SZ,0.048583432712191,0,0,0,0,0.0481536522920373,0,0,0,0,0,0,0.0204774462794134,0,0.187353049797171,0,0,0,0.0398104771020507,0,0,0,0,0,0,0,0,0.128027013173558,0,0.18590168459552,0,-0.00702532086084843,0.0595940047664659,0,0.25365774278865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00284124681814599,-0.0171770607188594,0,0,0,0,0,0
X000858.SZ,0.242829722977568,0,0,0,0,0.205014591017901,0.019953741524033,0,0,0,0.154360426096875,0,0.076206391508431,0,0,0,0,0.0350648755114725,0,0,0,0,0,0.129772348711641,0,0,0,0,-0.0676000965295352,0,0,0,0,0.00484060175728282,0,0,0,-0.00829197503637986,0,0,0,0,0,0.024611487221223,0,0,0,0,0,0,0,0.00829085672258762,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.116309547708553,0,0,0,1.73472347597681e-18,0,0,0,0,0.381026400173286,-0.0631101745140633,0.129622264384373,0,0,0,0,0,0.00714688314058322,0,-0.0853948380961163,0,0,0,0.00821464571614117,0,0,0,0,0,0.138534468079654,0,0,0,0,0,0.072581218006578,0.141991651307247,0,0,0,0,0,0,0,0,-0.0526609792915434,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.42408312814928,0,0,0,0,0,0.308354992386822,0,0.0833192942742607,0,0,0.0878191580853746,0,0,0,0,0,0.0477054421439697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0581875334793547,0,-0.0210005468800203,0.229419126687106,0,0.0834244271644325,0,0,0,0,-0.123113138192522,0,0,0,0,0.0593072844297289,0.101127024953363,0,0,0,0,0,0
X002304.SZ,0.0260055767656743,0,0,0.0465592677447071,0,0,0,0,0,0,0.0204063269441714,0,0.427555344747678,0,0,0,0,0.159411621035341,0,0,0,0,0,0.0880939471570187,0,0,0,-0.0247126704607863,0,0,0,0,0,0,0,0.0961212677058577,0,-0.0805690064221043,0,0,0,0,0.148544342453686,0.20228251182602,0,0,0,0,0,0,0,0.031644574983364,0.00422270829335649,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0793181349964774,0,0,0,0,0.0417738398305165,0,0,0,0,0,0,0,0,0,0,0,0.11897887379437,0.0970843762368473,-0.00587361232259483,0,0,0,-0.00972387602391185,0,0.143179081216673,0,-0.159853240421154,0.0556734447403558,0,0,0,0.0111960688435081,0,0,0,0.0588007426104322,0,0,0,0,0,0,0.0414460019616792,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135605964907971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0805580614957668,0.0791992089312242,0,0,0,0,0,0,0,0.171226086492271,0,0.297763626590908,0,0,0,0.0240813767079875,0,0,0,0,0,0.124561345199868,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.33570336764583,0,0.10434529174172,0.146736423487579,0,0,0,0.120951787737083,0,0.0128885178708068,0,0,0,0,0,0,0,0,0,0,0.0274907662246301,0,0,0,0,0,0,0,0.0461203540038631,0.100359967800158,0,0,0,0.0255958792421567,0,0,0,0,0,0,0.0389357195653786,-0.102293042499754,0.00132701799548277,0,0,0,0,0,0.00186657947721247,0,0,0,0,0,0,0
X000568.SZ,0.512922839776451,0,0,0.0527442964080722,0.126111831268469,0.0612841504955598,0,0,0,0,0,0,0,0,0,0,0,0,0.0624701021515307,0,0.120335261684841,0,0,0,0,0,0,0,0,0,0,0,0,0.012517096475105,0,0,0.0264871218346689,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.000353096675098784,0,0,0,0,0,0,0
X600703.SH,0,0,0.267752467719591,0,0,0,0,0,0,0,-0.145081559553663,0,0,-0.0681217113313218,0,-0.144053047345007,0,0,0,0,0,0,0.553625367780535,0,0,0,0,0.0234039699643431,0,0,0,-0.384427194670075,0,0,0,0,0,0,0,0,0,0,0,0,0.370185892460665,0,0.0045165647885377,0,0,0.0218457559600746,0,0.0160749461420173,0.0071875353831087,0,0,0,0,0,0
X600741.SH,0,0.290817105553301,0,0.279467846626145,0.0230309829433376,0,0.0336813458700872,0,0,0,0,0,0,0,0,0,0,0,0.0585052023286744,0,0,0,0,0,0,-0.117403352587025,0,0,0,0.0348277372180461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278481131635076,0,0,0.0369278849286107,0,-0.0100581844267601,-0.0522949633789592,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0891322869212528,0,0,0,0,-0.025785525580095,0,0,0,0,0,0,0,0,0,0,0.543038871562409,0,0,0.0566212656528085,0,0,0,0,0,0,0,0,0.0401841513441449,0,0,0.158715879127193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853696902523532,0,0,0,0,0,0
X002236.SZ,0,0,0.623508241257541,0,0,0,0,0,0,0,0,0,0,0.113425054492027,0,0,0,0,0,0,0,0,0.347807894824372,0.0658400623075102,0,0,0,0,0,0,0,0,0,0,-0.124470944801723,0,0,0,0,0,0,0,0,0,0,0,0.0820425710504427,0,0,0.028890083083813,0,0.0272667336059078,0.0303067415453461,0,0,0,0,0,0
