,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X000625.SZ,X000651.SZ,X002371.SZ,X002129.SZ,X300124.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X002074.SZ,X300142.SZ,X000733.SZ,X600460.SH,X600884.SH,X600741.SH,X000100.SZ,X600702.SH,X600584.SH,X000157.SZ,X000799.SZ,X002236.SZ,X601799.SH,X600563.SH,X002414.SZ,X002176.SZ,X600418.SH,X000800.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.194832663624873,0.032268916173159,0,0,0,0,0,0,0,-0.0684692662899637,0,0.00404322322785424,0,-0.0104343308586669,0,0,0,0,0,0,0,0,0,0,0,0,0.0453357990305661,0,0,0,0,0.105980239974915,0.0316593802303333,0,0,0,0,0,0,0,0,0,0,0,0,0.0204042399546424,0,0,0,0.00402672818548549,0,0,0,0,0,0,0
X000858.SZ,0,0,0.249298803737693,0.00100353635368971,0,0,0,0,0,0,0,0,0,0.0907370950917549,0,0,0,0.0187275873825908,0,0,0,0,0.057035211151947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188824688927982,0,0,0,0,-0.0586739968413963,0.0361835607269787,0,0.0503119274628495,4.33680868994202e-19,0,0,0,0,-0.00133179922841408,0,0,0,0,0,0
X600809.SH,0,0,0,0.435192929069101,0,0,0,0,0,0,0,-0.0519585270192365,0.0677544313199274,0,0,0,0,0,0,0,0.0328277262096836,0,0,0,0,0,0,0,0,0,0,0.0513237543077586,0,0,0.104567894472083,0,0,0,0.0143437181376436,0,0,0.126036116841633,0,0,0,0,-0.175107055209044,-0.013588790495087,0,0,0,0,0,0,0,0,-0.0136593536708694,0,0
X000568.SZ,0,0.105584772841188,0.0925908338842594,0,0,0.0127696640396445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109145758139752,0,0,0.00706297966192164,0,0,0,0,0,0,0,0,0,0,0,0.365665473633875,0,0,0.114721972566745,0,0,-0.0553800330202849,0,0,0,0,0,0,-0.00744184187346905,0,0,0,0,-0.0340143660863333,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.127755078378222,0,-0.0932880077836408,0.0652606676586199,0,0,0,0,0,0,0,0,0.161679246841047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0863636749994807,0.528757976065613,0,0,0,0,0,0,0,0,0.12151790296774,-0.00220712059223586,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614146932611471,0.0208005654174648,0,0,0,0,0,0,0,0,-0.159581364026077,0,0,0,0,0.0243654253824885,0.247533894842416,0.0771440543829515,0,0,0,0,0.00570279388603879,0,0,0.0721258164022558,0,0,0,-0.0994712840826278,-0.0252644422771292,0,0,0,-0.0378816886704858,0,0
X002304.SZ,0,0,0,0.0721343211786698,0,0.0509400824432419,0,0,0.0520743167848127,0,0,0,0,0,0,0,0,0,0,0,0.0226549067090494,0,0,0,0,0,0,0,0,0,0,0,0,0.126960448610082,0,0,0,0,0.213898342098715,0,0,0,0,0,0.0746414478210723,0,0,0.00421427591378057,-0.0394818190874086,0,0,0,0,0,0,0,-0.00733393828098909,0,0
X600276.SH,0,0,0,0,0.123970261857309,0,0,0,0,0,0.0118757132897384,0,0,0,0,0,0,0,0,0,0,0,0,0.300841608626013,0,0,0,0.0800475407708603,0,0,0,0,0,0,0,0,0,0.100657997321276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610742580957144,0,0,0,0.0312078520629821,0,0
X600690.SH,0,0,0,0,0,0.0893311813122142,0,0,0,0,-0.0352838730253452,0,0.361497224336672,0,0,0,0,0,0,0,0,0.017905708170971,0,0,0,0,0,0,-0.0362993165974236,0,-0.0407105470276924,0,0.0811293765455356,0,0,0,0.00912911268816842,0.150441217296338,0.079526731196813,0,0.012056161888669,0,0,0,0,0,0,0,0,0,0,-0.000752951891434774,-4.33680868994202e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.172997967344895,0,0,0,0.0667169287965087,0,0,0,0,0,0,0,0,0.139981534226371,0,0,0,0,0,0,0,0,0,0,0,0,0.25713913963612,0,0.020927538295713,0,0,0,0,0,0,0,0,0.13689894188462,0.123455191425827,0,0,0.0241317403988477,0,0,0,0,0.00201532485006877,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449882881599745,0,0,0,0,0,0.0295958898511758,0,0,0,0,0,0,0,0.16673521446414,0.116187433081997,0.131122150669368,0.146271766413512,0.0396846768423399,0,0,0.15907750173855,0,-0.013708560306026,0,0,0,0,0,0.101563731667876,0,0,0,0.110641017645882,0,0,0,-0.0866869269866041,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.249081797165681,0,0,0,-0.0464676792740241,0,0,0,0,0,-0.338852564728204,-0.0300839098384839,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.373493729212124,0.3586356173391,0,-0.0831688152706943,0,0,0,0,0,0,-0.045914011141521,0,0.113668026901564,0,0,0,0,0,0,0,0,0.119722593748455,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.191079185364487,0,0,0,0,0,0,0,0.15173750929707,-0.0273083655127779,0,0,0,0,0.129660144741153,0.105528020944448,0,0,0.10234168196593,0,0,0,0,0,0,0,0,-0.0359288278833348,0.0261754931314351,0,0,0,0,0,0,0,0,0,0.0375379154193568,-0.100144213074201,0,0.0145461788394492,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.203227269261017,0,0,0,0,0,-0.0143099938510597,0,0,0,0,0.326932475848483,0,0,0,0,0,0,-0.0368725148461399,0,0.124816058332863,0,0.62294594405739,0,0,0,0,0,0,0,0,0,0,0,0,0.0254223498433385,-0.0587308894919836,0,0,-0.113239753292769,-0.047310426371015,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.0982715215529749,0,0,0,0,0,0,-0.0228252745103087,0,0.0589641317323579,0,0,0,0,0,0,0,0,0,0,0,0,0.165311370719092,0,0.0944272789670003,0,0,0.00474815824024181,0,0,0,0.135158697727828,0,0,0.0999545723945129,0,0,0,0,0,0.0932764016569979,0,0,0,0,0,0,0.0647112637162829,0,0,0,0,0.0896261101968521,0,0
X300124.SZ,0,0,-0.0873143241934355,0,0,0.16052959086287,0,-0.0929972285263088,0,0,0.149148542363851,0.0181090351426941,0,0,0,0,0,0,0,0,0,0,0.0602508452815271,0,0,0.0108523617563019,0.257091004401466,-0.0165211301464567,0,0,0,0,0,0,0,0,0,0,0,-0.0656158077776837,0,0,0,0,0.0597111541047811,0,0,-0.00230955950684074,0,0,0,-0.0357613801032018,0,0,0,0,0.0161292873655394,0,0
X000725.SZ,0,0,0.0362263539716825,0,0.0931756960361828,0,0,0,0,0,0,0,0.0604543985865905,0,0,0,0,0,0,0,0,0.0125539216966322,0,0,0.0545246150042072,0,0,-0.00533116507915434,-0.0364122504587275,0,0,0,0,0,0,0,0.0543088165022457,0.475935026035258,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.00750612039370431,0.00362221362714977,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281011308437533,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0113350331519371,0,-0.0893457363997406,-0.0344817576044472,0,0,-0.0425565988909239,0,0.0144102643674786,0,0,0,0,0,0,0,0,-0.189938889620909,0,0,0.0941475464105182,-8.67361737988404e-19,0.187603033528285,0,0,0,0.0260400541212219,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.153306890523788,0,0,0,-0.0318856230329676,0,0,0.0436605013456064,0,0,0,0,0,0,0,0,0,0.165204407055928,0,0,0.0526040010623017,0,-0.047720774411373,0,0,0,0,0,0,0,0.159925560505425,0,0,0,0,0,-0.0637999537501361,0,0,0,-0.014657500421427,0,0,0,0.00318669710739539,0,0,0,0,0.0413526457845277,0,0
X003816.SZ,0,0,0,0,0.0554220371762584,0,0,0,0.0594320591161991,0,0,0,0,0,0,0,0,0,0.0341227117701996,0,0,0,0,0.0861006156156603,0,0,0,0,0,-0.0567237363309322,0,0,0,0,0,0,0,0.0581066019243896,0,0,0,0,-1.73472347597681e-18,0,0,0,0.073225134252067,0.00984571616255377,0,0,0,0.0284780724352548,0,0,0,0,0.0177580120578956,0,0
X000596.SZ,0,0.571988141602272,0.0645742557488624,0,0,0,0.180713037131451,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0349284545274369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218555922150949,0,0,0,0,0,0.100101655162165,0,0,0.0454744492341137,0,0,0,-0.0582058321673438,0.0601145153029498,0,0,0,0,0,0
X000063.SZ,0,0,0.0968514777960041,0,0,0,0,0.134125169900644,0,0,0.0556570902152221,0,0,0,0,0,0,0.00827316314994929,0,0,0,0,0,0,0,0,0,0.00584039945729231,-0.0111871341629035,0.0365485219289759,0,0,0,0,0,0,0,0,0,0.238108752443045,0,0,0,-0.0901675832036717,0,0,0,0,0,0,0,0,0.0254215567033597,0.0183087273815416,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.501814896566039,0,0,0,0,-0.138439606863553,0,0.060473353921747,0.110574862501706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203727386316792,0.100507637652661,0,0,0,0,-0.138412709059393,0,0,-0.114452253683025,0,0,0,0,0,0,0,0,0,0,0.0119589911371222,0,0,0,0,-0.0144641124946595,0,0,0,0.0604156133606705,0,0
X600703.SH,0,0,0,0,0.0496404068952856,0.133636711666375,0,0.0434370117408754,0,0,0.122344781346345,0,0,0,0,0.0294978502506255,0,0,0,0,0,0.237227333393967,0,0,0,0,0,0.0386439687365194,0.0416670822946403,0,0,0,0,0,0.357347096780019,0,0,0,0,0,0,0,0,-0.125040529617432,0,0,-0.04791897515343,0,-0.0838444767233046,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0531081670212724,0.0163983244568944,0,0,0,0,0.0928342712896876,0,0,0.230468801539318,0,-0.0246490777012191,0,0.00740450043457679,0.0268487350490741,0,0,0.00432873080315775,0,0.0158133938022326,0,0,0,0.0749182960681672,0,0,0.027407805962273,0,0,0,0.108504668470086,0,0,0,0,0,0,0,0,0.189413757124264,0,0,0,0,0,0,0,0.0119009316851442,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121600749510699,0,0,0.136119424532102,0,0,0,0,0.0626157453940681,0,0,0,0,0,0,0,0,0.11974175670937,-0.0364955555977466,0,0,0,0,0,0,0,0,0,0,0,0.0966899145514376,0.103921693391898,0,0,-0.125816031838097,0,-0.0654766295456872,0.0611038142770776,0.0576173999363053,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.319726690266588,0,0,0,0.0296643782820875,0,0,-0.123093140577706,0,0.0838762227218518,0,0,0,0,0.0739388305083394,0.152769147966071,0,0,0,0,0.287524197733082,0,0,0,0,0,0,0,0,0,0,-0.000792755732925227,0,0.121708415970198,0,0.259091682375328,0,-0.327435981620067,0,-0.0655165410324999,0,0,0,0.0519420550891944,0,0
X000661.SZ,0,0,0,0.092304257525774,0.118558584713831,0,0,0.264882337609341,0,0,0,0,0,-0.00637845618076303,0.0701531989261277,0,0,-0.164777965744243,0,0,0,0,0,0.167570388738055,0,0,0,0,0,0,0,0,0.172923378303159,0,0,0,0,0,0.161527133889706,0,0,0,0,0,0,0,-0.0600408004633086,0,0,0,0,-0.0154446591797882,0.0482055202482073,0,0,0,0.0221541502834821,0,0
X600522.SH,0,0,0,0,-0.390957680771367,0,0,0,0,0,0,0,0,0,0.102891370577779,0,0,0,0,0,0,0,0,0.01138252214939,0,0,0.0520520914152061,0.272769122393453,0,0.322871267263721,0,0.0590535403466817,0,0,0,0.33195646683871,0,0,0,0,0,0,0,0,0.0157080863714966,0,0.0138204094858875,0.0461892969385571,0,0,0,0,0,0.0443647801125407,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149196083335593,0,0,0.171785174317146,0,0,0,0,0,0.0997858120276981,0,0,0,0,0.267723238980965,0,0,0.0733106391619087,0,0,0.13615836482577,0.0514243381878638,0.0457276631909755,0,0,0.0158139754527541,0,0,0,0,0.0635569354515178,0,0,-0.073412335657735,0,0,0,-0.0213002098771446,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0.0541104846151516,0,0,0,0,0.17240380514765,0,0,0.0410610008060302,0,0,0,0,0,0,0,0,0.0600194750236137,0.151087469473256,0,0,0,0,0.0300011847440504,0,0,0,0,0,0.0437467453318378,0,0,0,0,0,0,0,0,0,0,0,0.0173209499299971,0.0266410116418288,0,0,0,0.0401996216344639,0,0,0,0,0.0420423138569379,0,0
X002074.SZ,0,0,0,0,0,-0.255294485068885,0,0,0,-0.145572704208865,0,0,0,0,0,0,0,0,0,0,0.0513216825395967,0.292605280898542,0,0,0,0,0,0.0715355442622097,0,0.394148717787751,0,0,0,0.319123053264518,0,0.0887894926882134,0,0,0,0,0,0,0,0.106417521742388,0,0,0,0.249189931678358,0,0,0,0,-6.93889390390723e-18,0,0,0,0.053527428938079,0,0
X300142.SZ,0,0,0,0,0,0,0,0.718350661530884,0,0,0,0,0,-0.0811408973764636,-0.140834916070143,0,0,-0.0647183075870971,0,0,-0.00727052097516124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183000128100517,0,0,0,0,0,0,0,0,0,0,-0.0880599398444407,0.0175793451246586,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215348192274957,-0.243944319686304,0,0,0,0,0,0,0.185435340860329,0.183863621098909,0,0,0,0.0189682506520065,0,0,0,0,0,0,0.0740378556356494,0,0.0448369450057067,0,0,0,0,0,0,0,0.0171649306496682,0,0,-0.245886966254273,0.0117589200940031,0,0,0,0,0,0,0
X600460.SH,0,0,0.0460473468934841,0,0,0,0,0,0,0,0.00325351177266214,0,0,0.316894851111642,0.0530603050874269,0,0,0,0,0,0,0,0,0.00605941338656689,0,0,0,0.0399619535277034,0,0,0,0.0214883055749957,0,0,0,0,0,0,0,0.379483003961507,0,0,0,0,0.0131033446439957,0,-0.00555664470563789,0,0,0,0,0,0.0414884415013306,0,0,0,0.0246596240850583,0,0
X600884.SH,0,0,0,0,0,0.0314833544530531,0,0,0,0,0.126398126610182,0.0389148864744486,0,0.0113912896002978,0,0.212712524749812,0,0,0,0,0,0,0,0,0,0,0.243956050972707,0,0.168340662350158,0,0,0.231331453168007,0,0,0,0,0,0,0,0,0,0,0,0,0.0314133798853729,0,0,0,0.0198490326094897,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.317757312082886,0.0593681637367922,0.00287280141948904,0,0,0,0,0,0,0,0,-0.104276237726863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620970049516669,0,0.00918049179800861,0,0,0,0,0,0.0150906964768573,0,0,0.0288028236587397,0,0.173834752001394,0,0,0,0,0,0,0,0,0,0
