,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X600031.SH,X300124.SZ,X300014.SZ,X000725.SZ,X002371.SZ,X600703.SH,X000063.SZ,X000338.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000625.SZ,X000661.SZ,X300142.SZ,X002049.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X601877.SH,X600702.SH,X000799.SZ,X002007.SZ,X600584.SH,X000157.SZ,X002074.SZ,X600741.SH,X002236.SZ,X600183.SH,X002414.SZ,X600779.SH,X601799.SH,X600089.SH,X300146.SZ,X000800.SZ,X300003.SZ,X600884.SH,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0624135067502498,0,0,0,0,0,0.223553294911435,0.0580250993506008,0,0,0,0,0,0,0,0.0393246665989363,0,0,0.0796037446276327,0,0,0,0,0,0,0.00557247522172364,0,0,-0.0367381734357253,0,0.110005626300246,0,0,-0.111356413009361,0,0.0296294025539034,0,0,0,0,0.041774158356334,0,0,0,0,0,0,0,0,0,-0.0143809975818605,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.25577572328134,0,0.381127564649942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494376867089136,0,0,0,0,0,0,0,0.0703684379310283,0,0,-0.0636034453526828,0,0,0,0,0,-0.0777204124204589,0.100174428956319,0,0,0.145963377091672,0,0,0,0,0,0,0,-0.0480171089061242,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.184179875767463,0,0,0,0,0.119937518724877,0,0,0,0.139177158846893,0,0,0.0515126118849902,0,0,0,0.0593465605867667,0,0.0367582294635598,0,0,0,0.0106843175176267,0,0.0395364978007837,0,0,0.000436973044461737,0,0,0,0,0,0,0.0759824717374309,0,0,0,0,0,0,0,0,0,0,0.0200400112851937,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,-0.154207126136523,0.0299816520908404,0,0.169067283272679,-0.105902324284633,0,0,0.205847060575483,0,0,0,0,0,0,-0.120990585338091,0,0,0,0,0.0449839593613964,0,0,0,0,-0.0347062462347452,0,0,0.476349249407868,0,0,0,0,0,0,0,0,0.0679325515539531,0,0,0,0,0,0,0,-0.0298150143937258,0,0,0.0706398351736705,0,0,0,0,0,0
X600276.SH,0,0,0,-0.083131697823011,0,0,0,-0.0311973453507618,0.25265136747282,0,0,0.19537490084096,0.246479160936108,0,0,0,0,0,0,0,0,0,0,0,0.141287217783896,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.430039880576114,0,-0.00329034302950863,0,0,0,0,0,0.00892206975291675,0,0,0,0,0.0698042660326397,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0969825142619036,0,0,0,0,0,0,0,0.190856019483717,0,0,0,0,0.00349536378748495,0.0437445077069695,-0.0260236495074656,0,-0.081653015887614,0,0,0,0,0.11150604885085,0,0,0,0,0,0,0,0,0,0,-0.0199320534603454,0,0,0,0,0,0,-0.071182291298716,0,0,0.0902344359649038,0,0,0,0,0,0
X000568.SZ,0,0.591895475034051,0,0.0727404741298533,0,0,0,0,0.103650129200257,0,-0.258152055755754,0,0,0,0,0,0,0,0,0,0.0507446549675674,0,-0.00969233611204807,0,0,0,0.149646339601068,0,0,0,0,0,0,0,0.0667680988125826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00829618911557698,0,0,0,0,-8.67361737988404e-19,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456344723628144,0,0,0,0,0,0,0.0668104408044851,0,1.73472347597681e-18,0,0,0.129955021091083,0,0,0,0.0254853066338267,0,-0.0407060054092658,0,0,0,0,0,0,0,0,0.0830297211674833,0,0.150160146867917,-0.100911150559101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.18207360276963,0,0,0.292090545723308,0,0,0,0,0,0.095813619698089,-0.121312966493202,0,0,0.227691282266925,0,0,0,0,0,0,0,-0.0407645050535469,0,0,0,0.0736678232708844,0,0,0,0,0,0,0,0.0794147567103779,0,0,0,0,0,0,0,0,0,0,0,0.125252745666496,0.0414465483658723,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.305951095701787,0,0.205252323934363,0,0,0,0,0,0,0,0,0,0.271182889699531,0,0,0,0,0.00755045731299344,0,0,0,0,0,0,0,0.00701701692630566,0,0.0126003600534329,0,0,0,0,0,0,0.0224532162844618,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490908995810497,-0.029469123804483,0.00823353233085557,0,0,0,0,0,0
