,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X600031.SH,X002475.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600271.SH,X002085.SZ,X600118.SH,X300124.SZ,X000157.SZ,X600089.SH,X600522.SH,X600177.SH,X002508.SZ,X600372.SH,X300136.SZ,X002007.SZ,X600487.SH,X600699.SH,X300003.SZ,X000981.SZ,X002074.SZ,X000066.SZ,X002294.SZ,X600867.SH,X002008.SZ,X000559.SZ,X002180.SZ,X000623.SZ,X600566.SH,X002292.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.225941428032265,0,-0.132311828748974,0,0,0,0.0596914067972412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294101391201169,0,0.111163262076478,0,0,0,0,-0.00326412795483915,0,0,0,0,0,0,0,0,0,0.0382189597213915,0.00761155539273298,-0.0028538330613792,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248646950561634,0,0,0,0,-0.0512576902207703,0,0,0,0,0,-0.0205745404818397,0,0,0,0.244764292377951,0,0,0,0,-0.0176228592563082,0,0.26745785839023,0,0,0,0.00889527465746567,0,0,0,-0.124839989714949,0,0,0,0,0,0,0,0.00521271258517417,-0.00676909176447469,0,0,0,0,0,0
X002415.SZ,0,0,0,0.427049557866065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294610302800032,0,0,0,0,0,0,0,0,0,0,0,0,0.0390360507239813,0,0.00755595180751094,-0.154312740885459,-0.0348517021835788,0,0,0,0,0,0,0,-0.096120925467735,0,0,0,0,0,0,0,-0.00715338400494203,-0.0077879956767025,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0862593661438696,0,0,0,0,0,0,0.279433936234555,0,0,0,0,0,0.000877431156712418,0.0176750803596839,0,0,0,0,-0.0773534869208211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0354795954708878,0,0,0,0.0101987885768366,-0.000900609023791427,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0846559945154817,0,0.151832272668512,0,0,0.0714289473646397,0,0,0,0.246183075282484,0,0,0,0,0,0.083720215292355,0,0.0538954346731629,0,0,0,0,0,0,0,0.025742567887617,0,0,0,0,0,0,0,0,0,0,0,-0.118417168460858,0,0,0,0,0,0,0,0,0,0,0.00668876496869217,0.00406926643215504,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0783763082549355,0,0,0,0,0,0,0,0,0.342690314935429,0,0.17393715203012,0,0,0,0.0256569115699395,0,0.132768017936118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389844007619608,0,0,0,0,0,0.0502615809732372,0.00675862414185319,0,0,0,0,0.00120682675696803,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0804152929342198,0,0,-0.00610331957127722,0.253135420526553,0,0,0,0,0.0499431482798238,0,-0.019637833450849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814428757241179,0,0.00608367410633755,0,0,0.0199179669675233,0,0,-0.134570559600384,0,0.074393950577224,0,0,0,0,0,-0.00358152227456819,0.00603341917906534,0,0,0,0,0,0
X000725.SZ,0,0,0,0.306681976998084,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.136868279410724,0,-0.405967725414407,0,0,0,0,0.153886495759664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175927795417539,0,0,0.187856855756442,0,0,0,0,0,0.299120927372256,0,0,-0.0488079886699503,0.0154425365405247,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119011264639373,0,0,0,0.171622113288367,0.154745998431219,0,0,0,0,0,0,0,0,0,0,0.0198025846926012,0,0,0.127496220126265,-0.107581779939916,0,0.0073919775861182,0,0.0357332812375836,0,0,0,0,0,0,0,0,0,0,0.128606533054597,0,0,-0.0282721413763478,0.00518102390492453,0,0,0,0,0,0
X600690.SH,0,0.149958853746524,0,0,0.211209225364416,0,0,0,0,0,0,0,0,0.0769042994574867,0,0,0,0,0,0.00230960338893422,0,0,0.0758811476128506,0,-0.0914040792195958,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512014872452341,0,0,0,0.00174534204081552,-0.00456317507134406,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0183089657439915,0,0,0,-0.204280665394385,0,0,0,0,0,-0.298218533653383,0,0,0,0,0,0,0,0,0,-0.0992808999759604,-0.0180417439017095,0.314978599278856,0,0,0,0,0,0,0,0.0695735553557974,0.122580388778371,0,0,0,0,0.00936250989995119,0,0,0,0,0,0,-0.0423970047351,0,0,0,0.00262518256709048,0.00760956694026113,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.080621349027267,0,0,0,0,0,0,0,0.0353451617958219,0,0,0,0.0538693043323067,0,0.164119918959421,0,0,0,0,0,0,0.043529572194627,0,0,0,0,0,0,0.228163284481237,0.147162349546524,0,0,0,0,-0.128362709653999,0,0,0,0,-0.0621274969264503,0,0,0,0,0,-0.0109849325638554,0.0166681116319714,0,0,0,0,0,0
X000568.SZ,0.140092165801251,0,0.249977793587922,6.93889390390723e-18,0.707733713295946,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0465368690830879,0,-0.198213959027505,0,0,0,0,0,0,0,0,0,0,0.0726364526267868,0,0,0,0,0,0,0,0.1581753527049,0,0,0,0,0,0,0.0333171941956521,0,0,0,0,-0.016555208304729,-0.00142306203442026,0,0,0,0,0,0
X600741.SH,0,0.122980588708836,0,0,0,0,0,0.0190731666692662,0.332543262864932,0,0,0.0807495804411626,0,0,-8.67361737988404e-19,0,0,0,0,0.0462443134045328,0,0.0481298816382529,0,0,0,0,0,0,0,0,0,0.0305112222783755,-0.146716880006498,0,0,0.0491987572193124,0.0177593272633684,0,0,0,0,0,0,0.0139078946014335,0,0,0,0,0,0,0,0,-0.00519731503431078,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.222818736159989,0,0,0,0,-0.0115576964126869,0,0,0,0,0,-0.172262617867589,0,0,0,0,0,0,0,0,0,0.0136298815859195,0.205885686557469,0.0626710703074178,0,0,0,0,0,0,0.179649234693983,0,0,0,0,0,0,0,0,0,-0.0408853947804045,0,0,0,0,0,0.0085344861774306,-0.00171623949074428,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0917143743911038,-0.00388906451797843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545951464331301,0,0.0989515509916822,0,0,0,0,0,0,0.0205010825088262,0,0,0,0,-0.0691483550324787,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.0349695725882049,0.00150219654298413,0,0,0,0,0,0,0,0,0.0266651727987174,0,0,0,0,0,0,0.192949732891273,0,0,0,0,0,0,0.0475089972782115,0,0,0,0.00682980984931131,0,0.0202354258101293,0,0,0,0,0.0383842059914336,0,0,0,0,0,0.214850934549155,0,0,0,0,0.0019711698449113,-0.00727847401269413,0,0,0,0,0,0
