,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X002241.SZ,X600066.SH,X600031.SH,X002475.SZ,X002456.SZ,X000100.SZ,X002236.SZ,X600271.SH,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X002292.SZ,X000157.SZ,X600867.SH,X000559.SZ,X002007.SZ,X600372.SH,X002180.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X600498.SH,X002426.SZ,X600089.SH,X601877.SH,X600522.SH,X002508.SZ,X600566.SH,X002465.SZ,X000550.SZ,X000981.SZ,X000050.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,-0.0147057712049556,0.0919671321762183,0,0.11927881930751,0,0,0,0,0,0,0,0.057223229580851,0,0,0.0209503468461666,0.0465872977141112,0,0,0,0,0,0,0.183301092230981,0,0,0.0680159401718354,0,0.0241513140782971,0,0,0,0,0,0,0,0,0,0,0,0.130773348280199,0,-0.0910438095042724,0,0,0,0,0.0176137111573949,0,0.0870282368029436,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0494844513022669,0,0,0.00967217238596029,0,0,0.0460602105141793,0,0,0,0,0,0,0,0,0,0,0.167818420889347,0,0,0,0,0,0,0,0,0.0754872362079562,0,0,0,0.0669964478383397,0,0,0,0,0,0,0,-0.0237478987932569,0.141684808570166,0,0,0,0.0555589114180344,0,0.0869825734756801,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.386296053752459,0,0,0,0.0456594911034552,0,0.0696737697100777,0,0,0,0,0,0,0,0.0884940924861596,0.0149053180719827,0,0,0,0,0,0,0,0,0.220186519716754,0,0,0,0,0,0,0.0156676830156297,0,0,0.0197746098653252,0.167026030217852,0,0,0,0.0100505712591012,0,0.0648833561210432,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236700894100853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467206520145746,0,0,0.077856375991898,0,0.176479188025401,0,0,0,0.095647812821324,0.0821445831792103,0,0,0,0,-0.0351785011760028,0.0880512834585388,0,0,0,0,0,0
X000858.SZ,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.043868326434013,0,0,0.218346543634231,0,0,0,0,0,0,0,0,0.0305277627470485,0,0,0,0,0,0,0,0.136177608211866,0.111699057298325,0,0,0.0987095997584265,0,0.103211106180084,0,0,0,0,0,0,0,0,0,0,0.0143494653439239,0,0.0765302063159053,0,0,0,2.16840434497101e-19,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053718914034353,0,0,0,0,0.0113090368829901,0,0,0,0,0,0,0,-0.0460836128260574,0.0836178267364256,0,0,0.238872364672833,0.0266344642805708,0,0.0341373058851243,0,0,0.0884082430651928,0,-0.00561128931780318,0.205355064891063,0,0,0.00362121982462298,-0.122063498203763,0,0,-0.0282663019264476,-0.035275476190713,0,0,0,0,0,0
X002304.SZ,0.18812864459,0.157800960051654,0,-0.011604021090143,0.119163908389811,0,0,0,0,0,0,0,0,0.0853805108385707,0,0,-0.00442498748362526,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0752315935101646,0,0,0,0,0,0.0847313058353373,0,0.0606866612903703,0,0,0,-0.0553219317382317,0,0,-0.0696062514566379,0.0326773505069772,0,0.0437857094967865,0,-0.00194611297114913,0,0,0.0720057236340981,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.000367392841946991,0,0,0,0,0,0.155191821990433,0,0.110037799202184,0,0,0,0,0.0700425838544857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565386505263794,0,0,0,0,0,0,0,0.063251920875054,0.0347161002433826,0,0.00926376560392499,0,-0.0558660956299118,-0.0149981670644769,-0.075649629508874,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0185333210865173,0,0.00978770620848667,0,0,0,0.082233818961688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105310960156455,0,0,0,0.151492001402365,0,0,0.0239641973802501,0.0507190742108665,0,0.121939172388095,0,0.0538731377149053,-0.0132223939578197,0,0,0,0,0,0
X000063.SZ,0,0,0.0336011130801266,0,0,0,0,0.0391170446577559,0,0,0,0,0,0.0887823302770387,0.0617594371410231,0,0.137951073127023,0,0,0,0,0,0.093848680529635,0,0,0,0,0,0,0.0576984620135521,0,0,0,0,0,0,0,0,0.0370453287790252,0,0,0,0.0463283319034098,0,0,0,0.0322796978983628,0,0,0,0,1.73472347597681e-18,-0.0101534565869081,0,0,0,0,0,0
X600690.SH,0,0,2.16840434497101e-19,0,0.0555810103710473,0,0,0.115948866115518,0,0,0,0,0,0.0182092883343284,0.0956114707717917,0,0.180433543712365,0,0,0,0.0790655001479145,0,0,0,0,0,0,0,0,0,0.016740400897162,0,0,0,0,0,0,0,0,0,0,0.170982369146168,0.167053883727548,0,0,0,0,-0.0529878326915747,0,-0.0249612205849611,0,0,0.0551470639636965,0,0,0,0,0,0
X600741.SH,0,0.296798266127317,0,0,0,0,0,0,0,0,0,0,0,0.0558325975748668,0.0741881829192483,0,0,0.0139434161463987,0,0,-0.0537023299945496,0,0,0,0,0.320073154229392,0,0,0,0,0,0,0,0,0.0446046279944989,0,0,0,0.0326113960080379,0,0,0,0,0,0.0658452996968204,0,-3.46944695195361e-18,0,0,0,0,0.00211476221460042,0.0112231113161654,0,0,0,0,0,0
X600703.SH,0,0,0,0.161238393744085,0,0,0,0,0,0,0,0,0,0,-0.0394275108704533,0,0.178678081703273,0,0.0711480881818695,0,-0.0142203742500227,0,0,-0.0856641412625418,0,0,0,0,0,0,0.0962537442168008,0,0,0,0,0,0.0327015357766257,0,0.106368924430346,-0.0176131285200133,0,0.00221627536217098,0,0,0,0,0,-0.0832105670388134,0,-0.148451726942994,0,-0.03796784684343,0.0884976929824214,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.201242505187627,0,0.135527441209191,0,0,0,0,0,0,0,0.0722202354678278,0,0,0,0.0262888231417316,0,0,0,0,0.0303693431835776,0,0,0,0,0,0.0737159180292527,0.179081621683163,0,0,0,0.0686266729661733,0,0,0,0.0297107367021775,0,0,0,0,0,0.0454630314147116,0,0,0,0,-0.0348429918440089,0,0,-0.0418627872339836,0,0,0,0,0,0
X002241.SZ,0,0,0.225930988685692,0,0,0,0,0.203472565108091,0,0,0,0,0,0,0,0,0,0,0.00876770472440673,0,0,0,0,0.000252765182577404,0,0,0,0,0.0968527815067041,0.316079937043227,0,0,0,0,0.120164321845118,0,0,0,0.24254445610077,0,0,-0.140143232491782,0,0,0,0,0.069139877589566,0,0.0904557323391881,0,0,-0.018642096985675,0.0726421760400388,0,0,0,0,0,0
