,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X600066.SH,X600741.SH,X002292.SZ,X600031.SH,X002475.SZ,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000157.SZ,X000559.SZ,X002049.SZ,X600372.SH,X000568.SZ,X000338.SZ,X002085.SZ,X300003.SZ,X600177.SH,X002294.SZ,X600089.SH,X002074.SZ,X300124.SZ,X600867.SH,X600582.SH,X002180.SZ,X002465.SZ,X002007.SZ,X000066.SZ,X600498.SH,X601877.SH,X002456.SZ,X000869.SZ,X002508.SZ,X000550.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.253717117058957,0,0.222412342387181,0,0,0,0,0,0,0,0,0,0,-0.0266000235495403,0,0,0,-0.00197756523442779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0618689922500236,0,0,0.0414145344786817,-3.46944695195361e-18,0,0.184353725848133,0,0,0,0,-0.0118492870210249,-0.0182042718491637,0.0589413160348428,0,0,0,0,0
X600104.SH,0,0,0.360953917635792,0.0208596518106634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967219033861769,0,0,0.00701753336150969,0,0,0,0.0359304143164245,0,0,0,0,0,0,0,0,0.0578539458900534,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.238995704774009,0,0,0,0,0,0,0,0,0,0.357126346932554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984067929365144,0,0,0,0,0,0,0.069839411311938,0,0,0,0,0,0,0,0.167754240436996,0,0,0,0,0,0.0228320368494621,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.435810546505995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200970214980877,0,0.00087583708992032,0,0.0547997515152489,0,0,0,0,0,0,0,0,0,0.0967056221813918,0,0.0198538895397117,0,0,0,0,0,0,0
X002304.SZ,0.00732867079057663,0,0.157563110759783,0,0,0,0,0,0,0.0747021627184595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130306999056312,0.114122011490896,0,0,0,0,0,0,0,0,0.119855760660255,0,0,0,0.0305274411942314,0,0,0.0859960672857135,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0362519845305148,0,0,0,0,0.0909603780166845,0,0,0,0,0,0,0.0387831944130381,0,0,0,0,0,0,0,0.0445698524651007,0,0,0.347106588721952,0,0.00759959754399333,0,0,0,0,0,0,0,0,0,0,0,0,0.142275689748462,0.00390675797716253,0,0.0932611450799325,0.0168345681638351,0,0,0,0.0174723604770109,-0.0258517461343305,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0222644169344225,0.02647200685261,0,0.0077323394095172,0,0,0,0,0,0,0,0.0915291833461869,0,0,0,0,0,0,0.0346354268522989,0,0,0.0382682140302225,0,0,0.0706449577638614,0,0,0,0.0909231735951385,0.0141948980043924,0.0185725343028519,0.0229936266553227,0,0,0,0,0,2.16840434497101e-19,0.0124623238163098,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.198575205352624,0,0,0,0,0,0,0,0.0412481573021442,0,0,0.127551286347843,0.0119227248937404,0,0,0,0,0.0682583509342663,0,0.145369838247268,0,0.171389950426197,0.0835229819627059,0,0,0,0,0,0,0,0.0717641514601772,0,0.0163922153712935,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.153362430022554,0,0,0,0,0,0,0,0.070479407139519,0,0,0,0.0459087199081615,0,0,0,0,0.115878508730657,0.0220937855364387,0,0,0,0,0,0,0.0637242109877269,0,0.0161110130338537,0,0,0,0,0,0.102533043186474,0,0.034274508018035,0.156474477668223,0,0,0.0160053823146336,0.0124576170444232,0,0,0.0873632555230604,0,0,0.00784772819309225,-0.0139907287889051,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0236404445210692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310105740049825,0,0,0,0,0,0,0.18362029404014,0,0,0.0999410524888077,0.0883521162660103,0.0218890080636085,0,0.0356613508418333,0,0.0588197812832648,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.155307680909078,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0979635735445707,0,0,0,0.574745818091894,0,0,0.0193188180063146,0,0,0,0,0,0,0,0,0,0,0,-0.0626204482550974,0.153275478274284,0,0,0,-0.462785673463561,0.0865696100060603,0,0,-0.0596628767258569,0,0,0,-0.16985681849858,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.273572283588097,0,0,0,0,0,0,0,0,0,0,0,0.110652972128649,0,0,0.0737236993930922,0,0,0,0,0,0,0,0,0,0.0020766423701672,0,-1.73472347597681e-18,0.0342251059507668,0,0,0,0,0,0.0389033892254219,0.176533964044729,0,0,0,0,0,0.0160505281891296,0,0,0,0,0,0,0
