,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X600690.SH,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000625.SZ,X002241.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X600703.SH,X300142.SZ,X000157.SZ,X002371.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X300146.SZ,X002414.SZ,X600779.SH,X600702.SH,X300003.SZ,X600584.SH,X601799.SH,X600183.SH,X000800.SZ,X600460.SH,X600089.SH,X002074.SZ,X000066.SZ,X600707.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.335756118018683,0,0,0,0,0,0,0,0,0,0,0,0,0.267296706446739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970452191790644,0,0,0,0,0,0,0.0204151411293623,0.00382766882622926,0,0,0,0,0,0,0,0,0,-0.0241165386843621,-0.223468039934452,0,0,-0.0126152404912494,0,0,0,-0.00839324334322957,0,0
X000858.SZ,0,0,0,0,0.148385615271694,0.403194885948946,0,0,0.0692231419535195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142298233469975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23695992816989e-05,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737068720076114,0,0,0,0,0,0,0,0,0,0,0,0.0905845611049792,0,0,0,0,0.197708999602807,0,0.224445122636779,0.0242445712290329,0,0,0.0452200104150518,0,0.110435050525548,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,-0.0164824452185714,0,0
X600276.SH,0,0.10336003379632,0,0,0,0.124809971904909,0,0,0,0,0,0,-0.104409222892821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185651814799201,0.0337498123283296,0,0,0,0,-0.12948577810776,0,0,0,0,0,0.119305421379762,0,0,0,0,0,0,0,0,0,0.107672037606699,0,0,0,0,0.00880031179273598,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121468746272363,0,0,0,0,0,0,0,0,0,0,0,0,0.276260140838636,0,0,0.11191721809648,0.449691673886866,0,0,0,0,0,0,0.074193001890161,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0767278106099248,0,0,0,-0.0278068013819949,0,0
X000568.SZ,0,0.738494867674449,0,0,0,0,0,0.0411494077964467,0,0,0.0581424987170814,0,0,0,0,0,0,0,-0.0334200280311713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302417274930835,0,0,0,0,0.00657918300483815,0,0,0,0.00152874947653727,0,0,0,0,0,0,0,0,0.078130515368843,0,-0.0592369266476538,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.063744849871206,-3.46944695195361e-18,0,0.0292089011362258,0,0,0,0.0127734309343148,0.0150966644006068,0,0,0,0,0,0.219298251057898,0,0,-0.0148202410644703,0.0313621796924841,0,0,0,0,0,0.0992431227375364,0,0,0,0,0,0,0.0492470814557894,0,0,0,0,0,-0.0498023073000555,0,0,0,0,0,0,0,0.0013492217523903,0,0,0,-0.0153315266024154,0,0
X002304.SZ,0,0.13653076193979,0,0.0795777266489747,0.103288740750089,0.173508307714112,0.0259293870869648,0,0.143685238094084,0,0,0,0,0,0.115683953936981,0,0,0,-0.0310223170909929,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585424988625925,0,0,0,0,0,0,0,0,0,0,0,-0.0257335443090407,0,0,0,0,0,0,0
X600690.SH,0,0.021838971800547,0.121157783089222,0.0079817030726583,0,0,0,0,0,0,0,0,0,0.0878997779421361,0.0908177062206625,0,0,0,0,0,0,0,0,0,-0.0375024231520853,0,0,0,0,0,0.148245672415326,0.313289388205073,0,0.00759370855272383,0.0521739772226226,0,0,0.0665078126276765,0,0,0,0,0,0,0.0399861481214266,0,0,0,0,0,0,0,-0.118546916126448,0,0,0,0.0223671427959988,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271770730390438,0.178756766752857,0,0.0159231520492041,0.0201922389045202,0,0,0,0.0373041034624246,0,0,0,0,0.17596662296485,0.131382504058369,0,0,0,0,0,0.193577123250384,0,0,0,0,0,0.0808480606193178,0,0,0,0,0,0,0.0285885471145657,0,0,-0.0351868814215234,0,0,0,0,0.0051311701057127,0,0
