,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000625.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600703.SH,X600372.SH,X002129.SZ,X002236.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X600522.SH,X002463.SZ,X002007.SZ,X002028.SZ,X000800.SZ,X002074.SZ,X600460.SH,X300142.SZ,X601799.SH,X002294.SZ,X600418.SH,X002156.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.11035673338911,0.33604624348031,0,0.0513045943588175,0,0,0.00513344482486787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108555811587012,0,0,0,0,0,0,0,0,0,0.158351121765348,0,0,0,0,0.0754728386809266,-0.00630108353339085,0.00781565105346012,0,0,0,-0.00672550606911807,0,0,0,0,0,0,0
X000858.SZ,0.153615326629262,0,0,0,0.169359230365712,0.279450977505193,0,0.020186197946875,0,0,-0.0468669204980988,0,0,0,0,0,0,0,0,0,0.0326055562099706,0,0,0,0,0,0,0.109280508929033,0,0,0,0,0,0,0.0102132733449171,0,0,0.0310784036114522,0,0,0,0,0,0,0.0263868712239108,0,0,0,0,0,0,-0.00333499123087597,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.185767373597601,0,0,0,0,0,0.00246241998118461,0,0.0802998229982926,0,0,0,0,0,0,0,0,0.122619457490454,0.0785123094419249,0,0.173645206847522,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0709599322925765,0,0,0,0,0,0,0,0.054907992768165,0,0,0.0025938326775378,0.0320737176349123,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0945913139976809,0,0,0.0215159350994366,0,0,0,0,0,0,0,0.0899071573816602,0,0,0,0,0,0,0.00284148847401414,0,0,0,0.0702801699464646,0,0,0.0128621645062082,0,-0.0165536668832057,0,0,0,0,0,0,0.0395791967371421,0,0,0,0,0.175448460317051,-4.33680868994202e-19,0,0.0373127401825905,0,0.0193654232096586,-0.0133263287883838,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.480020626250666,0,0,0,0,0,0,0,0,0,0,0,0.320915804183672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366131845511472,0.0812800505014635,0,0,-0.0535730553275422,0,0,0,0,0,0,0,0,0,-0.0280716026243941,0.0198250932711685,0,0,0,0,0,0
X000568.SZ,0,0.363451508747075,0,0,0.527390452791289,0,0,0,0,0,0,0,0,0,0,-0.0216252800713406,0,0,0.0459024579774257,0,0,-0.0365034666101025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122138604618673,0,0,0,0,0,0,0,0.0292156790570133,0,0,-0.052506309526262,0,0,0,0.0101418299279992,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213692344957809,0,0,0,0,0.0594186582236696,0,0,0,0,0,-0.0840331369897915,0,0.0545613890392889,0.223400266614831,-0.0166361701771679,0,0,0.0380089465856865,0.025194429771258,0,0,0,0,0.0223947536433464,0,0,0,-0.0101222740588561,0.0291681025017905,-0.0133711186400479,0,0,0,0,0
X600690.SH,0,0,0,0.0218118766118273,0,0.232961294503895,0,0,0.11168522060028,0,0,0,-0.0168289954166934,0,0,0,-0.00582721019898506,0,0.0822413097511343,0,0.104621958379469,0,0,-0.000675078385550325,0,0,0,0,0,0.0563449776092175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532645157966219,0.0152404654349646,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.536042130713081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225241923177604,0,0,0,0,0,0.0633827622125403,0,0,0,0,0.118039097279812,0.122921524106885,0,0.135587188433352,0,0,0,0.104978007767726,0,0,0,0.0803271248113807,0.0824932351615849,0,0,0,0,0,0.0833002964809447,-0.163903701619494,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.235189565272934,0.0559293126804606,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.305336512687721,0,0,0.0437798692074734,0,0,0,0,0.109603612230841,0,0,0.0338348381029391,0,0,0,0,0,0,0,0,0,-0.0170087788373962,-0.0544472450941119,0,0.315111480088488,0,0,0,0,0,0,2.71050543121376e-20,0.0187100934818203,0,0,0,0,0,0
X000625.SZ,0,0,-0.0715100188809079,0.144446357415565,0,0,0,0,0,0,0,0.154770715691682,0,0,0,0,0,0,0.353422324100877,0,0.0228518950099723,0,0,-0.13680411516393,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349069149686704,0,0,0,0,0,0.0516328156547082,0,0,0,0,0.341521404614013,0,0.0700803985976766,0,0.00785623705201637,-0.00665739346981886,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.389790214487271,0,0,0,0,0.037472806099809,0,0,0,0,0,0.072885166839793,0,0,0,0.165451299883309,0.0968639818466927,0,0,0,0,0,0,0,0,0,0,0,0,0.0261268296961601,0,-0.00278925302250431,0,0,0,0,0.043878264277717,0,0,0,0,0,0.0102285221733154,0.0365568327683295,0,0,-0.0159443758658255,-0.00913512241441032,0,0,0,-0.0377235280302213,0,0
X600104.SH,0.196211937495312,0,0,0,0,0.0709498437751373,0,0,0,0.119159997904616,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0620804322162745,0,0,0,0,-0.0104974705503723,0,0,0,0,0,0.0437888361717872,-0.093846662241944,0.0694347071979962,0,0,0,0,0,0,0,0,0,0,0,0,-0.035911543878329,0.105195739968538,0,0,0,0.009931305363461,0.0246093218018048,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.000367453124426262,0,0,0,0,0.0743202440963758,0,0,0,0,0,0,0,0.127987219958327,0,0,0,0,-0.116561621369735,0,0,0,-0.0176514762113904,0,0,0,0,0,0,-0.0175179849912821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561753236521274,0,0,-0.0136651128538638,0,0,0,0,-8.67361737988404e-19,0,0
