,X600104.SH,X600519.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600031.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X000100.SZ,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X600118.SH,X000550.SZ,X601877.SH,X002236.SZ,X000581.SZ,X000800.SZ,X002475.SZ,X600582.SH,X000568.SZ,X000623.SZ,X600177.SH,X300124.SZ,X000977.SZ,X002294.SZ,X000559.SZ,X000050.SZ,X002129.SZ,X000400.SZ,X600060.SH,X600839.SH,X000869.SZ,X002292.SZ,X002456.SZ,X002465.SZ,X300003.SZ,X600312.SH,X002007.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.164575181293719,0,0,0,0,0.0899991115597749,0,0,0,0,0.57816142511247,0,0,0,0.0387563107012233,0,0,0,0,0,0,0,0.0239771860904234,0,0,0,0.0518998128127645,0,0,0,0,0,0,0,0,0,0.120280279533654,0,0,0,0,-0.0416039181669687,0.124079493737223,0,0,0,0,0.00494604361276399,-0.153991268468232,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0.044318541412568,0,0,0.0558116980370289,0.173836129698778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263773541096762,0,0.0729686591220385,0,0,0,0,0,0,0,0,0,0.0705661475999956,0,0,0,0,-0.0311355420590294,0,0,0,-0.023693753222985,-0.009227045413906,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.243463100900169,0.0724990490671516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198081678140713,0,0.265131543172418,0,0,0.102554128518494,0,0,0,0,0,0,0,0,0,0,0.016484975542504,0,0.031934164773434,0,0,0,0,0,0,0,0,0,-0.00186255293637765,0.00242983867078845,-0.0411713433122675,0,0,0,0,0
X000651.SZ,0,0,0,0,0.226206077844812,0.254186460648388,0,0,0,0,0,0,0.0811513268139705,0,0,0,0,0,0,0,0,0.0505031570839138,0,0,0,0,0,3.46944695195361e-18,0,-1.0842021724855e-19,0,0,0,0.0730679714077989,0.0102983114359503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131968186854053,0.0932944853999979,0,0,-0.012300460553223,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0561168574247171,0.0800424895505772,0,0,0,0.138907687995896,0,0,0,0.0672155203526273,0.0793506074066077,0,0,0,0,0.0710199383461896,0,0,0.148690328602201,0.046036668203905,0.162499242142527,0,0,0,0,0,0,0,0,0.138599530683151,0,0,0,0.101403142424506,0,0,0,0,0,0,-0.00616304485187798,0,0.0148658629288953,0,0,0,0
X000625.SZ,0.513604462906522,0,0,0,0,0,0,0,0.0282983072798622,0,0,0,0,0,0,0.180342293973928,0,0,0,0,0,0,0,0.0416213034717184,0,0,0,0,0,0,0,0.0724014340671954,0,0,0,0,0,0,0,0,0.00223016353225352,0,0,0,0,0,0,0,0,0,0,0,0.00682981043728539,0,0.0317136081716882,0,0,0,0
X002304.SZ,0,0.00614740254821233,0,0,0,0,0,0.188675281908697,0,0.0135187582983093,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0292298102061219,0,0,0,0.0002285662831156,0,0,0.140321628157274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288873825577844,0,0,0,0,0,0,0,0,0.016330455600436,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.000866297471140543,0.0153070879220913,0,0,0,0.110437520528667,0,0.0260321509107588,0.0605976097789978,0.232363141959641,0,0.0828888092537557,0,0,0,0,0,0,0,0,0.0295480285965542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197617940061386,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.128546413211266,0,0.146336175024904,0,0,0,0,0,0.112962198217875,0,0,0,0,0,0,0,0.128851053759983,0,0,0,0,1.73472347597681e-18,0.247681188743807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00282626328017836,0,0,0,0,0,0
X600276.SH,0,0,0.0360745891153069,0,0,0,0.0129869707399634,0,-0.00690338672920241,0,0,0,0,0,0,0,0,0,0.194874193622715,0.244302458476434,0,0,0,0,0,0,0,0,0,0.0368881658962007,0,-0.0372608076091243,0,0,0,0,0,0,0,0,0,0,0,0,0.0278510942208657,0,0,0,0,0,0,-0.0180405292866241,0.00948610188986258,0,0,0,0,0,0
X600031.SH,0.155254713881943,0,0,0,0,-0.0544172534086434,0,0,0.00622890775782759,0,0,0,0,0,0.879148830385863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278290659061079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258482381498165,-0.00462458261286101,0,0,0,0,0,0
X600690.SH,0,0,0,0.183919198352129,0,0,0,0.149189916332872,0,0,0,0,0.0551808235609627,0,0,0.100744614628826,0,0.210141904842041,0.00926765957906205,0,0,0,0,0.0626713677285782,0,0,0,0,0,0,0,0,0.176196296605919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110905734671644,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0966987205267259,0,0,0,0,0.0121109553449443,0,0,0.132868048356723,0,0,0.647303688185964,0,0,0.0554331927530872,0,0,0,0.084933490094739,0,0,0,0,0,0,0,0.0125358612869678,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0172930147500026,0,0,0,0,0,0,-0.134985370662444,0,0,0,-0.0218683576321115,0.0188083594920225,0,0,0,0,0,0
