,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X002241.SZ,X600031.SH,X000625.SZ,X002456.SZ,X002008.SZ,X600487.SH,X300136.SZ,X601877.SH,X600066.SH,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X600271.SH,X300003.SZ,X600867.SH,X600089.SH,X002085.SZ,X002294.SZ,X000981.SZ,X600699.SH,X600498.SH,X000157.SZ,X600177.SH,X300142.SZ,X000596.SZ,X000050.SZ,X600118.SH,X002180.SZ,X002049.SZ,X600566.SH,X002179.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.261272675182307,0,0.158123321228152,0.120154258597344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159208720849063,0,0,0.064673102454192,0,0,0,0,0,0,0,0,0,0,0.0849481018326874,0,0,0,0,0,0,0,0,-0.00109728202552601,0,0,-0.0162523145055846,0,0,0.0208073043445604,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.39537437935318,0.0391984047820595,0,0,0,0,0,0.0197413810504047,0,0,0,0,0,0.108635610589711,0.0441570563447071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674455177461724,0,0,0,0.0882644119764842,0,0,0,-0.0166724441165243,0,-0.0570843298446982,0.0630763255186226,0,0,0,0,0,0
X002415.SZ,0,0.0605542033834769,0,0,0,0,0,0,0,0,0.0294102517392515,0,0,0,0.308274800466241,0,0,0,0,0,0.175603282336572,0.0762411208216851,0,0.152898218666987,0.0168317205375529,0,0,0,0.115121046984233,0,0,0,0.0305374255556329,0,0,0,0,0,0.00856442608912266,0,0,0.0151578465173931,0,0,0,0,0.0535228904812243,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.207150413531182,0,0,0.0855196961104494,0,0,0.0417900832896377,0.0142576512686104,0,0,0,0,0,0.0457447367779698,0,0,0.270557314209226,0,0,0,0,0,0,0,0,0.0929142852526848,0.0107205463908967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00697450207458072,0,0,0,0,0,0
X000858.SZ,0.0414631234948142,0,0,0.000985184416610903,0,0,0,0.134425034888066,0,0,0,0.320020908619078,0,0,0,0,0,0,0,0,0,0,0,0.033009023930032,0,0,0,0.274705639576831,0,0,0,0,0,0,0,0,0,0.0398044762382925,0,0,0,0,0,0.0160726047677562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.422844090608681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882190340526101,0,0,0,0,0,0,0,0,0.38044179341253,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.249089354840053,0.0314675856640826,0,0,0,0,0,0.0539891149648883,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.128125031250936,0,0,0,0,0.248384743906179,0,-0.0195576541469399,0,0.0842281938001526,0,0,0,0,-0.239238369912446,0.0706150724225318,0,0,0,0,0,0,0,0.0585067751943891,0,0,0.054887439718843,0,0,0,0.107117628991539,0,0,0,0,0,0.0876726164579969,0,0,0,0,-0.0882869596049715,0,0,0,0,0,0.00160538898461925,0,0,0,0,0,0
X002304.SZ,0.061949801534145,0,0,0,0.485529475975402,0,0,0,0,0,0.0617920817200643,0,0.0948324911664834,0,0,0,0,0,0,0,0.0339319040067671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11089587965851,0,0,0,0,0,0,0,0,0,0,-0.0185806002858779,-0.02020418994838,0,0,-0.0248844756481027,0,0.0212939973107679,0.00959859882914364,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.300825863975826,0,0,0,0,0,0,-0.161052053089426,0,0.0815658674435488,0,0,0,0,0,0,0,0,0,0.0740789047145544,0,0.251565122290993,0,0,0,0,0,0,0,0,0,0,0,0.249782065295446,0,0,0,0,0,0,0.0786350036019694,0.11430866356914,0,0,0.233828569591997,0,2.16840434497101e-19,0.00671735204154332,-0.117697940222668,0,0,0,0,0
X600690.SH,0,0,0.108550425984678,0,0,0,0,0,0,0,0.0468592129529659,0.0749571155290087,0,0,0.0615530881703338,0,0.169281152637799,0,0,0,0.0495945756702029,0,0,0,0,0.0824897552037631,0.218227659713948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207221762791243,0,0.0192701358555679,-0.0037912983123665,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.408743137753562,0,0,0.379172142941266,0,0,0.0164949573739533,0,0,0,0,0,0,0,0,0,0,0,-0.0513839050670258,0.177888819215978,0.07830432063425,0,0,0,0,-0.0971608221184104,0.0955833780554279,0,0,0.408893953331665,0,0,0,0,0,0,0,0,0,0,0,0.0859725212637131,0,0,0,0,0.0108931727344171,0,0,0,0,0,0
X000568.SZ,0,0,0,4.33680868994202e-19,0.541755550751894,0,0,0.105650608744293,0,0,0,0,0,0.0125728017775901,0.105089476328554,0,0,0,0,0,0,0,0,0,0,0,0,0.0562814220173539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111164718676337,0,0,0,0,0,0
X600741.SH,0,0,0.0644892865266126,0,0,0.147809912505231,0,0,0,0.0960265882542059,0.0479043851164956,0,0,0,0,-0.0722005668653694,0,0.0363825505465176,0.0932538813171759,0,0,0,0,0,0,0,0,-0.0347204527405136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158438985156901,0,0,0,0,0,0,-0.018863447692238,0.0224151592662036,0,0,0,0,0,0
