,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600703.SH,X600741.SH,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X002007.SZ,X002008.SZ,X600487.SH,X600809.SH,X600498.SH,X000100.SZ,X000661.SZ,X300146.SZ,X000625.SZ,X600867.SH,X300142.SZ,X002179.SZ,X000596.SZ,X000157.SZ,X600566.SH,X600177.SH,X002456.SZ,X600066.SH,X600089.SH,X002180.SZ,X600372.SH,X600522.SH,X002506.SZ,X300136.SZ,X002294.SZ,X002241.SZ,X600699.SH,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.516942651202063,0.10806081787679,0,0,0.0886624474386885,0,0,0,-0.016989804462094,0,0,0,0,0,-0.0826913852607392,0,0,0,0.0350092677318033,0.00589813090043772,0,0,0,0,0,0,0,0,0.276740039522852,0,0,0,0,0,0,0,0,0,0,-0.0341990154475301,0,0,0,0,0,0,0.00595730844098525,0,0,0,0,0,0,0
X600104.SH,0,0,0.0938496353659182,0,0.103086322297659,0,0,0,0,0,0,0,0,0,0,0.0220643092852091,0,0,0.106523878755471,0,0,0,0,0,0,0.149477340614371,0,0,0,0,0,0,0,0,0,0.0792896850886882,0,0,0,0,0,0,0,0,0,0,0,0,0.247861750020013,0,0,-0.0162186319684246,0.0279056325246418,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.63361482737558,0,0,0.290112554288178,0.0116262575654656,0,0,0.083285787165506,0,0,0.0621083141639389,0,-0.10998072285637,0,0.0609091319445068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321540811128517,-0.0203256223824547,0,0,0,0,0,0,0
X000651.SZ,0.155305411609396,0.0890197699530162,0,0,0,-1.73472347597681e-18,0.0943928789698944,0,0.269344179817402,0,0,0,0,0,0,0.102028514991717,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0769041575417506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355482270353303,0.00587334385881565,0,0,0,0,0,0
X600276.SH,0,0,0.177584421732775,0,0,0,0,0,0,0.0276108157433652,0,0,0,0,0,0,0,0,0.442416662383986,0,0,0,0,0,0.0717540984109326,0,0,0,0,0,0.0160491575459455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685537801076951,0,0,0,0,0,0.00156043578845035,0.0172078068710753,0,0,0,0,0,0
X000858.SZ,0.146738296776152,0,0,0,0,0,0.164072864997484,0,0,0,0,0,0,0,0,0.0957962639616572,0,0,0,0,0,0,0,0,0.16823483378844,0,0,-0.0353698754988006,0.0580260995743307,0,-0.00924615781597214,0,0,0.302892012277607,0,0,0,0,0.0142506609926902,0,0,0,0,0,0,0,0,0,0,0.0247945128278176,0,0.00283689814684025,0.0334951917971488,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.331410309423799,0,0,0,0,0,0.218923786618845,0,0,0,0,0,0,0.0796354222575186,0,0,0,0,0,0.250175117881963,0,0,0,0.124008830441107,0,0,0,0,0.199336692168663,0,0,0,0,-0.056523944078846,0,-0.0430197152279095,0,0,0,-0.0435073716257279,0,0,0,-0.0273429087833149,0,0.155470743214386,0.00652353687333083,0.0593397396388901,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.00591195482712273,0,0,0.0532896324199296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182969691375679,0,0,0,0,0,0.0292665115765595,0,0,0,0,0,0,0,0.278034505429195,0,0,0.121495778427504,0,0,0,0,0,0,0.0560472835582206,0,0,0,-0.0260065639518218,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.116992358455519,0.10706023246952,0,0,0,0,0.016056801360242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132491856055006,0,0,0,0,0,0,0,0,0,0.452129198733938,0,0,-0.0117613798059291,-0.0404995163171305,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15839520165171,0,0,0,0,0,0,0.0788332015328773,0,0,0.133376460470899,0,0.351270147568856,0,0,0,0,0,0.0920122924563323,0,0,0,0,0,0.205084763285276,0,0,0,0,0.011147716738593,0,0,0,0,0,0,0,0,0.0339369226396444,-0.0631852366796093,0,0,0,0.094509105001251,0,0
X600031.SH,0,0,0.0105426643053384,0,0,0,0.0284720962900181,0,0,0,0,0,0,0,0,0,0,0,0.0241414961360542,0.0705349225480475,0,0,0,0,0,0,0,0,0,0,0,0.0638700562290663,0,0.103569158401571,0,0,0,0,0,0,0,0.136893404717721,0,0,0,0,0,0,0,0,0,-0.0290151475709008,-0.0199947078070686,0,0,0,0,0,0
X000568.SZ,0.1726532839164,0,-0.0562276772570809,0,0,0,0.164413896034936,0,0.0494803548851176,0,0,0,0,0,0.109667921783989,0,0,0,-8.67361737988404e-19,6.7762635780344e-21,0,0.137971022976852,0,0,0.353540075352775,0,0,0,0,0,0.019895676932784,0.044721825514741,0,0,0,0,0,0,0,0,0,-0.0335889454228517,0,0,0,0,0,0,0,0.0490669913280513,0,-0.025848837549676,0.0498281019024877,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0920850012620249,0,0,0,0.0132122751694137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.000435103173961346,0,0,0.038895883916583,-0.0571090735559457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524998856685365,0,0,0,0.0490334007424428,0.116227504354859,0,-0.0132325739919078,-0.0206284591884194,0,0,0,0,0,0
X002475.SZ,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0278208267821215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770836233560054,0,0,0,0,0,0,0.0765914318362532,0,0,0,0,0.094287243155978,0,-0.0211567730920035,0.120565569505149,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382031136675141,0,0,0,0,0.0518143418423634,0,0.0175215533112058,0,0,0,0,0.37174004359677,0,0,0.119571468117779,0.441322552616323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419421605584715,0,0,0,0,-0.0767548027563491,0,0,0,0,0,0
X600741.SH,0,0,0,0.179734129882144,0,0,0.0357566780149008,0,0,0,0,0,0,0.0485355373406687,0,0,0,0.0310013666169759,0,0,0,0,0,0,0.169644302562412,0,0,0,0,0,0.00962981620088059,0,0,0,0,0,0,0,0.155672285018932,0,0,0,0,0,0.0826202736527116,0,0,0,0.0506913089997879,0,0,-0.00487273618628634,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.123428458715757,0,0,0,0.0236115884248579,0.0213593511001996,0.0236103388614276,0,0,0,0.0206592090380532,8.67361737988404e-19,0,0,0,0,0,0,0,0.027078930544218,0.167066980576428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767799573371209,0,0.0802304786443456,0,0,0,0,-0.00458432305719041,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132594355646759,0,0,0,0.00402277161068287,-0.189290934373332,0,0,0.133840353135391,0.402676223083518,0,0,-0.154440680333764,0,0.251082527116129,0,0,0,0.298087886245101,0,0,0,0,0,0,0.554977327718883,0,0.074470136396126,-0.00241130493409475,-0.00971620169366792,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,-0.0924254401198261,0,0,0,0,0,0,-0.218193387863631,0,0,0,0,0.380929727610229,0,0,0,0,0.443973751168253,0,0,0,-0.0979549501728346,0,0,0,0,0.669401965466177,0,0,0,0,0,0.0340684931593117,0,0,0,0.192678787915879,0,0,0,0,0,0.0665261309214183,0,0,0,0,0.0485921824943456,0.128283443018852,0
