,X600519.SH,X002415.SZ,X600104.SH,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X002236.SZ,X600741.SH,X000338.SZ,X600031.SH,X002008.SZ,X300003.SZ,X601877.SH,X002456.SZ,X000625.SZ,X300124.SZ,X600487.SH,X600809.SH,X600066.SH,X600271.SH,X000100.SZ,X002241.SZ,X600867.SH,X002294.SZ,X600566.SH,X000981.SZ,X300136.SZ,X600522.SH,X002508.SZ,X000050.SZ,X002179.SZ,X000157.SZ,X600089.SH,X600177.SH,X300142.SZ,X000661.SZ,X000596.SZ,X600498.SH,X000977.SZ,X002180.SZ,X600707.SH,X600118.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.371855262463981,0.0504856270208054,0,0.13528206448211,0,0,0.0480691618078887,0,0,0,0.0411915966834561,0,0,0,0,0.124511240451086,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425803769076496,0.0207818725066044,0,0,0,0,0,0,0,0,0,0,0,-0.0313623627580024,0,0,0,0,0.0306790062323686,-0.000746519745600032,0,0,0,0,0,0
X002415.SZ,0.0283911579444538,0,0,0,0,0.0765014760539411,0,0,0,0.256630004686993,0,0,0,0.255402904950089,0,0,0.0359404297466999,0,0.0250073219849135,0,0,0,0,0.261441656655636,0,0,-0.012388646251439,0,0,0,0,0,0,0.102526162423001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142659415588075,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0100040772609969,0,0,0,0.263284177163259,0,0,0,0,0.0998592567658778,-0.0802239710918534,0,0,0,0,0,0,0,0,0,-0.152122970360053,0,0,0,0,0,0,-0.16813639189799,0,0,0,0.10976143419662,0,-0.0786232792889606,0,0,0,0.119351534803405,0,0,0,-0.035245291209082,-0.00452383257647085,0,0.234717956162421,0,0,0,0
X000651.SZ,0,0,0,0,0.329939285301711,0,0,0.00254349695431163,0,0.269962765649094,0,0,0,0,0,0,0.0029079897434537,0,0,0,0,0,0.0383158900645661,0,0,0,0,0,0,0,0,0,0,-0.014832437962898,0,0.121784656998375,0,0,0,0,0,0.108430154409271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0544636867162289,0,0,0.15704700872913,0,0,0,0,0,0,0,0.69354803439009,0,0.0463609498935251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239173618330279,0,0,-0.00243483511062218,-0.0203707002472736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.118512878151615,0,0,0,0,0,0,0,0.157537949836395,0,0,0,0,0.0384056740929604,0,0,0,0.0123798706099304,0,0,0,0,0.242812189543538,0.103574403888307,0,0,0,0,0.0459496447322824,0,0,0,0,0,0.0154222043744349,0,0,0,0,0,0,0.0446085222578871,0,0,0,0,0,0,0,0,-0.0159642299374414,-0.00342361417743149,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.235269120143671,0.0288420173393682,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340586708840565,0,0,0,0,0.207620277888069,0.109964967744037,0,0,0,-0.00621069613859529,0,0,0,0,0,0,0.574913906157975,0,0,0.153264245124426,0.0819426260301876,0,0,0,0,0,0,0,0,0.012461230329502,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0741712762072519,0.0620474789806224,-0.0407693215243912,0,0,0,0.0920780429296137,0.323915549884784,0.0483779037036963,0,0.2055499246356,0,0,0,0,0,0,0,0,-0.0914266067661863,0,0,-0.0652353404546663,0,0,0,0,0,0,0,0,0.285290155745935,0,0,0,0,0,0,0,0.0316417413346967,0,0,0,0,0,0,0,0,-0.0303840305772982,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.362465833363901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161285850786622,0,0,0.0688999631647392,0.144238654467798,0,0,0,0.0813900077490556,0,0,0,0,0,0,0,0,0,0,0,0.330929562202847,0.240619475313116,0,0,0,0.161339346973553,0,0,0.0400354189444494,0.0327387535171344,0,0,0,0,0,0
X600690.SH,0,0,0,0.185636516038971,0.359644648301914,0,0.0017681674783055,0.190478060057235,0,0,0,0,0,0,0,0,-0.0510061645459529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403421322396154,0,-0.0946729661608539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X600703.SH,0,0.0657405573518775,0,0,0,0,0,0,0,0,0,-0.0677593923136263,0.224639462806917,0.343203046795034,0,-0.0220468829860829,0,0,0.366188772572502,0.207136026816601,0,0,0,0.0603977978094816,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.178531299705548,0,0,0,0,0,0,0,0,0,0.0851951816852867,0,0,0,0,0,0,-0.0154861939061173,1.73472347597681e-18,0,0,0,0,0,0
X000568.SZ,0,0,0,0.112697940070627,0.409149377806287,0,0,0.0648366635487657,0,0,0,0,0,-0.0262317271422931,0,0.230607292318712,0,0,0,0,0,0,0,0,0.099508141500583,0,0,0,0,0.0860878233559393,0,-0.00625867543903133,0,0,0,0,0.0298290988498837,0,0,0,0,0,0,0.16662953566102,0,0,0,0,0,0,0,0.00426312242250207,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0133996662600885,0,0,0,0,0,0.0173800236303731,0,0,0,0,0,0.14848200321777,0.313506364543493,0,0,0,-0.00287784433584925,0,0,0,0,-0.0226630643340927,0,0.0454539144465707,0,0.0459857792933073,0,0,0,0,0,0,0,0.037840075751356,0.0498305264980671,0,0,0.0114477471770188,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0.538668064964841,0,0,0.421482575159072,0.118468990335806,0,0,0,0,0,0,0,0,0,0,0,0.316885379282195,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.102222454332275,0.111136110369888,0,0,0,0,0,0,0,0,0,0,0,0.0971965028409878,0,0,0,0,0,0,-0.0373890278529316,0,0,0,0,0,0
