,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X600271.SH,X300124.SZ,X000157.SZ,X600177.SH,X600522.SH,X600372.SH,X002085.SZ,X600089.SH,X002007.SZ,X002508.SZ,X000066.SZ,X600699.SH,X000981.SZ,X300136.SZ,X300003.SZ,X600867.SH,X002294.SZ,X002074.SZ,X600487.SH,X000559.SZ,X002292.SZ,X002180.SZ,X002008.SZ,X600498.SH,X600809.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0107389033165251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438258153270682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029630016739628,0.0182589798661944,0,0,0,0,0.119204167152741,0.161419658628303,0,-0.0138233684150848,0.00593394107859555,0,0,0,0,0,0
X600104.SH,0,0,-0.0786971961508601,0,0,0,0,0,0,0.024075319520817,0,0,0,0,0.513445158671641,0,0,-0.0703374191369911,0,0,0,0,0,0,0,0,0,0,-0.124139998409651,0,0,0,0,0.0969833934047578,-0.153714374694796,0,0,0,0,0,0,0,0,0,0,0,-0.00805985897202915,0,0,0,0,-0.0232744146425638,0.00874226737962671,0,0,0,0,0,0
X002415.SZ,0,0,0,0.177669513860386,0,0,0,0,0,0,0,0.0293333031386203,0,-0.0220639860470855,0,0.104721848935845,0,0.160459240206497,0,0.220877137338335,0,0,0,0,0.0906142521035062,0,0,0,0,0,0,0.0494324784586826,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.294138519656502,0.0405053280334479,0,0,-0.00358949631343014,0.00440938348373552,0,0,0,0,0,0
X000651.SZ,0,0.0184070772156949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015302532094393,0,0.0450284284223956,0,0,0,0,0,0,0.158681612970885,0,0,0,0,0,-0.00212124639733754,0,-0.0917168279445459,0,0,0,1.73472347597681e-18,0,0,0,0,0.444140573137501,0.00850028774827617,0,0,0,0.136684719850513,0,-0.0847990698051753,0,0.00451973256941774,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0902736883130085,0,0,0,0,0.394481589780294,0,0,0,0,0.113991825789521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559697571614457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679452342505647,0,0,0.00302742595290543,0,0,0,0,0,0
X002304.SZ,0,0.115086610694566,0,0.164640035593927,0,0,0,0.00284924230487909,0,0.0290532256110509,0,0,0,0.100124951666716,0.145242942330775,0,0,0,0,0,0.0842510291003609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293424849242728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113523954604622,0,-0.0810582385558582,-0.0058989381509522,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0493147818532505,0,-0.00570082727392878,0,0.216903823442939,0,0,-0.0451079065255314,0,0,-0.05748246754112,-0.074483843834597,0,0,0,0.0120066437163126,0,0,0,0,0,0,0,0,0,0,0,0.0497145043973031,0,0,0,0,0,0,0.0684764554205161,0,0,0,0,0,0,0.01396200233381,0,-0.108478649616936,0.0106924792219834,0.00373863095326891,0,0,0,0,0,0
X000725.SZ,0,0,0,0.210084492249367,0,0,0,0,0,0.0258277436899507,0,0,0,0.10572294929299,0,0,-0.576366534600603,0,0,0,0.166845103621568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183462723127158,0,0,0,0,0,0.231169192099447,-0.0574138177105577,0.0163042817647766,0,0,0,0,0,0
X000625.SZ,0,0.313111976093477,0,0,0,0,0,0.0794287909642954,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.267738755325517,0.098511623724711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722742856272357,0,0,0,0,0,0,0.0168603898109386,-0.00982884191575683,0,0,0,0,0,0
X000063.SZ,0,0,0,0.377422361952062,0,0,0,0,-0.0436847663536529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.369578582670794,0,0,0,0,0,0,0,0.129250982417226,0,0,0,0,0,0,0,0,0,0.0542781249932807,0,0,0,0,0,0,0,0,-0.0150230331383444,0.0103826029540897,0,0,0,0,0,0
