,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X600276.SH,X600372.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X002475.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X000559.SZ,X601877.SH,X600066.SH,X000568.SZ,X000550.SZ,X002129.SZ,X600271.SH,X002456.SZ,X002294.SZ,X600435.SH,X002292.SZ,X300003.SZ,X000400.SZ,X300124.SZ,X000869.SZ,X002038.SZ,X000800.SZ,X600839.SH,X000977.SZ,X002049.SZ,X600566.SH,X002008.SZ,X000623.SZ,X600177.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0837960850160209,0,0.0331359648664758,0,0,0.0042151636638403,0,0.103930335401372,0,0,0,0,0,0.366591190558208,0.0108853990230442,0,0,0,0,0,0,0.0525851291890225,0,0,0,0.106202965043205,0.0136365936552827,0,0,0,0.00940985084903085,0,0,0.0272003761595796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427668926103165,0,0,0,0,0,0,0
X600519.SH,0.150566186205632,0,0,0,0.0451691426321235,0.237173011604091,0,0.135088251026695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355994758349964,0,0,0,0,0,0,0,0,0,-0.0831245280700422,0,0,-0.0151979818409585,0,-0.0197921016741808,0,0,0,-0.0108698955449807,0,0,0,0,0,0,0,0,-0.0126176263987342,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090024421940521,0,-0.0016118808752083,0,0,0,0,0,0.119012908660363,0,0,0,0,0.0408917335990061,0,0,0,0,0,0,0.1100124504953,0,0,0.0223023301748168,0,0,0,0,0,0,0.0285088845699186,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.197541770694383,0,0,0,0,0,0.210154975138488,0,0,0,0,0,0,0,0,0,0,0,-0.00751461637690835,0,-0.0422468560169903,0,0,0.231154838689375,0,0,0,0,0,0,0.0525469779153265,0,0,0,0,0,0,0,0,-0.0352419237707647,0,-0.00656475696013607,0,0,0,0,0,0.00556447931038274,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.111520585114969,0,0,0,0,0,0,0,0,0,0.466555961056817,0,0,0,0,0,0.0127100232011057,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.10665273923657,0,0,0,0,0,0,0,0,0,0,0,0.0345607462223083,0,-0.0651797080659484,0.103218093772165,0,0,0,0,0,0
X002304.SZ,0,0.0708900056646188,0,0.0772061232140469,0,0,0,0.248104903285344,0,0,0,0,0,0,0,0,0,0.12110956081141,0,0,0,0,0,-0.102396538778394,0,0,0,0,0.127869669389549,0,0,0,0,0,-0.0170323330791569,0.155075136033638,0,0,0,0.0967319837294518,0,0,0,0,0,-0.0495497759297246,0,0,0,0,0,-0.00275852121035527,0,0,0,0,0,0,0
X000625.SZ,0.469831403286575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235334282733489,0,0,0,0,-0.0200975199799789,0,0,0.0709069283009279,0.0368256587201391,0,0.134207926499871,0,0,0,0,0,0,0,0,0,0.0392063178530633,0,0,0,0.00131639309230318,0,0,0,-0.0706703846673215,0,0.0375025188910797,0,0,0,-0.0115202830173831,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0416578831783046,0,0,8.67361737988404e-19,0,0,0,0,0.182323979734997,0,0,-0.092680678452664,0,0,-0.0653410945996006,0,0,0,0,0.108918647689464,0,0,0,0,0,0,0,0.116202407989095,0,0.0637964364088172,0.316890952296792,0,0,0,0,0,0,0,0,0,0,0,0.0013454831818787,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030942150626716,0,0,0.00816030867324768,0.0243629036717439,0,0,0,0,0.119525603906415,0.0316522498285047,0,0,0,0,0,0.0204584001324358,0,0,0,0,0,0,0,0,0,-0.0911223161380241,-0.0489529913004834,0,0,0,0,0,0.0824094435760897,0,0.0172964716852533,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124668001924825,0,0,0,0.0155449852173605,0,0,0,0,0,0,0.0810360886685204,0,0,0,0,0,0.232771166308996,0.333124245440019,0,0,0,0,0,0,0.0252924622473111,0,0,0,0,0,0.0364961518400846,0,0,0,0,0,0,-0.00916660391513251,0.0675364832028553,0,0,0,0,0,0
