,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X003816.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X300124.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X002179.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002463.SZ,X002241.SZ,X600089.SH,X000157.SZ,X600372.SH,X002028.SZ,X600584.SH,X600066.SH,X600703.SH,X600741.SH,X000977.SZ,X600418.SH,X002236.SZ,X600522.SH,X600183.SH,X601877.SH,X002049.SZ,X000921.SZ,X601799.SH,X000800.SZ,X600487.SH,X002180.SZ,X002294.SZ,X002074.SZ,X000661.SZ,X002129.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0184428787722762,0,0,0,0,0,0,0.145398024157962,0.227210118673074,0,0,0,0,0,0,0,0,0,0,0.0616532076894101,0,0,0,0.00555344907801673,0,0,0,0,0.101268860745822,-0.0797801523094467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223800005036103,-0.108443008225095,0,0,0,0,0,0
X000858.SZ,0.217096114893747,0,0,0,0,0,0,0,0.25155590026207,0,0,0,0,0,0,0,0,0,0,0.0746528401887549,0.215139013044096,0,0,-0.116172345809163,0,0,0,0,0,0,0,0,0,0,-0.0255080005707323,0,0,0,0,0,0.0412738477483334,0,0,0,0,0,0,0,0,0.118167978130045,0,0.0276634743339925,0.0225430472878314,0,0,0,-0.0366573416427162,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065692942659473,0,0,0,0,-0.0812933571152413,0,0,0,0.0864543201583573,0.474096405576769,0,0,0,0.0157709849657822,0.234069203815907,0,0,0,0.0251330919119377,0.0315095576074923,0,0.126361089078952,0,0,0,0,0,0,0.0525303822511948,0,0,0,0,0,0,0,-0.0639746067531057,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00880530880976511,0,0,0,0,0,0,0,-0.0740417880120782,0.302807684070157,0,0.239893383488825,0.0440528107191946,0,0,0,-0.0376730081638771,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.310630563594409,0,0,0,0,0.0627683252494565,0,0,0,0,0,0,0.100409419475423,0,0,0,0.0838806358906585,0.0147402423019537,0,0,0,0,0,0,0,0,0,0,0,0,0.0574542491333471,0,0.021822009887429,0,0.266174877771037,0,0,0,0,0,0,0,0,0,0,0,0.00273820645959459,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.16011703782917,0,0.0197066669525109,0,0,0,0,0,0,0.122893688146989,0,0.0521023768106925,0,0,0,0,0.0326279483928976,0,0,0.012556217992143,0,0,-0.0522259244168567,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.227626762127742,0,0.106341288735889,0,0,0,0,0,0,0.0106030266380449,0,0,0.0282106541049532,0,0.0275326856417499,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0287601677083761,0,0,0,0,0.0205859378525924,0,0,0,0.118038246072344,0,0,0,0,0,0,0,0,0,0,0,0.0289584517679636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185518097541682,0,0,0,0,0,0,0,0,0,0,-0.0184679669445466,0,0.10893450643797,0,0,-1.0842021724855e-19,0,0
X003816.SZ,0,0,0.108059902232732,0,0,0,0,0,0,0,0,0,0,0,0,0.0573250277014599,0,0,0.04764624429146,0,0,0,-0.295564090391794,0,0,0,0,0,-0.289394068345218,0,0,0,-0.230064735551115,0,-0.179508780954693,0,0,0,0,0,-0.00971653389741415,0,0.0565018041055304,0,0,0,0,0,-0.0661447337808777,0,0,0.0195078569629618,-0.054775761147043,0.280925569014019,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.288197852057911,0,0,0,0,0,0,0,0,0,0,0.522338735773121,0,0,0,0,0,0,0.16459161921113,0,-0.0138423728465677,0.0412915778953681,0,0,-0.0260707532192031,0.0104335897447408,0,0,0,0,0,-0.0848861622456832,0,0,-0.12437999903226,0,0,0,0,-0.0390362103854175,0,0,-0.0206531726922708,0,0,0,0,-0.00351927178011678,0,0
X000568.SZ,0.266536332800994,0.125578341912129,0,0,0,0,0,0,0.338396883574396,0,0,0,0,0,0,0,0,0,0,0,0.246148129991847,-0.0700222859193216,0,0,0,0,0,0.0343438084072149,0,0.0918122678402948,0.0327993917805972,-0.028865028219621,0,0,0,0,0,-0.0794522559337413,0,0,0,0,0,-0.114062214693932,0,0,0,0,0,0,0,-0.0506140519611742,-0.00359462748214265,-0.0722012777681868,0,0,-0.0264805732802224,0,0
