,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000596.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000625.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X002180.SZ,X600089.SH,X000661.SZ,X000100.SZ,X300142.SZ,X000733.SZ,X002241.SZ,X601877.SH,X600741.SH,X002074.SZ,X600702.SH,X600522.SH,X600460.SH,X000157.SZ,X000799.SZ,X600779.SH,X300003.SZ,X600584.SH,X600884.SH,X601799.SH,X300146.SZ,X002007.SZ,X600487.SH,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.14906259092018,0.151792978209402,0,0.122235752583699,0,0,0.0399501544032849,0,0.109764506432146,0,0,0,0,0,0,0,0,0,0,0,-0.0171470644829695,0,0,0.0072687076335005,0,0,0,0,0,-0.1052226132413,0,0,0,0,0.0862906043545962,0,0,0,0.0217466689898864,0.082518767674988,0,0,0,0,0,0,0,0,0,0,-0.0272634643206729,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.54555383338226,0,0,0,0,-0.0263924847551853,0,0,0,0,0.0744581188649685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0628425843068534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665118469876799,0,0,0.0351361791331798,0,0,-0.017855865450408,-0.0230201518747353,0,0,0,0,0,0
X600809.SH,0.248205110160073,0,0,0,0.546488769576751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0818725050331582,0,0,0,0,0,0,0,0.0112311497523089,-0.00249234630551684,0,0,0,0,0.00864197553663311,0,0,0,0,0.130518907214803,0,0,0,0,0,0,0,-0.0289354405980822,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.00810575494161737,0,0.0943811930427934,0,0,0,0,0,0,0,0,0,0,0,0.0444988931341807,0,0,0,0,0,0.0660897329818536,0,0,0,0,0,0,0.0567751978235146,0,0,0,0,0,0.14453076804061,0,0.0487033397651184,0,0,0,0.00862773505573084,0.109267428374583,0,0.172126061719232,0,0,0.0594830761577472,0,-0.00931397252282962,-0.0181577860224096,0,0,0,0,0,0
X000568.SZ,0.558746519275609,0.10364669604391,0.378666492158375,0,0,0,0,0,0,0,0,0,0,0.293260857943173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147277146967365,0,0,0,0.0216742355648549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0095703961930359,0.054729149599359,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.493220833703662,0,0,0,0.125907199747178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386168350210929,0,0,0,0,0,0.0279993237494387,-0.0714373232342029,0,0,0,0,0,0,0,0.0136595895678718,0.0986291212315196,0,-0.0182825622008229,0,0,0,-0.00671697463662425,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104855555995122,0,0,0,0.0272973802813445,0,0.203859442648942,0,0.0242574873699369,0.0141039962877046,0,-0.217662208242617,0.16988280118136,0,0,-0.164837815149569,3.46944695195361e-18,0,0,0.155388302411552,0,0,0,0,0,0,0,0,0,0,0.00743950822366536,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.227018353239941,0,0,0,0,-0.0849363517497263,0.264827742012108,0,0,0,0.231065134456087,0,0,0,0,0,0,0,0,0,0,-0.0187833941814881,0,0,0.0647168080547305,0,0,0,0,0,0,0,0.0213351710291689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218554303930513,-0.00235019381964235,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0388413137457079,0,0,0,0,0,0,0,0,0.0678110022883801,0,0.183570709572255,0,0,0,0,0,0,0,0,0,0,0.190384028698334,0,0,0.0487043447246447,0,0,0,0,0,0.0240278173030159,0,0,0.00947417158140474,0.021400231750101,0,0,0,0,0,0,-0.00582040348658505,-0.00295878544221688,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0510882324005151,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0779346418593221,0,0,0,0,0.117574272678214,0,0,0,0,0,0.0502717869827424,0,0,0.848683033182035,0,0,0,0,0,0,0,0.00170545029325421,0.0660176884292102,-0.116911972043328,0,0,0,0,0
X000651.SZ,0,0.112920655479047,-0.0652086586177222,0,0,0,0,0.146937317261062,0,-0.0146088125289324,0,0,0,0,0.190589866446487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708365069698749,0,0,0,-0.056623979021456,0.179025949942161,0,0,0,0,0,0,0,0,0,0,0.0847108374911148,0,0,0,0,-0.0262533421951852,0.00965710540623406,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0950637748233909,0,0,0,0,0,0,0,0,0,0,-0.0720764699860935,0,0.126600187105363,0,0,0,0.0114279133100733,0,0,0,0,0,0.172142592373452,0,0,0.0510499618752271,0,0,0,0,0,0,0,0.0555838615964353,0.0678937514725956,0.146211791227284,0,0,0,0,0,0.00558553989243008,0,0,0,0,0,0,0
X600104.SH,0.0136342463756901,0,0,-1.73472347597681e-18,0,0,0,0.0925465553058852,0.00874680540029498,0.00301629908549934,0,0,0,0,0.135423851673952,0,0,0,1.73472347597681e-18,0.0579463696040381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.020545710630797,0,0,0,0,-0.00254627454975235,0,0,0,0,0,0,0
X000596.SZ,0,0,0.651054644199734,0,0,0,0,0,0,0,0,-0.469657833724501,0,0,0,0,0,0.14510111112587,0,0,-0.154480420036029,-0.130185362562911,0,0,0,0,0,-0.109496596183585,0,0,0,0,0,0,0.0255146655565196,0,0,0,0,0,0,-0.112498706510781,0,0,0,0,0,0,0,0,0,-0.0145903839000686,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.06877752957688,0,0,0.177906193609019,0,0,0,0,0,0.320698814046188,0,0,0,0,0.013608504732494,0,0,0,0,0,0,0.0674918391547453,-0.0700230662742373,0,0,0,0,0,0,0.08146028712334,0.0149477568813969,0.214899237123844,0,0,0,0,0,0.00597765604016502,0.127784608557015,0.124255152576875,-0.0585289601217916,0,0,0,0,0.00800374546041055,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120425645315383,0,0,0.0470285893091411,-0.122887290682066,0,0,0,0,0,0,0,0.105538570820749,0,0,-0.0314616610459849,0,0,0,0,0,0,0,0.0670815912842429,0,0,0,0,-0.0313094053390776,0,0,-0.0337524811813439,0.0508072976254201,0,0,-0.00451001359531262,-0.0116518848910242,0,0,0,0,0,0
