,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X000559.SZ,X600031.SH,X002241.SZ,X600271.SH,X000100.SZ,X002292.SZ,X600372.SH,X600066.SH,X002475.SZ,X000157.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600089.SH,X300124.SZ,X002049.SZ,X002465.SZ,X600177.SH,X002506.SZ,X000568.SZ,X000547.SZ,X002074.SZ,X002129.SZ,X300003.SZ,X600582.SH,X600839.SH,X002294.SZ,X300001.SZ,X002276.SZ,X002456.SZ,X002498.SZ,X600498.SH,X000977.SZ,X600867.SH,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.266341018792352,0,0,0,0,0,0.00112454748169687,0,0,0,0,0,0,0,0,0.062407604758626,0,0.0696087044116028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530469088126094,0.0448957430750731,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.118942316267101,0,0,0.244146283180895,0.289090030459616,0.0669515653014508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00846037196054059,0,0,0,-0.0151723854976082,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795699583735963,0,0,0.0758697934531921,0,0,0.160750953132313,0,0,0,0,0,0.0850510828878213,0,0,0,0.021701685629017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125639536712064,0,0,0,-0.00484334098118081,-0.0119043231713556,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.185821907442314,0,0,0,0,0,0,0,0,0,0,0.148377177842281,0,0,0,0,0,0,0,0,0,0,0.0298603437923601,0,0,0.0180041328384013,0.0516470139092395,0,0.0671080366456716,0,0,0.0867574409941717,0,0,0.0996997928594884,0,0,0,0.0689856450507853,0,0,0,0,-0.0074287433070773,-1.0842021724855e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927615262335666,0,0,0,0,0,0,0,0,0,0,0,0.0937158814413429,0,0.00668813557690011,0.0504304505371476,0,0,0,0,0,0.00681163933309253,0,0,0,0.0391427677013428,0.0217903721938385,0,0,0,0.0971284233058152,0,0,0,-0.0830891617761068,0,0,0,0,0,0,0
X600276.SH,0,0.0287188517062268,0,0,0,0,0.0617868547610682,0,0,0.273412719206148,0,0,0,0,0,-0.171456110537811,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.146975381136426,-0.039442475101392,0,0,-0.0035700692998368,-0.0199068002284599,0,0,0,0.108319273763017,0,0,0,0,0.131758742497673,0,0,0,0,-0.0645441030763289,0.0600194024333138,0,0,0,0,0,0
X002304.SZ,0,0.108933341000205,0,0,0,0,0,0,0,0,0,0,0.0924072704278878,0,0,0,0,0,0.023622963120869,0.0105686682373497,0,0,0,0.244301993530709,0.216345805421094,0,0,0,0,0,0,0.0284164484431284,0.0492279867201796,0,0,0,0.0962384475775566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718546592434715,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0222709359256335,0,0,0,0,0,0,0,0,0,0,-0.0307701855186276,0,0.02313311800862,0,0,0,0,0,-0.0816106533142586,0,0,0,0,0,0,0.000683132219593933,0,0.0558608921091831,0.0418663629117332,0,0,0,0,0,0,0,0,0,0,-0.00492616824106922,0,0,0,0.0144058885894074,0.013385853552293,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.257766293789163,0.0417954101113901,0.0852837765412868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834935150587879,0.159786545074615,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0186181622245776,0.0798083748101134,0,0,0,-0.0217894052891861,0.00763887153695128,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328142757226751,0,0,0,0,0,0.0128374849315335,0,0.165549038941606,0,0.154270478895909,0,0,0,0,0,0,0.00600000826853689,0,0,0.0986194682874209,0,0.0818292489650482,0,0,0,0,0.0299917104605295,0,0,0,0,0,0,0,0,-0.0331430289297497,0,0,0,0,0,0,0
X600690.SH,0,0.0378213093152742,0,0,0,0,0,0,0.0122895341826757,0.00893353568328741,0,0,0,0,0,0,0.103499465340154,0,0,0,0,0.124621529641921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11297578182724,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0982245996367658,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0668004478750787,0,0,0,0,0.0678277130069873,0,0,0,0,0,0,0,0,0,0,0,0,0.233665342241814,0,0,0,0.0984322489907205,0,0,0,0,0,0,0,0,0,0,0,0.148921506262539,0,0,0,0,0,0,-0.0330600739074864,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454940669733656,0,0,0,0.151672737737947,0.0511409910784221,0,0,0,0,0,0,0.0758840115136056,0,0,0.0283066787861122,0,0,0,0.155234645020102,0,0.0561492242642508,0,0,0,0,3.46944695195361e-18,0.0754846422615678,0,0,0,0.171239172086935,0,0,0,-0.0326080835628129,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163554149759745,0,0,0,0,0,0,0,0,0,0,0,0.078264563526475,0,0,0,0.0488185150491511,0,4.33680868994202e-19,0.132769606374062,0.00969975282170648,0,0,0,0,0.182725065800482,0,0,0,0.0292854768127847,0.123043431130862,0,0,0,-0.0307766883022089,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0463719662220626,0,0,0,0,0,0,0,0,0,0.398291837134289,0,0,0,0,0,0,0.0375000186668503,0,0.0333869231144228,0,0,0.0322983029163722,0.0777140757521939,0,0,0.0158551176266062,0,0,0,0,0,0,0.0172246513608406,0,0,0,-0.0464149918235345,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165438617458988,0.0223547092114943,0,0,1.73472347597681e-18,0,0,0,0,0.0724452416722451,0,0,0,0,0,0.355107765444838,0,0,0.16724397929028,0,0,0,-0.0221276208273555,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039368992549458,0,0,0,0,0,0.085423536149808,0,0,0,0,0,0,0,0,0.14763129419511,0.237551597189126,0,0,0,0,0,0.101222639072123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0565588511617313,0.0487942057437298,0,0.0779283739176004,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0428213871412943,0,0,0,0,0,0.219028694721095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475872702645378,0.0332425705013592,0.0203035007739878,0,0,0,0,0.0275507131126829,0,0,0,0,0,0.146088160232667,0,0,0,0,0,0,-0.0647440597155934,0,0,0,0,0,0,0
