,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X002049.SZ,X600372.SH,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X002007.SZ,X000800.SZ,X002074.SZ,X600183.SH,X002463.SZ,X601799.SH,X600418.SH,X000733.SZ,X300142.SZ,X002180.SZ,X000066.SZ,X002456.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.146007440247909,0,0.345516593471849,0,0,0.0168141944353494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311920639522579,0,0,0,0,0,0,0,0,0,0,0,0.00331282151250451,0,0,0,0,0.0680585213863958,0,0,0.028151297170718,0,0,0,0,0,0,0,0,0,0,0.0247903738046164,0,0,0,0,0
X000858.SZ,0.215045508814813,0,0,0,0,0,0,0,0,0,0,0,0.161557874923258,0,0,0.288168851512107,0,0,0,0,0,0,0.0364163194197036,0,0,0,0,-0.0481778196957076,0,0,0.0486651899851149,0,0,0,0.000442551120446099,0,0,0,0,0,0,0,-0.182933506358711,0,0,0,0.0840486633323092,0,0,0,0,-0.00405614161005685,-0.00287597384001018,0,0,0,0,0,0
X002415.SZ,0.026022992056097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176215575751022,0,0,0,0,0,0,0.0471309540783172,0,0,0.124559710470518,0,0,0,0,0,0,0,0.104612309330265,0,0,0,0,0,0,0.034338937776778,0,0.0147558722399873,0,-0.0361669321306941,0,0,0,0,0.103521127400017,0.000844781135303418,0,0,0,0,-0.0880177070096648,0,0
X000568.SZ,0.381170508091847,0,0,0,0,0.370316052953711,0,0,0,0,0,0,0,0,0.048546653369756,0.200456560280009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041474985698379,0,0,0,0,0,0,-0.0457601537335663,0,0,0,0.0139570652107799,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0.285261859117465,0,0,0,0,0,0,0,0,-0.0268186327825781,3.46944695195361e-18,-0.00917756999704334,0,0,0,0,0,0,0,0,0,0,0.030789398680421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666395830893723,0,0,0.000415077697864095,0,0,0,0,0,0,0
X600809.SH,0.234273105044325,0,0,0.347756486713432,0,0,0.0134389037728137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511068915695741,0,0,0,0,0.105072164027743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639971139743317,0,0,0.0249810715052763,-0.0499431310851638,0,0,0,0,0,0
X002475.SZ,0,0,0,0.120037530602848,0.0711805449244763,0.0592322931348656,0,0,0,0,0,0,0,0,0,0,0,0.115481112268749,0,0,0,0,0,0,0,0,0,0,0,0,0.0362954342993931,0,0,0,0,0,0,0,0,0,0,0.320885611480958,0,0.0102577427021635,0,0,0.0476472982358714,0,0.0910792922190202,0,0,-0.0602932596496374,0.0585131654997594,0,0,0,-0.304647924961614,0,0
X600690.SH,0.0260572150011935,0,0,0,0,0.00863888197743896,0,0,0.0240557635960893,0,0,0,0.041288043844057,0,0,0.1354451926451,0,0,0.182923874206459,0,0,0,0,0,0,0,0,0,0,0.0047220785151127,0.00914434033731245,0,0,0,-0.032465242034655,0,0,0,0,0,0.0734546956792801,0.0690635441741424,0,0,0,0,0,0,0,0,0,0.00732209634943286,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.260914815525815,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0544346782086925,0,0,0,0,0,0,0,0,-0.0603286396380835,0,0,0,0,0.0565830105061906,0,0,0,0.08430631686094,0,0,0,0,0,0.0208983980854586,0,0,0.023630751472863,0,-0.100763644780786,-0.0378436772458929,0,0,0.0369381014481401,-0.0746064168243167,0.162536595104586,0,0,0,0,0
X002304.SZ,0,0.00368418531445533,0,0.111937523010232,0,0.210499095356403,0,0,0,0,0,0,0.10368398198719,0,0,0,0,0.0945809960462455,0,0,0.149555124691988,0,0,0,0,0,0,0.0093861012547487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016776223017878,0,0,0,0,0,0,-0.0650460958097964,0,0,4.33680868994202e-19,-0.0130214807460043,-0.095403311466912,0,0,0,0,0
X600104.SH,0.0614929790383485,0,0,0,0,0,0,0.183358335223598,0,0,0,0.0545536344445698,0.0921750800335668,0,0,0,0,0,0.183410681777801,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,-0.108534729890972,0.0746143501354197,0.0294404035033925,0,0,0,0,0.016485818778404,0.099555154695839,0,0,0,0.0398550734419227,-0.0209050146817748,0,0,0,0.00775184931801423,0,1.0842021724855e-19,0.00185190857582837,0,-0.0132931998313267,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.114892743901018,0,0,0,0,0.00859533650628302,0,0,0,0,0.252035118449765,0,0,0,0,0,0,0,0,0,0,0,0,0.112744977145142,0,0,0,0,0,0,-0.0166695955693174,0,0,0,0,0,0,0,0.120339961979794,0,-0.0975188649980632,0,0,-0.0208830122165852,0.0532732291686131,0.106445170097157,0,0,0,0,0
X000625.SZ,0,0.110342406912401,0,0,0.0223739195825589,0,0,0,0,0,0,0,0,-0.104025303327213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457241460556978,0,0.332777868679034,0.029887238167197,0.619183360928728,0,0,0,0,0,0,0,0.354367766304772,0,0,0,0,-0.00832469188202225,0,0,0,0.00147663416947508,-0.235619838306046,0,0,0,0,0
X000725.SZ,-0.109783511396123,0,0,0,-0.0352688299147992,0,0,0,0,0,0,0,0,0,0,0,0.13733021721043,0,0,0,0,0.240997767443268,0.406693252480775,0,0,0,0,0,0,0,0,0,0.165236638318151,0,0,0,0,0,0,0,0,0.0327145425966562,0,0,0,0,0,0.0682577203268022,0.0496234914739136,0,0,0,0.0189974299729732,0,0,0,-0.027236344132517,0,0
