,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X002371.SZ,X000596.SZ,X000625.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X000157.SZ,X601877.SH,X002241.SZ,X600584.SH,X000661.SZ,X600522.SH,X002180.SZ,X600702.SH,X002074.SZ,X000733.SZ,X300142.SZ,X002463.SZ,X002007.SZ,X000800.SZ,X601799.SH,X000066.SZ,X600460.SH,X002028.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.375640641229634,0,0,0,0.0244885109337662,0,0,0,0.0682520949942488,0.0109285463529007,-0.0286535186955799,0,0,0,0,0,0,0,0.012625406125988,0.0279089725882438,0,0,0,0,0,0,0,-0.000221267885206133,-0.00605311079113325,0,0,0,0,0,0,0,0,0.117655227597652,0,0,0,-0.0386020563609283,0,0,0,0,0,0,0,0,-0.00614042907132164,0,0,0,0,0,0,0
X000858.SZ,0.10141330641975,0,0.620920497991116,0,0,0,0,0.00506530750536047,0,0.154814512298221,0,0,0,0,0,0,0,0.0142330709396466,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.00520653756139172,0,0,0,0,0,0,0,0,0,0,0,0.022923183018171,0,0,0,0,0,0.0210375471053684,0.0949500456238002,0,0,-0.000560183295811491,0,0,0,0,0,0,0
X000568.SZ,0.504807970398084,0.232747127019296,0,0,0,0,0,0,0,0,-0.0281992814383905,0,0,0,0,0.0381015034821187,0.132321697124385,0,0,0,0,0,0.0296538767130154,0,0,0,0,0,-0.0328194873091095,0,0,0,0,0,0,0,0,-0.0320173875257533,0.251060498505333,0,0,0,-4.33680868994202e-19,-0.034587686923692,0,-0.0383680708226438,0,0,-0.097327643618752,0,0,0,0.00729908311767827,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.301614287172968,0,0.00208016790981242,0,0,0,0,-0.0155372407688361,0,0,0,0,0,0,0,0,0,0,0,0.147420255109847,0,0,0,0,0.339104947915542,-0.0257919064330413,0,0,0,0,0,0,-0.349214518309432,0.314320907411563,0,0,0,0,-0.0857631861515391,0,0,0,0,0,0,0,0,0,-0.0388894447192517,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0996733215829186,0,0,0,0,0,0,0,0,0.0852096309344486,0.139026853381597,0,0,0,0,0,0,0,0,0,0,0.0322899554555912,0,0,0,0,0,0,0,-0.0741803792641012,0.281856566397661,0,0,-0.0268991233517667,0,0,0,0,0,0,0,0,0,0.137632901792302,0.0493112780988789,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.155109267308231,0,0,0,-0.0760411436635128,0,-0.347682967182475,0,0,0,0,0,-0.525962815321357,0,0,-0.0223447239271874,0,-0.148385989223008,0.134388212666345,0,0,0,0,0,0.467093820035024,0,0,0,-0.0612681679906205,0,0,0,0,0,0,0,0,0,0,0,-0.0553333790927958,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0727454533395013,0,0,0,0,0,0,0.107123912275102,0,0,0,0,0,0,0,0,0,0,0,0,0.0435304625138228,0,0,0.0480718754222009,0,0.00759682281109932,0,0,0,0,0.522389262806598,0.313622309437876,0,0,0,0.0241458363652578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.215648265764787,0,0,0,0.024842553561126,0,0,0,0,0,0,0,0,0.157659407325825,0,0,0,0.0324268856016219,0,0.0286598207953558,0,0,0,0,0,0,0,0.00505394462778026,0,0,0,0.0497987723439,0,0,0,-0.0853974751279375,0,0,0,0,0,0,0.0491842499335744,0,0,0,0,0,0,0.0826482486578186,-8.67361737988404e-19,-0.0265584172367921,0,0,0,0,0,0
X002304.SZ,0,0.302193360319468,0.276755726056724,0.0064090645429584,0,0,0,0,0,0,0,0,0.0481063670366723,0,0,0,0,0.0648419679650201,0,0.0746444228112133,0,0,0,0,0,0,0,-0.0583362239302237,0.0136635262516828,0,0,0,0,0,0,0,0,0,0.00804727025123683,0,0,0,0.00857900593329908,0,0,0,0,0,0,0,0,0.00967145185459206,0,0,0,0,0,0,0
X000651.SZ,0.00766357984111726,0.0432125469029635,0,0,0,0,0,0.391973061839666,0,0,0,0,0,0,0,0,0,0.0383223603947822,0,0,0,0,0,-0.0194175104124827,0,0,0,0,-0.00819189424910288,-0.0757839146273408,0,0,0,0,0,0,0,0,0,0,0.0821702474509117,0,0,0,0,0,0,0,0,0,0,-0.000311829416019568,0,0,0,0,0,0,0
