,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X600271.SH,X600703.SH,X600118.SH,X600372.SH,X000157.SZ,X000338.SZ,X002129.SZ,X000559.SZ,X600839.SH,X002241.SZ,X600741.SH,X600089.SH,X600177.SH,X600582.SH,X600066.SH,X002292.SZ,X002236.SZ,X002456.SZ,X300124.SZ,X002475.SZ,X600060.SH,X300003.SZ,X000800.SZ,X600198.SH,X002465.SZ,X601877.SH,X000568.SZ,X600435.SH,X300146.SZ,X600166.SH,X002223.SZ,X000977.SZ,X000727.SZ,X000581.SZ,X002008.SZ,X002276.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.00615132399400021,0,0,0,0.0898689453875488,0,0,0,0,0.0564059424604048,0,0,0,0.0950843229574175,0,0,0,0,0.0333377437079853,0,0,0,0,0,0,0,0,0.126694964099675,0,0,0,0,0,0,0,0,0.0194099722845608,0,0,0.0139245772100259,0.0246368453372726,0,0,0,0,0,0
X600104.SH,0.044920617579615,0,0,0,0,0,0,0,0.0153405642483957,0,0,0,0,0.00680381345253758,0,0,0.0638298184178562,0,0,0,0,0,0,0,0,0,0,0,0,0.0221768816279526,0,0,0,0,0,0.0252283559896703,-0.0125771123731872,0,0,0.279483100667777,0,0.0744757718981316,0,0,0,0,0,0,0,0.122490585150767,0,0.00138336909882266,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.089095042106284,0,0,0,0,0.102880963143061,0.104454917504982,0,0,0,0,0,0.072295137256223,0,0,0.0169865071083046,0,0.221043288005087,0,0,0,0,0,0,0,0.0195159327049571,0.0167154511759339,0,0,0,0,0,0,0,0,0,0.10715229299621,0,0.0047325083518637,0.0214945421122157,0,0,0,-0.0120163401761178,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.108430106965961,0,0,0.00517519302828808,0,0,0,0,0.0472710759917257,0.00667940216738204,0,0,0,0,0.0702805289048203,0,0.0102323729561383,0,0,0,0,0,0,0,0,0,0,0,0,0.0424085465756818,0,0,0,0,0,0.00883851161079324,0,0,0,0,0,0,0,0,0,0,0,0,0.00912844185878403,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0600642070651834,0,0,0,0.0330522236554414,0,0.0302624108173902,0,0,0.0383539505541424,0,0,0,0,0,0,0,0,0,0,0,0,0.165348506131418,0,0,0,0,0,0,0,0.100161524584369,0,0,0,0,0,0.144054017510857,0.00417597561092182,0,0,0,0.132252010728623,0,0,-0.0197022369822467,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0695401064107442,0,0,0,0.0577818514516221,0,0,0,0.0262601246568623,0.104409243460598,0,0,0,0,0,0,0,0.0443423851063835,0,0,0,0,0,0.091156542775947,0,0,0,0,0,0,0.311235946326255,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.000147705976288844,-0.00105018120155451,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108199221234558,0,0,0,0,0.0135973692091598,0,0,0,0,0.0369486662827998,0,0,0.00668720550795351,0,0,0,0.0138727287571751,0,0,0,0,0,0,0,0,0,0,0.148245801255966,0,0,0,0,0,0,0.00408558042081637,0,0,0,0,0,0,0
X000063.SZ,0.0743091950707928,0,0,0,0.0827729447608014,0,0,0,0,0,0,0,0,0,0,0,0,0.1124410290348,0,0,0,0,0,0,0.12540595956962,0.191771952492959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012085102863067,0.152291752553133,0,0,0,0.033404833602422,0,0,-0.00601425660433034,0,0,0,0,0,0,0
X000625.SZ,0.039124005421763,0,0,0,0.0254388468707546,0,0,0,0,0,0,0,0,0,0,0,0.0512455852999176,0,0.0960984934211281,0,0.0316031891011742,0.0152566479229908,0,0.0969753150962544,0,0,0,0,0,0,0,0,0,0.0198636582916775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491759709629737,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0224057068386846,0,0,0.0125723250389501,0,0,0,0,0,0,0,0,0,0.201706501941758,0,0,0,0,0,0,0.00853922150906409,0.17207738459909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340699415644487,0.263725892599027,0,0,0,0,0,0,0,0,0,-0.00845217740615381,0.00108786273612197,0,0,0,0,0,0
