,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X600104.SH,X003816.SZ,X002371.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X000157.SZ,X600183.SH,X600372.SH,X600741.SH,X600066.SH,X002049.SZ,X002028.SZ,X002236.SZ,X600522.SH,X601877.SH,X000066.SZ,X600839.SH,X600460.SH,X600487.SH,X600177.SH,X002156.SZ,X000800.SZ,X002456.SZ,X000661.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0892759321212872,0,0,0,0,0,0.199541012240647,-0.00404706221290363,0,0,0,0,0,0,0,0,0.329345757724037,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00154158969734075,0,0,0,0,0,0,0,-0.0116307231181294,0,0,-0.00820380973663953,0,-0.00284206320043259,0,-0.0235012682807758,0,0.00822442540666782,0,-0.025312034446009,0,0,-0.0636808340175783,0,0
X000858.SZ,0.469460920624154,0,0,0,0,0,0,0.129296445879923,0.0969789494754775,0,0,0.1917599764324,0,0,0,0,0,0.0175381590612225,0,0.0768674207489121,0,0,0,0,0,-0.0452530753742069,0,0,0,0,0,0,0,0,0.0761629214572553,0,0.0155810216733185,0,0,0,0,0.0358664679796789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395990551722273,0.139429429659229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274235390327449,0,0,0,0.0143208898623019,0,0.0645093113648475,0,0,0,0,0,0,0,0,0,0,0.0536424391922739,0,0,0,0,-0.12458682753557,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109085923140014,0,0.443499871442798,0,0,0.0969161760521567,0,0.00388953141328054,0,0,0,0.0188875506036604,0,0,0,0,0,0,0,0,0,0.0818900007116257,0,0,0,-0.00233521163953979,0,0,0,0,0,-0.0578858622143649,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.120202934967211,0,0,0,0,0,0.0206175488071002,0,0,0,0,0,0,0.238205547169642,0,0,0,0,0.0532419248391404,0,0,0,0,0,0.0369447907583066,0,0,0,0,0,0,0,0,0.0403085194428131,0,0.0389458375130738,0,0,8.67361737988404e-19,0,0,0.00991642821166856,0,0,-0.00992104045378168,0,0,0,0,-0.0508736076484078,0,0
X600690.SH,0,0,0,0.241279600655086,0,0,0.286019218679826,0,-0.0740796580385683,0.0116952134850037,0,0.0183205390695076,0,0,0,0,0,0,0,0,-0.0140675028764118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602973158340303,0,0,0,0,0,0,0,0.179174546676626,0,0.0307443328830304,0,0,0,0,0.0334646425856221,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0606305859989506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144596492926357,0,0,0,0,0,0,0,0,0,0.152658883861129,0,0,0,0,0,0,0,0,0,0,-0.0271289462812082,0,0,0,0.31925685029175,0,-0.0337924023545278,0,0,0,0,9.61794415062716e-06,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.472667843255939,0,0,0,0,0,0,0,0.318834506305627,0.00547960583883676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217526282207445,0,0.0614563675155457,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.231338519011903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178534128783537,-0.0834958291232633,0,0,0,0,0,0,0,1.03462506522503,0,-0.282969364137882,0,0,0,0,-0.124968022684509,0,-0.0753522623971929,0,0,0,0,0,0.0956829425674472,0,0,-0.0296287573810832,0,0,0,0,0.147879041781252,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179986805873016,0,0,0.0170644312342033,0,0,0,0.0812737750922408,0,0,0,0,0.0516363440815371,0,0,0,0,0,0,0,0,0,0.137817485559693,0,0,0.155194720997578,0,0,0,0,0,0,-0.0446082919879752,0,0,0,0,-0.0970647525079771,0,0
