,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X000100.SZ,X600741.SH,X600066.SH,X600031.SH,X002475.SZ,X002241.SZ,X600118.SH,X002236.SZ,X002506.SZ,X000559.SZ,X000157.SZ,X002074.SZ,X600372.SH,X000568.SZ,X600177.SH,X000338.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X002294.SZ,X600089.SH,X600867.SH,X002049.SZ,X600498.SH,X002465.SZ,X002180.SZ,X600582.SH,X002007.SZ,X601877.SH,X002456.SZ,X000869.SZ,X000050.SZ,X002426.SZ,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0576379851055419,0.192752683611186,0,0.235971412102175,0,0,0,0,0,0,-0.0542187421533948,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0758243613537132,0,0,-0.0223984663645309,0,0,0,0,0,-0.0114608549963945,0,0,0,0,0,0.0200005181841797,-0.048488595487597,0,0,0,0,0,0.176129439609899,0,0,0,0,0,-0.0189416177626177,0,0.0534010249744166,0,0,0,0,0
X600104.SH,0,0,0.214300126078618,0,0,0,0,0,0.0172209577128089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137108174115491,0,0,0.0288981041851298,0,0,0,0,0,0,0,0.162067510151276,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.114166412404186,0,0,0,0,0,0,0,0,0,0,0,0.320567816526165,0.0840210078938845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106378842187362,0,0,0,0.0212526285784759,0,0,0,0,0,0,0,0.221490635734445,0.00222617275296056,0,-0.0256521596500124,0,0,0,0.0231400897412418,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.181115615579084,0,0,0.0423575889872753,0.0230604336900846,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0577948354387454,0,0,0,0.134656612130569,0.127351626863942,0,0,0,0,0,0,0,0,0,0.0311238645453086,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0976455526193878,0,0,0,0,0,0,0,0,0.093268669581722,0.0491154216833154,0,0,0,0,0,0,0,0,0,0.203362670554516,0,0,0,0,0,0,0,0,0.126947942853836,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.00555987043749409,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.074930199990382,0,0,0,0,0,0,0,0,0,0.0812162447752653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763323601921351,0.145484516420615,0,0,0,0,0,0,0.0179507432886587,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0492705895215212,0,0,0,0,0,0,0,0,0,0,0.081097988807018,0,0.0749676856492791,0,0,0,0,0,0,0,0,0,0,0,0.0370109200071253,0,0,0,0,0.0173249926937949,0,0,0,0.0578960811148963,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.138634993566051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640991684029872,0.0360181442762915,0.0719163444941756,0.0893193310606387,0,0,0,0.135437443351419,0,0,0,0,0,0.116348723292453,0,0,0.0311827273754539,0,0,0,0,0,0.0945651652120462,0,0,0,0.0506868448329011,0,0,0.00484889876862562,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432664783674543,0.201372463761735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151473729087385,0.0965796706508529,0.00308316110152724,0,0,0,0,0.128720424551343,0.0598771746635055,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0.167837044351565,0,0,0.0786020613795625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222320281115129,0.155323980265112,0,0,0,0,0.094578420088131,0.0715477271147923,0,0.0459565074913655,0,0,0,0.016788469935509,0,0,0,0.0790276507247593,0,0.132602171032433,0,0.0642887461198264,0,0,0,0,0,0,-0.0060780614592802,-0.00224501077775441,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.200529942490988,0.156674460782445,0,0.0159007936218462,0,0,0,0,0.0600242827159121,0,0,0,0,0.137735911901536,0,0,0,0,-0.0565690732806015,0,0,0.501686675348023,0,0,0,-0.642602098301453,0.0906971120343347,0,0,0,0,0,0,0.0362133667870052,-0.166261499354256,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104228429049479,0,0,0.218121305078121,0,0.110390728053026,0,0,0,0,0,-0.206006231811587,0,0,0,0,0,-0.047558126305629,0,0,-0.118009822020201,0,0,0.228578662901771,0,0.688293887913684,0,0,0,0,0.0758555526018634,-0.104668422112341,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0371402632810341,0,0,0,0,0,0,0,0,0,0,0.0824701523277354,0,0.0694345659202124,0,0,0,0,0,0.144196678688845,0,0,0,0,0,0.0805294314539423,0,0.0265622958602817,0,0,0.0443362966140413,0.0124273216533906,0,0.185982458204258,0.0152497826804487,0.10278654777868,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0702029098026236,0,0,0,0,0,0.212179515927199,0,0,0,0,0,0,0,0,0.0886630680519878,0,0,0,0.129819994706232,0,0,0.0335920078095636,0,0,0,0,0,0,0,0,0,0,0,0.0155442430781607,0,0,0,0,0.0655270050293034,0.128993927251571,0,0,0,0.0198151976515499,0,0,0.018974304778848,0,0,0,0,0,0,0
X600741.SH,0,0,0.128019572821295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887184027125374,0,0,0.00468346941687891,0,-8.67361737988404e-19,0.00592097292440707,0,0,0,0,0.272015294408654,0,0,0.0277873687732017,0,0,0,0,0,0,0,0,0,0,0,0.0579205394788366,0,0,0,0,0.0672656311462948,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.0107090273851105,0,0.0467389949544753,0,0,0,0.00294866192180084,0,0,0,0,0,0,0.0603542976484246,0.148245933319829,0,0,0,0,0,0.138892428195998,0,0,0,0,0,0.154427364484176,0,0.0739991237836464,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0058837412317396,-0.0698426016313503,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352786880711521,0.0165171685764333,0.17917070379852,0,0,0,0.196956217897525,0.139540199021231,0,0,0,0,0.232801903036292,0.0103530623549611,0,0,0,0,0,0,0,0,0,0.0292416414605894,0,0.0289917924220487,0,0,0.0150193024556371,-0.0537021185513058,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26112502454125,0,0.0915162562522036,0,0,0,0,0,0.0598795611235801,0,0,0,0.0645906491825807,0,0,0,0,0,0,0,0,0.139501699042302,0,0,0,0,0,0,0,0,0.0020401323889857,0.029646542786424,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205576606803822,0,0,0,0,0,0,0,0,0,0,0,0,0.343871457343051,0,0.0822575643718385,0.119749161750863,0,0.0694127821969233,0,0.334238687400864,0,0,0,0,-0.0549010264179866,0.103273004624813,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142804253661356,0.196120241135984,0,0.019778524988793,0.198324845951388,0,0.0482108611561844,0,0,0,0,0.0167301241182627,0,0.0833153330406915,0,0.00322644933765007,0,0.0568517318665181,-0.0484390522886171,0,0,0.226241972785341,0,0,0,0,0,0,0.0434569722081932,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0.0375071407094136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746455764092182,0,0,0,0,0,0.049936771997962,0,0,0,0,0,0,0,0,0.231372319024263,0,0,0.232733544267097,0,0.163484561697081,0,0,0,0.359697662129748,0,0,0,0,-0.0728020828482667,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0.292538056755042,0,0,0,0,0,0,0,0.0389804474675639,0,0,0.0810626304489432,0,0,0,0,0,0,0.155326896117353,0,0.137157586513485,0.0886631906741545,0,0,0,0.0857366715869303,0,0,0,0,0,0.0725309412974991,0,0,0,0,0.0491173640266892,0,0.05834879529857,-0.0665690581247906,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0914339657836268,0,0,0,0,0,0,0,0.0343726745567215,0,0.122362961455381,0,0,0.101088069119904,0,0,0.0240222113247876,0.0652548183144373,0,0,0,0,0,0,0,0.00899692989557167,0,0,0,0,0.265926983074742,0.0524701353113155,0,0.190885011565072,0,0,0,0,-0.0284577424081703,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.167802499192216,0,0,0,0,0,0,0,0,0.293362284311199,0,0,0,0.0695384100722398,0.0957602446277626,0.041036145918746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320785669318975,0,0,1.73472347597681e-18,0,0.0685595489144944,0,0,0,0,0.0273377060331735,-0.0140992756146722,0,0,0,0,0,0
X002074.SZ,0,0,0,0,-0.211939480601803,0,0,0,0,0,0,0.177178933297468,0,0,0,0,0,0,0,0,0,0.177076215290777,0.0502992726281072,0,0,0,0,0,0,0.193371078488864,0,0.174052870807002,0,0,0,0,0,0,0,0,0,0,0.116673880905181,0,0.0925190137011098,0,0,0,0,0.00717985376886469,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174252571967547,0.438101920928095,0,0.0992905953817281,0,0,0,0,0.0148035062237469,0.0668379539339842,0,-0.00290128436313305,0,0,0,0,0,0,0.0280209446288623,0,0,0,0,0,0.130263587595403,0,0,0,0,-0.00337021365564277,0,0,0.0167700262686495,0,0.0439458708451265,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00478029737252948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967484719172875,0,0,0.0156620356798712,0,0,0,0.0629807219953268,0,0,0,0,0.0510143997217539,0.0762088830208598,0.0158806280401953,0.0564258219776403,0,0.146214069529951,0,0,0.127279017725149,0,0,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956771859790531,0,0,0,0,0.0109627162924748,0,0,0,0.214326925167236,0,0.0817214042728922,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00548402464272737,0,0,0,0,0,0,0.0830247118084099,0,0,0,0,0,0.4364685781356,0,0,-0.00347404139832826,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0437708915303239,0,0.0424991597645709,0,0.147935640571506,0,0,0,0,0.301312058153562,0,0,0.126889216109556,0,0,0.0972477042588809,0,0,0,0,0,0,0,0,0,0,0,0.0579894827399172,0,0.0665250113220934,0,0,-0.0706682120296589,0,0,0,0,0,0,0,0,0,0.0163511981379799,0,0,0,0,0,0,0
