,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000063.SZ,X002371.SZ,X000596.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X600089.SH,X002241.SZ,X002236.SZ,X600372.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X002463.SZ,X002007.SZ,X000800.SZ,X600522.SH,X601799.SH,X002028.SZ,X600460.SH,X600418.SH,X002074.SZ,X002294.SZ,X300142.SZ,X000066.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.210388090222114,0.28176686324482,0,0,0,0.0023964530222713,0,0,0,0,0,0,0,0,0.00887252444465327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120753859177489,0,0,0,0,0,0,0,0.0186541436923528,0.16002762759316,0,0,0.0416106096823931,0,0,0,0,0,-0.00528773627230309,0,0,0,0,0,0,0
X000858.SZ,0.139989513222231,0,0,0,0.0784792643975615,0.311066692473415,0,0.134398458378617,0,-0.0165278092621594,0,0,-0.0582650072687302,0,0,0,0,0,0,0,0.0449298699406429,0,0.0647422007846385,0,0,0,0,0,0.0847455409797221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398202947587045,0,0,0.0320770045032618,0,0,0,0,-0.00527992736885186,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913367951003761,0,0,0,0.249487587382803,0,0,0,0,0,0,0,0,0.101501142667831,0,0,0,0,0,0,-0.0650978807469838,0.15048764975524,0,0.0200451399086824,0,-0.0319842739311729,0,0,0,0.0749417813169992,0,0.0277815811899367,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0340374695173227,0.0346546018332433,0,0.0332665564130006,0,0,0,0,0,0,0,0,0.109916406564079,0,0,0,0,0,0,0,0,0,0,0.0550120447116143,0,0,0,0,-0.021868289459767,0,0,0,0,0,0,0,0,0,0,0,0.230394223235956,0,0,0,0,0.0168841825305369,-0.0127732153892564,0,0,0,0,0,0
X600809.SH,0.182541555154968,0,0,0,0,0.359070230960416,0,0,0,0,0,0,0,0,0,0,0,0.250394320200331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425362046534394,0,0,0.0896262935733163,0,-0.0740847449158973,-0.110619657912913,0.0082267062149328,0,0,0,0,0,0,0,0,0,0,-0.0105933755626609,0,0,0,0,0,0
X000568.SZ,0.107421018236027,0.539822768718954,0,0,0.39311669615312,0,0,0,0,0,0,0.0215329680497107,0,0,0,0,-0.0274971619349352,0,0.00378682088816505,0,0,-0.0692397963456378,0,0,0,-0.0524827320098087,0,0,0,0,0,0,0,0,0,0,-0.0650561206754028,0,0,0,0,-0.0332716764490857,0,0,0,0,0,0.00258762401124201,0,0,0,0.00244586183412134,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045416645769801,0.0574028632724457,-0.025419222759417,0.0741924988364819,0,0,0.254643583464453,0.0190662222541552,0,0,0,0,0,0,0,-0.0406194593338629,0,0,0,0,0.0119932601967554,0.0569015436009755,0,0,0,0.0469704496473334,0,0,0,0,0,0,0,0.0326719969128182,0,0,0,0,0,0
X600690.SH,0.0505095048903329,0,0,0,0,0.259460977010898,0,0,0.220710958127219,0,0,0,-0.0327779512889702,0,0,0,0,0.0440813660041122,0.0397560690833463,0,0.0583262315731584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000189693274076947,0,0,0,0,0,0,0,0,0,0,0,0,0.0951581969391519,0,0.0240425635143119,0,0,0,0,0,0
X000651.SZ,0,0,0,0.00440969573380048,0,0,0,0.0975424797028063,0,0,0,0,0,0,0,0,0,0,0.0730550046090345,0,0,0,0,0,0,0,0,0,0,0,-0.0851446411797702,0.0308750774200407,0,0,0,0,0,0,0,0.00942141401181276,0.146964659346749,0.108030598530559,0,0,0,0,0,0.0666189875840573,-0.0212075554883551,0,0,0,-0.0587712768208185,0,0,0,0,0,0
X000625.SZ,0,0,0,0.145393288199343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383809233269691,0,0.0656595560499805,0,0,0,0,-0.0573209724063465,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135017663567481,0.321270481298366,0,0,0,0,0,0,0.00800361609529647,-0.0134630455859473,0,0,0,0,0,0
