,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X000338.SZ,X002475.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X601877.SH,X000157.SZ,X300124.SZ,X600177.SH,X600372.SH,X600522.SH,X600089.SH,X002085.SZ,X002007.SZ,X002508.SZ,X000981.SZ,X300003.SZ,X002294.SZ,X000066.SZ,X600699.SH,X600867.SH,X000559.SZ,X002292.SZ,X002180.SZ,X000623.SZ,X300136.SZ,X600498.SH,X002074.SZ,X002426.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0420876794910492,0,0,0,0,0,0.0384031018601321,0,0,0,0.0876986665254648,0,0,0,0,0,0,0.18381761217014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00640456973370577,0.041324254255658,0,0,0,0,0.0789920038250495,0,-0.00537584858230883,0.00456817745093304,0,0,0,0,0,0
X600104.SH,0,0,-0.134667852571618,0,0,-0.0753320580032385,0,-0.0734549983444367,0,0,0,0,0,0,0.753899344701074,0,0,0,0,0,0,0,0,0.152148382470305,0,0,0,0,0,0,0,0,0,0.107254984950968,0,0,0,-0.101295723743544,-0.0583784284699216,0,0,0,0,0,-0.133154094179061,0.0350631207541417,-0.111406295102733,0,0,-0.0641503443141665,-0.000293508007873389,0.00352777346584805,0,0,0,0,0,0
X002415.SZ,0,0,0,0.15202184844347,0,0,0,0.0643972489693502,0,0,0,0,0,0,0,0,0.103280537938713,0,0,0,0.0581376385624728,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11574236939455,0,0,0,0,0,0,0.124931064206901,0.0777191582560244,0,0,0,-0.00949864006074668,0,0,-0.00286337401906644,-0.00398819917464677,0.00331367801627594,0,0,0,0,0,0
X000651.SZ,0,0.164872106436231,0.197153965337634,0,0,0,0,0,0,0.297011980232,0.780882246540084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233441505047932,0,0,0,0,0,0,0,0,0,0,0,0,-0.149762784784879,0,0,0,0.299830682617281,0.326605230541013,-0.0782934636066064,0.0108547841090759,0,0,-0.159459348676199,0,0.0108996909606969,0.00834404527786219,0,0,0,0,0,0
X000858.SZ,0,0,0,0.198640991807093,0,0,0,0,0.242439622079075,0,0,0,0.0327323187212939,0.264223030477234,0,0,0,0,0,0.0419901244467357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357556299234898,0,0,0,0,0,0,-0.00654976144149853,0,0,0.0725569688015634,0,0,0,0,0,0.00255103316174359,0,0,0,0,0,0,0
X002304.SZ,0,0.338509118929295,0,0.0181274962372857,0,0,0,0,0,0,0,0,0.0288351319930558,0.0617893203207091,0.0872394091584897,0,0,0,0,0,0,0,0,0.0546520223013007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824677843746075,0,0,0,0,0,0,0,0,0,0,0,-0.0357392276775898,0,0.00183064789253175,0,0,0,0,0,0
X600276.SH,0,-0.0285088730414116,0,0.00469329141578308,0,0,0,0.0171132837964846,0,0,0,0.225093075897389,0,0,0,0,0.0223309882368955,0,0,-0.0811109089348385,0,0,0,0,0,0,-0.0468877920763435,0,0,0,0,0,0,0,0,0,0,0.0540212970707538,0,0,0,0,0,0,-0.0205732599852397,0,0,0,0,-0.11404874484527,0.0197213833399907,-0.00121297924336853,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0682039796526603,0,0,0,0,0,0.188339845338734,0,0,0,0.255057329476146,0,0,0,-0.466899621059213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140894883764085,0,0,0.177006124811067,0,0,0,0,0,0,0,0,0,-0.014237176866722,0,0,0,0,0,0
X000625.SZ,0.0702099694314401,-1.38777878078145e-17,0,0.0521315870910107,0,0,0,0,0,0,0,0,0.109045782568664,0,0.489063193352113,0,0,0,0,0,0,0.0760296881151389,0,-0.054201309251901,0,0,0,0,0.0708091941051868,0,0,0,0,-0.0654016129029833,0,0,0,0,0,0,0,0,0,0.0514383732628922,0,0,0,0,0,0,-0.00337743096869156,-0.000833812134533778,0,0,0,0,0,0
X000063.SZ,0.0313733616731197,0,0,0.22239317759534,0,0.0462146183821027,0,0,0,0,0,0,0,0,0,0,0.0103670810452236,0,0,0,0,-0.0718219307102264,0,0,0,0,0,0,0,0,0,0,0.0886664332079037,0,0.215808814534191,0,0,0,0.127085448203306,0,0,0.0379738075657275,0,0,-0.018446761802059,0,0,0,0,0,0,0.00592030648359283,0,0,0,0,0,0
X600690.SH,0,0,0,0.19782172641994,0,0.105441791383915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738463705517713,-0.116553122270686,0,0,0,0,0,0.0155983043574512,0,0,0,0,0,0,0,0,-0.0417346080201612,-0.00562433153877084,-0.0849735893113522,0,0,0,-0.00775854256087692,-0.0458038132761662,0,0,0,0,0,-0.00803748365786835,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0681397264763064,0.100370874742246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152187660578969,0.260430014145973,0,0,0,0,-0.0377761197781473,0,0,0,0,0,0.0871536896800953,0,0,0,0.243657468364335,0,0,0,0,0,0,0,0,0.281267506807863,0.177362226507017,0,0.0063941917933222,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13377625133952,0,0,0,0.658053236662442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003990705177737,0,-0.00564793153883767,0.000904758020449363,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.307527166388912,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0783705613132933,0,0,0,0,0,0.226575075509093,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.15039963734754,0,0,0,0,0.00907639551781035,0.071808920320678,0,0,0.0106051634571736,0.000731139781169531,0,0,0.00733021709696993,-0.00456716283472896,0,0,0,0,0,0
X600741.SH,0,0.519576695561472,0,0,0.122372969605456,0,0,0,0,0,0,0.00395869620227889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564596092916413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113516185612653,0,0,0,0,0,0
X002241.SZ,0,-0.0257878772293259,0,0,0,0,0,0.0454692433856046,0,0,0,0,0,0,0,0,0.0568925463892446,0,0,0,0,0,0,0.130073138392851,0,0,0.0676022270236814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924864643575995,-0.115871409198152,0,0,0.245516266390541,0,0,0,-0.000223927297010579,0.000547733175815419,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0275071693684238,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0150319581011228,0,0,0,0.106425375459344,0,0,0,0,0.212850269260358,0,0,0,0.0223659825379856,0.138535258008926,0,0,0,0,0,0.286622870909286,0,0.0961734476435958,0,0,0,0,0,0,0.0076458085015258,-0.0109620053478325,0,0,0,0,0,0
X002475.SZ,0.128557655223098,0,0,0,0,0,0,-0.264486780610953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21999139859758,0,0,0,0,-0.164603839259389,0,0,0,0,0.0109973342044325,-4.33680868994202e-19,0,0,-0.0135879658711947,0,0,0,-0.0774489018371672,0.137099184869577,0.132234228059638,0.166187308071946,0,0,0,0,0,-0.0406857407197293,0.0114370309719004,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.144171826645889,0,0,0,0.0920580318687479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101199064778252,0,0,0,0,0,0,0,0,0.0318222009075472,0.109129423218101,0,0.033071154767944,0.00162673855259279,0,0,0,0,0,0,0,0,0.0405346588503164,-0.00648121952398278,0,0,0,0,0,0
