,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600584.SH,X600372.SH,X000157.SZ,X002028.SZ,X600703.SH,X600741.SH,X600066.SH,X000977.SZ,X002236.SZ,X600522.SH,X600418.SH,X600183.SH,X601877.SH,X002049.SZ,X000921.SZ,X600487.SH,X002294.SZ,X601799.SH,X000800.SZ,X002180.SZ,X002074.SZ,X600177.SH,X002129.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.225183361574107,0,0,0,0,0,0,0.101256755250023,0.241748539241859,0,0,0,0,0,0.000902695638859,0,0,0.0426290072617805,0,0,0,0,0,0,0,0,0,0,-0.010275769813357,0,0,0,0,0,0,0,0.0425080953995148,-0.00662775592760652,0,0,0,-0.0618596033287721,0,0,0,0,0,0,0,0,0,-0.0381969972513505,0,0,0,0.0229944964131652,0,0
X000858.SZ,0.0465681933052629,0,0,0,0,0,0,0,0.136549041157367,0,0,0,0.0685210209326106,0.0856656990614148,0,0,0,0,0.0530701391621909,0.303088207590173,0,0,0,0,0,0,0,0,0,0,0,0.111819022330897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0804377610273323,0,0,0,0.0283080547235262,0,0
X600276.SH,0,0,0,0,0,0.0986112081555049,0,0,0,0,0.0496020721267513,0,0,0,0,0.0417730073835734,0,0.0149612652308906,0,0,0,0,0,0,0,0,0,0,-0.0914297137671596,0,0,0,0,0,0,0,-0.0310331147781798,0,0,0,0,0,0.212841475068777,0,0,0,0,0,0,0.141772299175207,0,-0.0669222046310624,0.0315555009760868,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912535589144272,0,0,-0.0542019744739905,0,0,0.460946113381802,0,0,0.236694833670951,0,0,0,0,0,0,0,0,0.159675861793518,0.0588735364945659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610467451045745,0,0,0,-0.0289739923591625,0,0
X002415.SZ,0,0,0,0,0,0.117616649643001,0,-0.0919821640386146,-0.0266797083243281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.123164169649287,0,0.100637493621706,0,0,0.191891720328215,0,0.0314925750219162,0,0.07760040844107,0,-0.1531036019163,-0.0445763563314184,0,0,0,0,0.0339811434630801,0,0,0,0,0.0156817952256311,0,0
X600690.SH,0,0,0.0271821208220159,0,0.0290936848775404,0,0.305723488460555,0,0,0,0,0.0649049198630566,0,0,0,0,0,0,0.112691594081254,0,0,0.030504646744908,0.043256726239935,0,0,0,0,0,0,0,0,0,0,0,0,0.080091945594797,0,0,0.0431640604041525,0,0.253043682696916,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,1.0842021724855e-19,0,0,0,-0.0150196899608413,0,0
X000651.SZ,0,0,0,0,0,0.107364443040981,0,0,0.0267827149405913,0,0,0,0,0,0,0,0,0,0.0172761340439497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771627768975496,0,0,0,0.000242100023471676,0,0,0,0.107170728577817,0,0,0,0,0,-0.0576907044450285,0,-1.73472347597681e-18,0,0,-0.00161751337298393,-3.46944695195361e-18,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0259567560038895,0,0,0,0,0,0,0,0,0,0,-0.28333785391148,0,0,-0.0478139147281655,0,0,0,0,0,-0.146904211777436,0,0,0,0,-0.11354391356393,0,0,0,-0.130711178087767,0,0,0,0.343709696941373,0,0,0,-0.165796717831276,0,0,0.0869355828799254,-0.124186405869546,0.252069832968324,0,0,-0.0314076416309634,0,0
X600809.SH,0,0,0,0,0,0,0,0.0524905802458126,0,0.163376633552551,0,0,0,-0.0661091828063888,0,0.0152940352834857,0,0,0,0.634403817364158,0,0,0,0,0,0,0,0.0621582685464458,0,0,0,0,0,0,0,0,0,0,-0.0474573959486352,0,0,-0.126034232460513,0,0,0,0,-0.0309931648665335,0,0,0,0,0.0217445185753473,0,0,0,0,1.22782297142529e-06,0,0
X000568.SZ,0.0563148256612323,0.537660560661568,0,0.00738102688113796,0,0,0,0,0.261518175478667,0,0,0,0,0,0,0,0,0,0,0.108127150411569,0,0,0,-4.33680868994202e-19,0,0,0.0408007024637173,0,0,0,0,0,0,0.0963528660481859,0,0,0,-0.0890289374250652,0,0,0,-0.143816523295688,0,0.0410243629473252,0,0,0,0,0,0,0,-0.0493734732901839,0,-0.0887978806772758,0,0,-0.0165365916801202,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14256804613701,-0.024955336259358,0,0,0,0,0.0484920856446457,0,0,0,0,0,0,0.306262815692088,0,0,0,0,0,0.200890830154929,0,0,0.102598450449377,4.33680868994202e-19,0,0,0,-0.0536302778571828,0,0,0,0,0.226079752820344,0,0,0,0,0,0,0.0312489635575561,0,0,0,0.00343412102227663,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0559400564286191,0,0,0,0,0,0,0,-0.0780970438309675,0,0,-0.020966757992114,0,0,0.611467133120006,0,0,0,0.135212661533475,-0.226599622835657,0,0,-0.0106856968526324,0.070758197581816,0,0,0,0,0,0,0,0,0,0,0,-0.0461232618934577,0,0,0.260124908379828,0,0,0,0,0,-0.116609927755901,0.0409777855122918,0,0,0,-0.0104959101755023,0,0
X600104.SH,0,0,0,0,0,0.0641711528255503,0,8.67361737988404e-19,0,0.12717187484837,0,0,0,0.0245960704892185,0,0,0,0,0,0,-0.0192737001180763,0,0,0,0,-0.0149574391632153,0,0,0,0,0,0.0367767748937655,0,0,0,0.176843267449807,0.0134378116557786,0,0,0,0,0,0,0,0,0.0608391029415186,0,0,0,0,0,0,0,-0.0412354796370395,0,0,-0.00265089704830817,0,0
X600031.SH,0,0,0,0,0,0.171247921003195,0,0,0,0,0,0,0,0,0,0,0,0,0.176777886165868,0,0,0,0.0250854132164413,0,0,-0.0201953137765311,0,0,0.122170681644856,0,0,0,0,0,0,0,0.140348768445953,0,0,0,0,-0.0361434361907648,0,-0.176608720422645,0,0,0,0,0,0,-0.0639649379911849,-0.103207293656511,0,-0.101841114511028,0,0,0.0165639273270764,0,0
X000625.SZ,0,0,-0.0548711015953178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132562243262628,0,0,0,0.117531340983799,0,0,0,0,0,0,0.0362711290797095,0.264221756919664,0.0215377589755988,0.119201157831914,0,0,0.303108197871208,0,0,0.067087649981623,0,0,0.162539274377028,0.0368770751092577,0,0,0,0,0,0,0,0.00864628724596902,-0.0173360524422254,0,0,0,-0.0611284175536212,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.163570259274433,0.34253182979134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432451689287258,0,0.0456079336303156,-0.141396386054139,0,0,0,0.0309912541618862,0,0,0,0,-0.0202003662321656,0,0,0,0,0,0.187796180943671,0,-0.0100099060459813,0,0.107361868733604,0,0,0.0218367420248878,0,-0.0167591090406671,0,0,0.0244961745815645,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233457030212753,0,0,0,0.125647156703414,0,0,0,0,0,0,0,0,0,0.216054223699142,0,0.0209747986356553,0,0,0,0.108517512129417,0,0,0,0,0,0,0,0,0.038286901681684,0,0,0,0.116520554868625,0,0,0,0.0256767902224364,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,-0.16866262645209,0,0,0,0,0,0,0,0,0,0.21405226851463,0,0,0.0839903020138137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125664762929206,0,0,0,0.20988140419639,0,0,0,0,0.0140929332084647,0,0.182066562634307,0,0,-0.105124986599419,0,-0.0459772603063862,0,0,8.15427756633289e-05,0,0
X000338.SZ,0,0,0,0,0,0.168595842355243,0,0,0,0,0,0,0,0.149038374275085,0,0,0,-0.101970773657178,0,0,0,0,0,0,0,0,0,0,0.0372574473037712,0.114426573644318,0,0,0,0,0,0.282088138605721,-0.149335011648964,0,0,0,0.0774222671850282,0,0,-0.00751143791333518,0,0,0,0,0,0,0,-0.0966149542720265,-0.0166183695722708,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.48979658320796,0.251832267263896,0.112454420839363,0,0,0,0,0,0.0608776930335322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0669782704247618,0,0,0,0.114791364440199,0,0.023909797816077,0.137320519460172,0,0,0,0,0.086753196370472,0.109375084157944,0,0.0673397423116592,-1.0842021724855e-19,0,0,0,0,0,0
