,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X300142.SZ,X002007.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002371.SZ,X000596.SZ,X300003.SZ,X600741.SH,X600183.SH,X300124.SZ,X000977.SZ,X002129.SZ,X000625.SZ,X002236.SZ,X601877.SH,X000800.SZ,X000157.SZ,X300136.SZ,X002456.SZ,X600584.SH,X002463.SZ,X002414.SZ,X002179.SZ,X600118.SH,X000066.SZ,X002049.SZ,X002180.SZ,X002008.SZ,X002185.SZ,X002223.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.36745931328527,0.167912424938394,0,0,0,0,0,0,0,0,0,0.00408781223235544,0,0,0,0,0,0,0,0,0,0,0,0.000844433636646813,0.0531192702491093,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.042460573405722,0,0,0,0,0,0,0,0,0,0,0,0,0.121732290285021,0,0.00435334836711168,-0.00324363363577494,0,0,0,0,0,0
X000858.SZ,0.0665427120063523,0,0,0,0,0,0,0,0,0,0,0,0,0.256518261781252,0.346058323997334,0,0,0,0.105497232348778,0,0,0,0.0727017030550817,0,0.0782759853842927,0,0,0,0,0,0.0117047783479374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761920105924736,0,0,0.0087703776042911,-0.00938085731449668,0,0,0,0,0,0
X600276.SH,0,0.16702093895558,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.330608262657669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264464488549721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276874826073401,0,-0.0274855576431565,0,0.018146501601189,-0.055306011975022,-0.0104659852204524,-0.0215886003731395,0.00359217093959601,0,0,0,0,0,0
X000651.SZ,0,0.134135776630392,0,0,0.055409769599212,0.0902918638458006,0.0942244296776033,0,0,0,0,0,0.0536994044258984,0,0,0.208650003409472,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0172310513938935,0,0,0,0,0,0,0,-0.125762691936627,0,0,0,0,0,0,0.0595090361893352,0,0,0,0,0,0,0.0101134583038088,-0.0018442046047981,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826689854212533,0.00469659611929038,0.299889897127353,0,0,0,0,0,0,0,0.0562171866114195,0,0,0,0,0,0,0,0,0,0,0,0.207060889824567,0,0.178071590916871,0,0,-1.38777878078145e-17,0,0,-0.0660216759053447,0.00554275856526213,-0.0469763181385742,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.195722359910074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129360848644439,0,0,0.182858044971883,0,0,-0.0352589712860813,0,0,0,0,0,0,0.0822349710982916,0,0,0,0,0,0.014692320477145,0.280860987995318,0,0.0113151245440319,-0.0126581776836303,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0327503706531409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00881597606865081,0,0.139934303492661,0.0620985768462694,0.270122878292678,0,0,0.119019007694829,0,0.0700448207579683,0,0,0.0248400986275047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0757019652680134,-0.0425530874857682,0.0244321797193101,0.0133999397557964,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-1.73472347597681e-18,0.105286098307821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168535076179379,0,0.249885027375788,0,0,0,0,0,0,0,0,0,0,0,0.0137496340647768,0.0631539588922192,-0.00168582751621811,0.0546321794489301,-0.062727549970554,0,0,0,0,0,0
X600031.SH,0,0.183787713042891,0,0,0.0472207555187113,0,0.074203028630417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103132463544023,0,0,0,0.00971464117636444,0,0,0,0.277908974164786,0,0,-0.0836025506266151,0,0.0367491669607983,0,0.0380774472614797,0,0,0,0.158336999636427,0,0,0,0,-0.016609027073533,-0.0059261412480184,0,0,0,0,0,0
X002304.SZ,0,0.132037604517337,0,0,0.146816321339766,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0770815235323496,0.166264448708943,0,0.0765470185899786,0,0,0,0,0.0418902938646867,0,0,0.068605595713131,0,0,0,-0.0799326674832308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106608137349019,0,0,0,0,0,0,0
