,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X002241.SZ,X000100.SZ,X002292.SZ,X600031.SH,X600118.SH,X002236.SZ,X002475.SZ,X000568.SZ,X600177.SH,X002506.SZ,X000559.SZ,X002074.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002249.SZ,X300124.SZ,X002456.SZ,X002085.SZ,X600867.SH,X002007.SZ,X000050.SZ,X002426.SZ,X002294.SZ,X002465.SZ,X600089.SH,X002508.SZ,X000869.SZ,X002179.SZ,X600699.SH,X002180.SZ,X600498.SH,X601877.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.19633930172797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869799766244296,0,0,-0.0131107471795161,0,0.0256395280744525,-0.0289884747593228,0,0,0,0,0,0,-0.000219959884891719,0,0,0,-0.124459119421582,0,0,0,0,0,0,0,0.194534386392989,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.125882204329151,0,0.194169080254261,0,0.0266583326017555,0,0,0,0,-0.0179424459205891,0,0,0,0,0,0,0,0,0,0.0131144257825658,0,0,0,0.00776082481627495,0,0,0,0,0,0.0142357924509538,0,0,0,0,0,0,0,0,0,0,0,0,0.123478027992747,0,-0.0298448781686698,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0630180067409909,0,0,0,0,0.0952193315875265,0,0.0857625898691481,0,0,0,0,0,0,0.0195107583444669,0,0.0182440307527226,0,0,0,0,0.201920836026729,0,0.0726135336416339,0,0,0,1.73472347597681e-18,0,0,0,0,0.017077873318645,0,0,0,0,0,0,8.67361737988404e-19,0,-0.00747026873106457,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.275001492971896,0,0,0,0,0.159542581299874,0.0165213554860838,0,0,0.058320390750412,0,0,0,0,0,0,0,0,0,0.0340013002181478,0,-0.0114621287236848,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.0416086352846011,0,0,0,0,0.091547786316336,0,0,-0.0656758140947328,0,0,0,0,0.00010228097105502,0,0,0,0,0,0,0
X002304.SZ,0.0378357692546066,0,0,0.507494953150693,0,0,0,-0.032804086681004,0,0,0.0432151945575362,0,0,0,0.0508818407066327,0,0,0,0,0,0,0.158089241836735,0,-0.162644217851556,0,0,0,0,0,0,0,0,0,0,0,0.195338926663993,0,0,0,0,0,-0.0962696457342915,0.0776424388554003,0.0322664177612921,-0.00863428671793613,-0.0960637738038585,0,0,0.15619826962063,0,0.0166564772893569,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0530961836981266,0,0,0.172479946513528,0.0183114610182465,0,0,0,0,0,0,0,0,0,-0.0193571887781606,0,0.119192115240643,0,0,0,0,0,-0.0898248737516428,0.0181341483053156,0,0,0,0,0,0,0,0,0.00423756467059111,0,0,-0.0323716173593977,-0.0136606937506648,0.209176682104169,0,0.0827698024769218,0,0,0,0,0,0,0,0,0
X000725.SZ,-0.0137157824991413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197272270232082,0.0318568481912266,0.0774587024253348,0.0320205062481115,0,0,0,0,0,0.098528966601742,0.154882393119076,0.000853283449991073,0.0323030469390475,0,0,0,0,0,0.0762952855121135,0,0,0,0.0480676360569428,0,0,0.00790274257074848,0,0,0,0,0,-0.00964200377263366,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.217752785759862,0,0,0,0,0.0953673649064667,0,0,0.122325402252636,0,0,0.101357266089808,0,0,0,0,0,0.178161300352433,0,0,0.0877604751507369,-0.0241022254209345,0,-0.0835586440902571,0,0,0,0,-0.219361442505159,0,0,0,0,0.149181213062902,0.0481158022515522,0,0,0,0,0,0,0,0,-0.0626450248357182,0,0,0,0.088070670957986,0,0,0,0,0,0,0
X000063.SZ,0.0146942517464241,0,0,0.255019148753184,0,0,0,0.0843704033545719,0,0.099280292615913,0,0,0,0.00939646477670825,0,0,0,0.118181325184959,0,0,0,0,0.0740078782342533,0,0.0608916518756319,0,0,0,0,0,0,0,0,0,0,0,0.0732015132174514,0.0339328080301995,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151560127162701,0,0,0,0,0,0,0
X600690.SH,0,0,0.0121566119566197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0810508664954706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448145160829099,0,0,0,0.364083477608147,0.0655233414598144,0.148789695358608,0.090929579074481,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108085379063999,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602238224100695,0,0,0.12154584308618,0,0,0,0.00755859477685378,0.0850042842843361,0,0.126992063228265,0,-0.111104421260774,0,0,-0.0240083658768198,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.0581313328861892,0.0140073324335957,0,0,0,0,0,0,0,0,0.166267017292641,0,0,0,0,0,0,0,0,0,0.00767203585302226,0,0,0,0,0,0,0.226424817946039,0,0,0,0,0,0.106198003776402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122593509449162,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,-0.0705082957934388,0,0,-0.0119238064086717,0.0746429991307137,0,-0.092243905082757,0,0.181296216028213,0,0,0,0.0856917207253238,0,0,0,0,0,0,0.0957768289680695,0,0,0,0,0,0,0.0944331094138001,-0.118055048436412,0,0.0190166380716028,0,0,0,0,0,-0.0495635944919193,0,0,0,0,0.0333210079221305,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979504542453625,0.194964538325735,0,0,0,0,0,0,0.0316969133803393,0,0.0473829200874412,0,0,0,0,0,0,0,0,0,0.163708049119582,0.119587586907638,0,0,0,0,0,0,0,0,0,0,0.0148795999332391,0,0,0,0.214706671062003,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891033565460412,0,0,0,0.0620251974500193,0,0,0,0.0103033774826394,0,0,0,0,0,0,0.142106733703444,0.0505385787815383,0,0,0,0.00368019385504499,0.229261510178207,0,0,0,0,0,0,0,0.0570311315567145,0,0.170941240582937,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.0746032994295635,0,0,0.0193128388302119,0,0,0,0,0.0167630654440876,0,0.0627683890819179,0.0479649450343517,3.44949683372831e-05,0,0,0,0,0,0.00676679063445229,0,0.0301847683310232,0,0,0,0,0,0.071525031622714,0,0,0.11457695111198,0,0,0,0.111476309635782,0,0,0,0,0.0180893923086871,0,0,0.0171688827030026,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0.20674876660525,0,0,0,0.188539368552941,0,0,0,0,0,0.132958227434205,0,0,0.152187156601809,0.0431669122821477,4.33680868994202e-19,0,0,0,0.204508990714959,0.179216647334158,0.0161035484269714,0,0.102238136438663,0,0,0.166588922946379,0,0,0,0,0,0,0,0.0383783335908956,0,0,1.38777878078145e-17,0.0891235928978024,0,0.0535090744364125,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248280909541478,0,0,0.0248846524474818,0,3.46944695195361e-18,0,0,0,0,0.0684338007249957,-1.0842021724855e-19,0,0.0528035673669435,0,0.321422585801243,0,0,0,0,0,0,0,0,0.000666839070945164,0,0,0,0,0,0,0.0404803657607536,0,0,0,0.145554287122612,0,0.00729117346055155,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100969803260394,0,0,0.0747468712113992,0,0,0,0,0.0507150731203827,0,0.0245674531787584,0,0,0,0.050770016402916,0,0.0985719402888143,0,0,0,0,0,0,0.291311104695433,0,0,0,0,0,0,0,0,0.070739108689645,0,0.00691717263513525,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.130316545449559,0,0.0762052704433262,0,0,0,0,0,0,0,0.26536790737832,0,0,0,0,0.0144126647947706,0,0.0394431896284009,0,0,0,0,0,0.00271940368342037,0.26268074724675,0,0,0,0.0304051286269262,0.0812721744094564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135014558840038,0,0,0,0,0,0
X002475.SZ,0.162323340996116,0,0,0,0.0561559274557675,0,0,0,0,0,0,0,0,0,0,0,0.226978962587904,0,0.0835605637639042,0,0,0,0,0.142521774596693,0,0,0,0,0,0,0,0,-0.0492403263693423,0,0,0,0,0,0,0,0,0.0367038939667142,0,0,0.0437500405775006,0,0,0,0,0,0,-0.0589343960808018,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.263805745118785,0,0,0,0,0,0,0,0,0,0,-0.25526716614681,0,0,0,0,0.158279065234102,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0739444572091285,0.0536382984629731,0.0735823110842031,0,0,0,0,0,0.0992876843447854,0,0,-0.0667147648428029,0,0.104052087867355,-0.0736290238045483,0.0897666519486659,0,0.137591712781281,0,0,0.0219390993147614,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614979059172379,0,0.0908195719134617,0,0,0,0,0,0,0,0,0,0.178139333150846,0,0.0191492606282829,0,0.100667425284735,0,0.0953420958099431,0,0,0,0,0,0,0,0,0,0,0.0437366088356088,0,-0.00117008019628637,0,0,0,0,0,0,0
