,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600031.SH,X000568.SZ,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X000063.SZ,X600703.SH,X300124.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600741.SH,X000157.SZ,X002007.SZ,X002129.SZ,X002179.SZ,X601877.SH,X002049.SZ,X600584.SH,X002414.SZ,X002236.SZ,X600183.SH,X000799.SZ,X000066.SZ,X300142.SZ,X601799.SH,X000800.SZ,X002008.SZ,X300003.SZ,X002074.SZ,X000977.SZ,X002185.SZ,X000547.SZ,X600089.SH,X600779.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.38396709945754,0,-0.150402545150936,0,0,0,0,0.166915797408116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.030469279634139,0,0,0.0954803627756015,0,0,0,0.0928186853036402,0.0265479244641861,0,0,0,0,0,0,0,0,0,0,-0.0287528382791474,0,-1.73472347597681e-18,0,0,0.0226332876541546,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0982892647572604,0.331157768840273,0,0.00963446316861882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510962401355933,8.67361737988404e-19,0,0,0,0,0.0390229177001168,0,0,0,0,0.0742023159705563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291666944042592,0,0,0,-0.00858580996584042,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0720935043740192,0,0,-0.0263569130441477,0,0,0,0,0,0,0,0,0,0,0,-0.0546640309263872,0,0,0,0,0.215247462755216,0,0.0540219188117292,0.00760792846150981,0,0,0,0,0,0,0,0,0,0.0696905024885555,0,0.0132909546039245,0,0,0,0,0,0,0,-0.00945016541416835,0,0,0,0,-0.00530626843859301,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0788813279764322,0,0,0,-0.0593557634494824,0,0,0,0,-0.0274837456259185,0,0,0,0,0,0,0.125961951873929,0,0,0.0137759812395694,0,0,0.0474353712957692,0,0,0.202892469857783,0,0.0977831469883213,0.0800697944766716,0,0.0767551152081311,0,0,0,0,0,0,0,0,0,0,0,0,-0.00684551065588846,0,0,0,-0.00315637888602176,0,0
X002475.SZ,0,0,0,0,0,0,0.105050353002981,-0.0305381138625695,0,0,0,0,0,0,0,0.0234049628479021,0.0830423409677191,0,0,0,0.479074925472442,0.0628747231389955,0,0,0,0,0,0,0,0,0.0276747213263436,-0.0723124653142419,0,0,0,0.0747435785908365,0,0,0,0.0275117543554072,0,0,0,0,0,0,0,-0.0913471359699813,0,0,0,0,-0.0514440121281743,0,0,0,0.016378596952074,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.120423082126623,0,0.115508990989476,0,-0.00246105412617891,-0.0148654014447377,0,0,0,0,0,-0.0970817904492544,0,0,0.0200198333802325,0,0,0.218636819023649,0,0,0,0,0,0,0,0,0,0,0,0.00662007819816053,0,0,0,0,0.144513610296413,0,0,0,0,0,0,0,0.0155065190646463,0,0,0,0,-0.0217072365943893,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183131643555944,0,0.229600130219226,0,0,0,0,0,0,0,0,0,0.117495392063662,0,-0.0233668760745997,0.249175328950793,0,0,0,0,0,0,0,0,0,0,0,-0.0292974602611649,0,0,0,0,0.0257339289632636,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.443773370348319,0,0.263603714704761,0,0,0,0,0,0,0,0,0,-0.00356780154926865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879677623502805,-0.0141751320693169,0,0,0,0,0,0,0,0,0,0,0.0945417856666214,0,0,0,-0.0384744484613262,0,0,0,-0.00395033485742523,0,0
X600809.SH,0,0,0,0,0,0,0,0.191558111518728,0,0.193626152703168,0.00848325771856391,0,0,0,0,0,0,0,0,0,0,0,0.177169714815132,-0.0608053164899875,-0.0666554258713088,0,0,0,0,0,0,0,0,0,0,0,0.0301626531387681,-0.116600861747127,0,0,0,0,0,0,0,0,0,0,0,0.195349772892194,0,0,-0.0199226219501078,0,0,0,0,0,0
X600690.SH,0,0,0,0.122202468632213,0,0.0708121960876876,-3.46944695195361e-18,0,0.235652773340323,0,-0.133319528643187,0,0,0.0110253953949109,0,0,0,0,0,0,0,0,0,0,0,0,0.0328460439919892,0,0,0,0,0,0,0,0,0,0.0873553734716391,0,0,0,0,0,0,0.094866047344377,0,-0.0194572795953985,0,0,0,0,0,0.00808820999773667,0.0466361743771217,0,0,0,-0.0288975353036218,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.342665976078121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057281353739832,0.0419443180768975,0,0,0,0,0,0,0,0,0,0,0.0242432210606089,0.0256663330306229,0,0.228595942799936,0,0,0.0655652580325591,0,0,-0.014038568526109,0,0,0.199930108813366,0,0,-0.035540873630185,0,0,0,0,0.0126361861037359,0,0
X600104.SH,0,0,0,0,0.108918281893178,0,0,0,0,0,-0.0192148049971347,0,0,0,-0.0470838532107543,0,0,0.156644513304972,0,0,0,0,0,0,0.104065416950596,0.262674260086921,0,0,0,0,0,0.026876998818104,0,0.0288216547334252,0,0,0,0,0.0154336418087187,0,0.319364625876997,0,0,0.118553607129009,0,0,0,0,-0.104412460354422,0,0,-0.00809714648351785,0,0,0,0,-0.0130282835947892,0,0
X000725.SZ,0,0,0,0,0.0975892282801109,0,0,0,0,0,0,-5.42101086242752e-20,0,0,-0.0237385374106567,0,0,0,0,0,0,0.35350084912709,0,0.0722996207384428,0.0843770933101117,0,0,0,0,0,0,0.102104651795442,0.0147450461230782,0,0,0,0.00110615902585328,0,0,0,0,0.060221059266918,0,0,0,0,0,0,0,0,0,0,-0.0349241102583009,0,0,0,-0.0043800308710878,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120257780117727,0,0,0.261273851169803,0.071883361339999,0,0,0,-0.0283959685724255,0,0,0,0.0275533313564785,0,0.0601660539356199,0,0,0,0,0,0,0,0,0,0.160753709196726,0,0,-0.0368670484690955,0,0,0,0,0.0620163123211997,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.113402192594639,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181064585596673,0.133667945579455,0,0.00326261726155856,0,0,0,0,0,0,0,0,0.0503540596317675,0.136696394144746,0,0,0,0.00461403011467165,0,0,0,0,0.30721628150683,0,0,0.149065166562611,0.0904778139691679,0.0323383114214204,-0.165021094225969,0,0,0,0,0,0,-0.00264948355695956,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.046789208469823,0,0.00707165211612034,0.00213253672545593,0,0.0194702946931875,0,0,0,0,0,0,0.00486086532726453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938900039948158,0.0234875682687547,0,0,0,0,0,0,0.0413840389746177,0,0,0,-0.0165886009162287,0,0,-0.0115817082419091,0,0,0,0.0224634535092936,0,0
