,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X000661.SZ,X000063.SZ,X002241.SZ,X000625.SZ,X600703.SH,X002371.SZ,X003816.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X000799.SZ,X600741.SH,X000157.SZ,X600460.SH,X601877.SH,X600702.SH,X002007.SZ,X600584.SH,X002414.SZ,X601799.SH,X002236.SZ,X600779.SH,X300003.SZ,X300146.SZ,X002074.SZ,X600183.SH,X000800.SZ,X600089.SH,X000066.SZ,X002508.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.129250797396739,0.135385825077778,0.00281681128084733,0,0,0,0,0,0,-0.00919295527424912,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0501553966384524,0.0758457853132657,0,0,0,0,0.0579072651680178,0,0,0.0190215957029447,0,0,0,0.0330599716279204,-0.137907161315516,0,0,0,0.0145782853599283,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00214688471197758,0.0708486524029472,0.362474400188787,0,0,0,0,0,0,0,0.0418027276792166,0,0,0,0,0.0698555376947565,0,0,0,0,0,0,0,0,0,0.0308410015488741,0.0657905637234928,0,0,-0.0179593915467051,0,0,0,0,0,0,0,0,0,0.0939708224727852,0.0208399497407665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0860308893604631,0,0,0,0.0143072857976477,0,0,0,0,0.0940757920077369,0,0,0,0,0,0.0589243538177569,0,0,0,0.0671240255860165,0,0.00732444199914411,0.0676354465631703,0,0,0,0,0,0,0,0,0,0,0.0708322137522417,0,0,0,0.0269021059870544,0,0,0,-0.0136113461130308,0,0,0,0,0.0147042948191815,0,0
X600276.SH,0,0,0,0,0,0,0.0176032887780625,0.0583342034321023,0,0,0,0,0,0,0,0,0,0.096444388809507,0,0,0,0,0,0,0,0,0.0425707884884718,0.113391114251077,0,3.46944695195361e-18,0,0,0.020498171498365,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079381672964239,0,0,0,0,0.154506778502794,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.237481863438922,0,0.0961398885814164,-0.197966601544001,0,0,0,0,0,0.20568339947957,0,0,0,-0.0378340473231218,0,0,0,0,0,0,0,0,0,0,0.519426736361061,-0.207834324058934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591940626031963,0,0,0,0,0.0733099510454048,0,0,0,0.00341163896031021,0,0
X000568.SZ,0,0.442807681023778,0,0,0.141174985425265,0,0,0.198084211490491,0,-0.151432370860007,0,0,0,0,0,0,0,0,0,-0.0218435203709606,0,0.00322206574815031,0,0.0533900025417866,0,0,0,0,0,0,0,0,0,0,0,0,0.0103091837609448,0,0,0,0,0,0.0907266038682526,0,0,0,0,0,0,0.182727432639053,0,0,0,0,0,0,-0.0122120041718118,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740361576281312,0,0,0,0,0,0,0.337077578403993,0.00999536770538069,0,-0.000507721750235363,0.14143104396146,0.0242438783449788,0,0,0,0,0,0,0.0223282801081714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.152816785644568,0,0,0,0,0,0.327355896808093,0,0,-0.17936757356158,0,0,0,0,0,0,0.498172973970282,0,0,0.0263630101614457,0,-0.0585085542352822,0.0724142880819655,0,0.127314248017502,0,0,0.0585609211108638,0,0,0,0,0,0,0,0,0,0,0.260449705109268,0.0532036781495025,0,0,0,0,0,0,0,-0.13474802845668,0.0814480084373137,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.242810151143111,0,0,0.140642358350248,0,0,0,0,0,0.0409420263337898,0,0.0774257393131679,0,0,-0.0174933203134057,0,-0.0323666988905276,0.0528771605101987,-0.07407021664493,0,0,0,0,0,0.0428853607491458,-0.0939749489150819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673516917062527,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.103212035555947,0,0,0,0,0.0265318184930208,0,0.0586347956777142,0.0156127210195027,0,0,0,0,0.0155074876492864,0,0,0,-0.174776379679447,0,0,0.019770714346107,0,0,0,0.120899905979932,0,0.0118149618441781,0,0.0648248398993554,0,0,0,0,0,0,0.060438694266949,-0.0315885922690757,0,0,0.042638860046136,0,0,0,0,0,0.0239525113847953,0.0557559448149873,0,0,0,0,0,0
X600690.SH,0,0,0.236753408951705,0,0,0,0,0,0,0,0,0,0.408090134443462,0,0,0,0,0,-0.0352593380782024,0,0,0,0,0,0.0435663910334363,0,0.0479154505005769,0,0,0.0175368505714197,0,0,0.0222855824256495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010932153411003,-0.0215717024890095,0.022654378889613,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.00245958954221804,0,0,0,0,0,0.241912578072129,0,0.189677859582312,0.0188710450438605,0,0,0.0499592883141907,0,0.126378146694339,0,0,0,0,0,0.0048788934735395,0.054820950095591,0.146228453075835,0,0,0,0,0,0.025968090167715,0,0,0.0535753575753375,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501631291314963,0,0,0,0,-0.121758508058345,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.161350634169523,0,0,0,0,0,0.0591808189128015,0,0.121136659348223,0,0,0,0,0,0,0.0794707973921667,0.0569813497903023,0,0,0,0,0,0.0402167225984956,0,0,0,0,0.0937868607940455,0.0386853654822017,0,0,0.128663879234183,0,0,0,0,0,0,0,0,0,0,-0.0377282904959508,0,0,0,0.00526774279549563,0,0
X300014.SZ,0,0,0,0,0.211152128980689,0,0,-0.121423260319363,0,0,0,0,0,0,0.0898312410594429,0,0,0,0.451154605733309,0.173065304789809,0,0,0,0,0,0,0,0,0,0.0700100556460039,-0.0336911733398111,0,0,0,-0.0747441145888075,0,0,0,0,0,0,0,0,0.326357059447574,0,0,0,0,0,0,0,0,0.0197872352264296,0,0,0,0.0306334481533726,0,0
X300124.SZ,0,0.048397994633459,0,0,0,0,0,0,0,0,0,0.0916351838509229,0,0.160773951039975,0,0,0,0,0,0,0,0.028157637012034,0,0,0,0,0,0,-0.278614089523831,0.0877844617708404,0.0050244676382546,0,0,0,0,0,0,0,0,0,0,0,0,0.0926670539119596,0,0,0,0.272555438042882,0,0,0,0,-0.0350155521961876,0,0,0,0,0,0
X000338.SZ,0,0.135285079200129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272496457811264,0,0,0.0682710777353459,0,0,0,0.0633597470429343,-0.0407009326050973,0,-0.107911695982669,0,0,0,0,0,0.0104611953932461,0,0,0,0.0665376198353767,0,0,0,0,0,0,0.176669484191729,0,0,0,0,0,0.00883767350317075,0,0,0,0,0,0,-0.0286550417469739,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248020357495804,0,0.0163880606206962,0,0,0,0,0.442501129165013,0,0,0.0332233337285102,0,0,0,0,0,0,0,0,0,0,-0.188565172458388,0.204958462733721,0,0,0,0,0.0211146520060416,0,0,0,0,-0.128033621743594,-0.0106380919720322,0,0,0,0.0971145748827978,0,0
X000063.SZ,0,0,0,0,0.00318034518233758,0,0,0.0372307305616407,0,0,0,0,0,0.109892341060693,0.0378289623385512,0,0,0,0.00841530108871808,0.0401152362605435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238136698877969,0.0124651364149755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369192112437567,0,0,0,0.0271698338761334,0,0
X002241.SZ,0,0,0.100579149755241,0,0,0,0.234715807081268,0,0,0,0,0,0.27786134048087,0.075329571813928,0,0,0,0,0,0,0,0,0,0,0.0964374601580721,0,0,0,0,0,0,-0.0853264266048339,0.0172933512955501,0,-0.0367510868399031,0,0,0,-1.35525271560688e-20,0,0,0,0,-0.007483875064503,0,0,0,0.287127251892224,0,0,0,0,-0.0314861732395743,0,0,0,0.071577262260373,0,0
X000625.SZ,0,0,0.17546691206694,-0.0658231635334059,0,-0.0996028233799692,-0.462722784400898,0,0,0.830274766482389,-0.228034896604488,0,0,0.386513023215549,0,0,0,0,0,0,0,0,0,0,0.536161358072138,0,0,0,0,0,0,0,0,0,-0.252013093613829,0,0,0,0,0,0,0,-0.0521604385018344,0.235214305258282,0,0,0,0,0,0,0,0,-0.0652822858465031,0,0,0,0.119024129916455,0,0
X600703.SH,0,0,0,0,0,0,0.134866808287089,0.187498998883089,0,0,0,0.116948144495707,0,0,-0.024201082584135,0,0,0,0,0.0198292922015288,0,0.17637416408762,0,0,0,0,0,0,0.123710235507427,0,0,0,0.206318944145487,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619811736273305,0.0380064977020227,0,0,0,0,0.0154036699353013,0,0,0,0.0297595621635724,0,0
X002371.SZ,0,0,0,0.200082954355344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514759906151522,0,0,0.0908145997985876,-0.132926958552508,0,-0.0929876026976789,0,0,0,0.14759826960198,0,0,0,0,0,0.259742875840065,0,0,0,-0.0831457153082539,0,0,0,0,0,-0.0662757457347621,0,0,0.142103128803038,0,-0.0628078017951023,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280404086852441,0.0197933616541762,-0.0545718659885569,-0.00806477569024235,0,-0.0672603517806438,0,0,0,0,0,0,0,-0.042154992934535,0,0,0.00365289434862735,0,0,0,0,0,0,0,-0.027680864604772,0,0.0238396975773709,-0.0210472511738959,0,0,-0.0132023536112536,0,0,0,0.0240919896473007,0,0,0,0,0,-0.0352446044852803,0,0,0,0,0
X000596.SZ,0,0,0,0,0.0987968922362918,0.199093752858108,0,0,0,0,0,0,0,-0.100796189864547,0,0,0,0,0,0,0,0,0,0,0,0,0.0791073916531465,0,0.577141660978744,0.413621671774599,0,0,0,0,0,0,0,0,0,0,0,0,-0.00150727150463354,0,0,0,0,0,0,0.485739995681748,0,-0.0486732867229543,-0.0190103657147502,0,0,0,2.16840434497101e-19,0,0
X002129.SZ,0,0,0,0,0,0,0.120355556318833,0,0,0,0,0,0.00329193321063406,0,0.0694360434261021,0.114989190475184,0.151022860886811,0,0,0,0,0,0,-0.0803315771106346,0,0,0,0,0,0,0,0,-0.00583377791788852,0,0.0985263102570121,0,0,0,0,0,0.102417390705449,-0.0645655848907657,0,0,0,0,0.120269260719855,0,0,0,0,0.0901606396781312,0,0,0,0,-0.0128978571728279,0,0
X000100.SZ,0,0,0,0,0,0,0.0770270237829529,0,0,0,0,0,0.360363084178407,0,0.074144140286056,0,0,0,0.0515031197035232,0,0,0,0,0,0,0,0,0.0510496387898769,-0.016192467467243,0,0,0.0163380424666188,0.00918413325959204,0,0,0,0,0,0,0,-0.00382948284545317,0,0,0,0,0,0,0,0,0,0,-0.0730658116152113,0,0,0,0,-0.0164642279230019,0,0
X300142.SZ,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0498921569104456,0,0,0,0,0,0,0.496082857951586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339077129980815,0,0,0,0,0,0.151328696707295,0,0,0,-0.0958966074611626,-0.0282773148814734,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0.143001671936902,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0100425472533614,0,-8.67361737988404e-19,0,0,0.0653896722572838,0,0,0,0,0,0,0.0529318346407026,0.0337938116469662,0,-0.0673344789078052,0,0,0.161792946322729,0,0,-0.0328175968345912,0,0,0.285520980883465,0,0,0,0,0,0.252073058654482,0,0,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0.27594177751438,0,0,0,0,0.0373046396395536,0,0,0,0,0.0745353203595188,0,0.426465166403814,0,0,0,0,0,0,0,0,0,-0.00468389712133989,0,0,0,0,0,0,-0.132554709029268,0,-0.148422841041589,-0.0216164464043948,0,0,0.295317949786235,0.0657735662028264,0,0,0,0,0,0,0,0,0.0408185957785841,0,0
X000799.SZ,0,0,0,0,0.532365264324467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366676651608637,0,0,0,0,0,0.16084468434799,0,0.212160430373275,0,0,0,0,-0.0434212106539284,0,0,0,0,0,0,0,0,0.0228093617339671,0,0
X600741.SH,0,0,0,0,0,0.0108635479623169,0,0.13680082513667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291386134578486,0,0,0,0,0,-0.166465192959064,0.26510947706384,0,0,0.0991388974649014,0.134313322493542,0,0,0,0,0.141501516714047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105340583364231,0,0
X000157.SZ,0,0,0,0,0,0,0,0.0396581916376609,0,0,0,0.649432229594459,0,0,0,0,0,0,0,0,0,-0.0433516591538479,0,0,0,0,-0.0307118140433324,0,0,0,0,0,0.0327029715266997,0,0,0,0,0,0,0.075872049030771,-0.0153626789242147,0,0,0,0,0,0,0.0809760422981783,0.0417543370061951,0,0,0,0.00519499631145957,0,0,0,0.0337674421988196,0,0
X600460.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.15763820124639,0,0,0,0,0,0.366436567018452,0,0,0,0,0,0.338745419761457,0,0,0,0,0,0,0,0,0,0,0,0.596037161683343,0,0,0.000907367305918977,0,0,0,0,0,0,0,0,0,0,0,0.0148078532433327,0,0,0,0,0.0133057453568551,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0.268094788667235,0,0,0,0,0,0,0.0003698239905175,-0.0103738905656825,0.0412650502271266,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254862624011363,0,0.00765755723364063,0,0,0.318993904809126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600702.SH,0,0,0,-0.324331865133436,0,0,0,-0.0876287641514198,0,0.117330191287847,0,0,0,0,0,0,0,0,-0.179940552561571,0,0,0,0,0.23547529653216,0,0,-1.73472347597681e-18,0.459802982883346,0,0.256521381438924,0,0,-0.0100800963748311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26212660816624,0.572406354145051,0,-0.0273377187523944,0,0.302541402300879,0,0,0,0.0486989009505253,0,0
X002007.SZ,0.0525725865173674,0,0,0,0,0.0257762507334594,0,0,0,0,0.0338843797213222,0,0,0,0.127761587060292,0,0.0196080409298544,0,0,0,0,0,0,0.131039757562282,0,0,0.141208406995633,0,0,0,0,0,0,0,-0.0322022188220808,0,0.00573362180655918,0,0,0,0.0879451035439408,0,0,0.0922131275789385,0,0,0,0,0,0,0,0,0,0,0,0,0.0135594407539108,0,0
X600584.SH,0,0,0,0,0,0,0.0482215753256165,0,0,0,0,0,0,0,0.103929362844213,0,0,0,0,0.0386017629334635,0.205983226718831,0,0,0,0,0,0,0,0,0,0,0,0.0298066574538917,0,0,0,0,0,0,0,0.0223509216945034,0,0,0,0,0,0,-0.0545619212184698,0,0,0,-0.115575541969733,0,0,0,0,0.10033590076294,0,0
