,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X002241.SZ,X600703.SH,X600372.SH,X000157.SZ,X002129.SZ,X000661.SZ,X002236.SZ,X002049.SZ,X600741.SH,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X600522.SH,X600183.SH,X002463.SZ,X002007.SZ,X000800.SZ,X002074.SZ,X300142.SZ,X600460.SH,X601799.SH,X002223.SZ,X002294.SZ,X600418.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0483655865805067,0,0,0.0997231254852817,0.287318534558139,0,0.0885325854759195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170505857103509,0,0,0,0,0,0,0,0,0.0600825489888954,0,-0.00536784388524068,0.00722490328312255,0,0,-0.00581912541807024,0,0,0,0,0.00629136491033765,0,0
X000858.SZ,0.0691069689544362,0,0,0,0,0.458630158511444,0,0,0,0,0,0,0,-0.00952848379305338,0,0,0,0,0,0,0.108819186876687,0,0,0,0,0,0,0,0.0550173607732892,0,0,0,0,0,0,0.0483423964205408,0,0,0,0,0,0,0,0.0441415366264384,0,0,0,0,0,0,0,-0.0161394853776277,0.015428043673434,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0946274350588318,0,0,0,0,0,-0.0750885269072805,0,0,0.269514614847209,0,0,0,0,0.0168837245465149,0,0.310480983840661,0,0,0.0840276798427417,0,0.123410669013775,0.0115758836890999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125971383607244,0.0050920293239742,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.112559119558066,0,0,0,0,0,0,0.0747250011774695,0,0,0.0706845259863991,0,0,0,0,0,0,0,0,0,0,0,0,0.227668453394574,0.0508497686955593,0,0,0,0,-0.0719935749619512,0,0,0,0,0,0,0,0,0,0,0.0501607182441625,0.179176882491219,0,0.0115669594188463,0,-8.67361737988404e-19,-0.0397115661634056,0,0,0,-0.0600933720133001,0,0
X600809.SH,0,0,0,0,0,0.491908883617735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330683063971188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288447617978726,0,0.0793911560719645,0,-0.0560128923260828,0,0,0,0,0,0,0,0,0,-0.0293475169768591,0.0200830907675698,0,0,0,0,0,0
X000568.SZ,0,0.658295927098685,0,0,0.287001731360814,0,0,0,0,0,0,0,0,0.0135847762969914,0,0,0.0274829827624729,0,0,0,0,0,-0.106900343481778,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0554278562584046,0,0,0,0,0.0704929784138232,0,0,0,0,-0.00542096277850117,0,0,0.0104437448830444,-0.0169080858250208,0,0,0,-0.0360101642460291,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00437481847514512,0,0,0.0424616936210363,0,0,0,0,0.255256295681795,0,0,0,0,0,0,0,0,0,0,-0.158726278152962,0,0.176428053701886,0.150445240115552,0,0,0,0,0,0,0.076287957546204,0,0,0.0915029906665635,0.00691637436254573,0,-0.01653945905172,-0.0102912555153258,0,0,0,0,0,0
X600690.SH,0,0.0778416220149553,0,0.0578968292697151,0,0.251338652590323,0,0,0,0,0,0,0,0,0,0,0.0595287355896963,0,0,0,0,0,0,0,-0.0276582010453877,0,0,0,0.00315654704546491,0.055825504202512,-0.0165522143016175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248621549111967,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.546320223091502,0,0,0,0,0,-0.0156814627284371,0,0,0,0,0,0,0,-0.17348322373876,0,0,0,0,0,0,0,0.0711057525762448,0,0,0,0,0,0.0959726024414989,0.0534814980023637,0,0.0654945384400672,0,0,0,0,0.0576081141714531,0,0.236476565113203,0,0,0,0,0,0.0226578932141202,-0.0797379589582337,0,0,0,0,0,0
X003816.SZ,0,0,-0.094227911452961,0,0,0,0,0,0,0,0,0,-0.000648201270202352,0.0244067134836944,0,0,0.0803212050481744,0,0,0,0,0,-0.0978744036723252,0,-0.0710661997554182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389066745193532,0,-0.0161401885472764,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.192594364504641,0.0159924880802655,0,0,0,0,0.183652340970872,0,0,0,0,0,0,0,0,-0.22373216691201,0,0,0,0.105485983982116,0,0,0.0945258133229424,0,0,0,0,0,0,0,0,0,0.0211540246574222,0,0,0,-0.0655007118416963,-0.0992469770059825,0.26370779675705,0,0.0491398413193342,0,0,0,0,0,0.0109539572611142,0.00572292304412744,0,0,0,0,0,0
X600104.SH,0.137346574430254,0,0,0,0,0.137668411654194,0,0,0,0,0.185601189554885,0,0,0,-0.0423554066604771,0,0,0,0,0,0,0,0,0,0,-0.0506595645773964,0,0.0114668129678518,0,0,0,0,0,-0.0812455696646604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963667081861844,0,0,-0.000309992681615188,0.029663423630841,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.381788661251039,0,0,0,0,0,0,0,0.0541043386116252,0,0,0,0,0,0,0.131002081951434,0,0.0941064064762021,0,0,0,0,0,0,0,0,0,0,0,0,0.0755420386860158,0,0,-0.028079764372008,0,0,0.031662737737857,0,0,0,0,0,0,0,0.0402526670405626,0,-0.0134161170780995,-0.00341038113081249,0,0,0,0,0,0
