,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X002236.SZ,X300003.SZ,X002008.SZ,X000063.SZ,X300124.SZ,X600809.SH,X600867.SH,X601877.SH,X600271.SH,X000596.SZ,X002456.SZ,X000625.SZ,X600066.SH,X600487.SH,X000100.SZ,X600566.SH,X002294.SZ,X000661.SZ,X002241.SZ,X000157.SZ,X002179.SZ,X000977.SZ,X300142.SZ,X300136.SZ,X000981.SZ,X002007.SZ,X002180.SZ,X000050.SZ,X002508.SZ,X600498.SH,X600177.SH,X000869.SZ,X600522.SH,X600779.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.1270170676213,0.148864835152287,0,0,0,0.219076942288325,0,0,0,0,0.0246707649901745,0,0,0,0,0.0280929981147214,0.039425186250823,0.0799885111353383,0,0,0,0,0,0,0,0,0,0.081748474783217,0,0,0,0,0,0,0,0,0,0,0,0.00404933997812942,0,0.0444244691108486,0,0.0299964662550357,0,0,-4.33680868994202e-19,0,-0.00327586613657025,-0.0130572935803072,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.337451335954624,0,0,0.00317036344657552,0,0,0,0.110354133207031,0.201315119654518,0,0,0,0,0.14740722258616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743492101806313,0,0,0,0,-0.00434722309161273,0,0.00223240331668452,-0.033477652336074,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0752896230857231,0,0,-8.67361737988404e-19,0,0,0,0,0,0.304119395222129,0,0,-0.0244950100513296,0.0853987593017412,0,0,0,0,0,0,0,0,0.0663365907433808,0,0.210919453327229,0,0,0.0839195131570766,0,0,0,0,0,-0.0355519445302733,0,0,0,0.165826716737656,0,0,0,0,0,0,0,0,-0.0276611585757598,0,0,0,0,0,0
X000858.SZ,0.279752018493623,0,0,0,0.00200329270726956,0,0.225245350964301,0,0.0933349547221532,0.0595301037147126,0,0,0,0,0,0.224635449656075,0,0,0,0,6.93889390390723e-18,0,0,0,0.0205691462846479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100061798851751,0,0,0.00692572557351827,0.0041582070261716,0,0,0,0,0,0
X000651.SZ,0,0,0,0.491980332512484,0,0,0,0,0.0589732176792037,0,0.0761079218650119,0,0.268922514736255,0,0,0,0,0,0,0,0,0,0,0,0,0.0412054163488742,0,0,0,0,0,0,0,0,0,0,-0.0206677536470414,-0.109146022414525,0,0,0,-0.0304321527507525,0,0,0,0,0,0.0895128693919374,0.0869595990153831,0,0,-0.0516596231397057,0.0494617218830247,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.206759829796629,0,0,0,0,0.0395664075724152,0,0,0,-0.0750414697451654,0,0,0,-0.019873047634016,-0.0759510221578727,0,0,0,0,0,0,0.167131007542539,0.182938540594625,0.112609890069301,0,0,0,-0.0192829882246639,0,0,0.0598470342928123,0,0,0,0,0,0,0,0,0.12793327628468,0,0,0,0.00145863518512367,0,0,0,0,0,0
X002304.SZ,0,0,0.0553943960478985,0.17643871635612,0,0,0,0,0.360827814898839,0,0,0,0,0,0,0,0,0,0,0.0786010602567384,0.221336682036844,0,0.0379905788328206,0.00102029447595115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471339443600676,0,0,0,0,0,0,0,0,0,0.0142905201165614,-0.0139524826039759,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576377884004761,0,0,0,0,0,0,0,0,0.0426684025459774,0.0558873627344841,0,-0.144765312101243,0,-0.138457114826477,0.0969796737679243,0,0,0,0,0.0571450115693083,0.0439998838679427,0,-0.0829847286258642,0.24704881354322,0,0.157066890756482,0,0,0.111527169368323,0.0199324862437287,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.441129872533246,0,0.00204523087163322,0.221883314991101,0,0,0,0,0,0,-0.000654051194625301,0,0.0396356558845409,0,0,0,0,0.0226007400385831,0,0,0,0,0.0910373369645286,0,0,0,0,0.0459983243361835,0,0,0,0,0,-0.104747975384933,0,0,0,0,0,0,0,0,0,0.0110848759069079,0,0,0,0,0.00304127506317032,0.0120066786602926,0,0,0,0,0,0
X000568.SZ,0,0,0,0.069703621197488,0,0.226322894257902,0.0508264182111644,0,0.307097209005468,0,0,0,0.0317097755092606,0.115726328994734,0,0,0,0,0,0,0,0,-0.0681818436597501,0,0.0613920602447853,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284235051478377,0,0,0,0,0,0,0,0,0,0,0.0713714308460528,-0.0209061098344539,0,0.0114569115472277,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,-0.212118806674979,0,0,-0.119131786802049,0,0,0.00329174157643679,0,0,-0.0610203576206776,0,0,0,0.0566329990179017,0,0,0.499845289189703,0,0,0,0,0,0,0,0,0,0.205679258679998,0.0464709416321944,0,0,0,0,0,0,0,0,0,0,0,0.3586289519717,0,0,0.0302602078191661,0,0,0,0,0.0694221109854115,0,0
X600741.SH,0,0.287024926136688,0,0.0401518171055329,0,0.016045280536222,0,0,0.214345341493842,0,0,0,0,0,0,0.0627528217263707,0.0419201214981264,0,0,0,0,0,0,0,0.0172583727860631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670639111149065,0,0.0358497906834151,-0.059750026731221,0,0,0,0,0,0
X002475.SZ,0,0.1083796067979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486781055602745,0,0,0,0,0,0,0,0,0.58680670914061,0,0,0,0,0,0,0,0,0,-0.0178102379093431,0,0,0.205061395974668,0,0.03837860565549,0,-0.0659980029645816,0,0,0,0,0,0,0,0,0,0.00638837167077923,0,0,0,0,0,0
X000338.SZ,0.0190699419587359,0,0,0,0,0,0,0,0,0.0760977135509593,0,-0.0185484337451661,0,0,0.184975527877094,0,0,0,0.0812206481243283,0,0,0,0,0,0,0,0.173087458243855,0,0,0,0,0,0,0,0,0,-0.0840917134373876,0,6.93889390390723e-18,0.158376699783277,0,0,0.113377109101243,0,0.0322928920946747,0.0972414394523406,0,0.0618054803048239,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.191391025275656,0,0,0,0,0,0,0,0.0396900061389739,0,0,0,0.158092236184689,0,0,0,0,0,0,0,0,0,-0.0722214434688837,0,0,0,0,0,0,0,0,0,0.153667700593823,0,0,0,0,0.0681292572176714,0.18377466546589,0,0,0,0,0,0,-0.137940515977724,0,0,-0.0316838541910541,0,-0.00377957898232079,9.07483925435884e-05,0,0,0,0,0,0
