,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X600031.SH,X002304.SZ,X000725.SZ,X600809.SH,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X002371.SZ,X600741.SH,X300142.SZ,X002049.SZ,X002129.SZ,X601877.SH,X000625.SZ,X000157.SZ,X002236.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002414.SZ,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002294.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.171358314359611,0,0,0,0.297710199852087,0,0,0,0,0,0,0.0631072163117096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131923246921807,0,0.0051931009145991,0,0,0,0,0,0,0,0,0,0,0.121803614171948,0,0,0,0,0.00175979685882648,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0718491266311903,0.250417791044928,0,0.435655750621022,0,0.034661193822696,0,0,0.0869342749569054,0,0,0,0,0,0,0,0,0,0,0.0183109132141362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128382500811183,0,0,0,0.0336279686880644,0.0338603709851123,0,0,0,0,0,0
X600276.SH,0.117137122481639,0,0,0,0.166338730601048,0,0,0.312115826699768,0,0.0595524855922209,0,0.02261679768898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289582009685221,0,0,0,0.0183021240944273,-0.0804666103866426,0,0,0,0.00281031657620767,0,0,0,0,0,0,0,0,0.00299016756426372,-0.0106798439887803,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321272882008673,0,0,0,0,0,0,0.113658486875848,0,0,0,0.0183635418506379,0.0776301087391051,0,0,0,0,0,0.174826657876788,0,0,0,0,0,0,0,0,0,0,0.0287127537947552,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.125135401886841,0,0,0,0,0,0,0,0,0,0,0.0909142018008821,0,0,0,0.0411949447479893,0,0,0,0,0,0,0,0,0.0775524550486096,0,0,0,0,0.216359570811194,0,0,0,0,0.0472834149660634,0,0,0,0,0,0,0,-0.0810866158178509,0,0,0,0,0,0.0126721579000759,-0.00386429437257235,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996124635446504,0,0.00698256367576847,0,0,0,0,0,0,0,0,0,0,0.158009335410809,0,0,0,0,0,0.0137300241285955,0,0,0,0,0,0,0,0,0,0,0.0768838734047625,0.0159967073988544,0,0,0.0216404655081081,0,0,-0.0471101989426924,-0.0278575699102787,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.160583636549711,0,0,-0.0923828380618857,0,0,0,0,-0.0172480661261731,0.101003215185174,0.0923577500103142,0,0,0,0,0,0,0.131892012550576,0,-0.0501483904679046,0,0,0.030651810836438,0,0,0,0,0.0197446037678447,0,0,0.00917000132567696,0,0.147766193654776,0,0,0,0,0,0,0,0,0.0238601441231182,0,-0.0303936457439578,0.0157979846904396,0,0,0,0,0,0
X000568.SZ,0,0.0222136815049443,0,0,0,0,0,0,0,0.453135798083823,0,0.209986044446787,0,0,0,0,0.0726694327696764,0,0,0.0250791384707615,0.100394057572711,0,0,0,0,0,0,0,0,0,0,0,-0.0694447579719834,0,0,0,0,0,0,0,0,0.074534710285666,0,0,0,0,0,0,0,0,0,-0.0286779213705105,0.00730328486635342,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0522485065738192,0,0,0,0,0.01096055410126,0,0,0.382864893956439,4.33680868994202e-19,0,0,0,0,0,0,0.0592858803244797,0,0,0,0,0,0.362031824494836,0,0,0,0,-0.0175603246241584,0.0222696364835337,0,0,0,0,0,0,0,0,0,0,-0.0637524558044775,0,0,-0.0150434352845952,0.0282956325547439,0,-0.0574100731617098,0,0,0,0
X002304.SZ,0,0.216377367803691,0,0,0,0,0,0.237241569213834,0,0,0,0.0745147918242512,0,0,0,0,0,0,0,0.102161202764085,0,0,0,0,0,0,0,0,0.184006140280653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386940140454108,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273442186199238,0,0,0,0,0,0,0,0,0.471143971038418,0,0,0,0,0.184913347580727,0,0,0,0,-0.0086935006546534,0,0,0,0,0,0,0,0,-0.0545976952430978,0,0,0,0.23687492460502,0,0,0,0,0,0.0226328553852829,0,0,0,0,0,0
X600809.SH,0.0843749653079324,0.310711201205843,0.0935237057020348,0,0,0,0,0.150954700925183,0,0,0,0,0,0,0,0,0,-0.0216968999060368,0,0.195242679044522,0.188446372887106,0,0,0,0,-0.00128715251745879,0.0208241695140847,0,0,0,0,0,0,0,0,0,0,0,-0.193407405890539,0,0,0,0,0,0,0,0,0,0,0,0,0.00392706162270601,0,0,0,0,0,0,0
