,X600519.SH,X600104.SH,X000651.SZ,X000858.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600703.SH,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X002008.SZ,X600487.SH,X000596.SZ,X002236.SZ,X300124.SZ,X002007.SZ,X000100.SZ,X600809.SH,X002456.SZ,X002179.SZ,X600867.SH,X600566.SH,X000661.SZ,X600498.SH,X300146.SZ,X000625.SZ,X600066.SH,X000157.SZ,X300142.SZ,X002294.SZ,X600177.SH,X002506.SZ,X600089.SH,X002180.SZ,X000977.SZ,X000981.SZ,X600372.SH,X002241.SZ,X600522.SH,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.317136760671014,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.173935832084873,0,0,0,0,0,0,0,0,0,0.135778799335467,0,0,0,0,0,0.0494290730348576,0,0,0,0,0,0,0,0,0,0.00168129550873564,0,0,0,0,0,0,0,0,-0.00162115068701955,0.00836691080878736,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0837934370608584,0,0,0,0,0,0,0.240339268571693,0,0,0,0,0,0,0.0441114169817693,0,0,0,0.249105864955793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13074398318714,0,0,0,0,0,0,0,0.0196563931396142,0,0,0,0,0,0,0
X000651.SZ,0.175840023965243,0,0,0,0,0,0,0,0,0,0,0,0.255516168881801,0,0,0,0,0,0,0.0146114798498287,0,0.0754765473735028,0,0.115545975557335,0,0,0.0369891723291414,0,0,0.0455725425247163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372809488060631,0.00364985821980666,0,0,0,0,0,0
X000858.SZ,0,0.161848558340561,0,0,0,0,0.0537777419064047,0,0,0,0,0,0.296938727815236,0,0,0,0,0.00426799725998425,0,0.0209247538003381,0,0,0.0558463151169191,0,0,0,0.0938818884460088,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177791390229152,0,0,0,0,0,0
X002415.SZ,0,0.016699954948277,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145396321337681,0,0,0.570095430217341,0,-0.0348275684311711,0,0,0,0,0,0,0,0.0988490744799906,0,0,0,0,0,0,0,0,0,0.0737992865656556,0,0,-0.0850260041613781,0,0,0,0,0.186733695715476,0.0277977040424072,0.0835053944482136,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0169375267507818,0,0,0,0.0339870296532741,0,0,0.244979749979423,0,0,0,0,0,0.227438204292852,0,0.197354377342689,0,0,0,0,0,0.0353362877258792,0.0505400985490441,0,0.232323170552219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233861536016241,0.0297368698148258,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0956535835533973,0,0,0,0.136508540719815,0,0,0.677188195455608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220492419769788,0,0,0,0,-2.16840434497101e-19,0,0.0138771807481552,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0282761070800984,0,0,0,0,0,0.0852167751657172,0,0,0,0.0377745797317646,-0.0432247499023401,0,0,0,0.324654059708558,0,0,0,0,0,0.0694140421909115,0.140971542424838,0,0,0,0,0,0,0,0.0807965849266075,0,0.051198014115233,0,0,0.187992835620249,0,0.240839528175839,0,0,0,0.00485046938305646,0.0358799191593339,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.166813348298959,0,0,0.113255636570924,0,0.0440260151214958,0,0,0,0,0,0.366330237399545,0,0,0,0,0,0,0,0,0,-0.0558009614622576,0.167283811015263,0,0,0,0,0,0,0,0,0.124255830209864,0.0724601328656298,0,0,0,0,0,0,-0.0117939733174839,-0.0550978959399943,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.000669092223238627,0,0,0,0,0,0,0.197232875284303,0.154727316128829,0,0,0,0,0,0.35933996262582,0,0,0,0,0,0.129917089539283,0.164656767161637,0,0,0,0,0,-0.116060951202525,0,0,0,0,0,0,0,0,0.199682271426908,0,0,0,0,0,0,0,0,0.0196479659700751,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0694410497785458,0,0.0780196686462038,0,0,0,0,0,0,0,0,0,0,0.0911650142067182,0,0,0,0,0,0,0,0,0,0,0.0459867409810244,0,0,0,0.0610743448806223,0,0.00626019696610978,0,0,0,0,0,0,0,0,0,0.111741795026195,0,0,0,0,0,0.00298759894988548,0.0282796962794111,0,0,0,0,0,0
X000338.SZ,0,0.190467291698132,0.191706172349279,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0297288487761119,0,0,0,0,0,0,0,0.0259218420472443,0,0,0,0,0.236467482167921,0,0,0,0,0,0,0,0,0,0,-0.0138980212979898,0,0,0,0,0,0,0,0.073477053739164,0.107047234893178,0,0,0,0,0.00854887733370879,0.00294113390966293,0,0,0,0,0,0
