,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X000338.SZ,X002085.SZ,X600118.SH,X000157.SZ,X600177.SH,X002292.SZ,X000559.SZ,X600372.SH,X002007.SZ,X600867.SH,X300124.SZ,X300003.SZ,X002074.SZ,X002294.SZ,X002180.SZ,X002506.SZ,X600498.SH,X600089.SH,X600522.SH,X601877.SH,X002426.SZ,X002508.SZ,X002465.SZ,X000981.SZ,X600566.SH,X000050.SZ,X000550.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.16676097930928,0,0,0.159457414795973,0,0,0,0,0,0,0,0,0,0.0520582464838618,0,3.46944695195361e-18,0.102205500429979,0,0.0158195935266297,0,0,0.0303457212090818,0,0,0,0,0,0,0,0.131457602273443,0,0,0,0,0,0,0,0,0.167262365863658,0,-0.089028783373188,0,0,0,-0.0355201761620189,0,0,0,0,0.0460419650330725,0,0,0,0,0,0,0
X600104.SH,0.151025593147081,0,0,0,0.0446797731425767,0.0287599227202692,0,0,0.182877320147811,0.123509909769986,0,0,0.226053713734309,0,0,0,0,0.088343960249868,0,0,0,0,-0.0906276478344467,0,0,0,0,0,0,0,0,0,0,0,0,0.00576787133995085,0,0.0210055841859671,0,0,0,0,0.0877855753450272,0,0.108106443541644,-0.14803084308644,0,-0.109721575013519,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0192918306126885,0,-0.296311499397676,0.227200811149682,0,0.30963928848339,0,0,0,0.0729538673819326,0,0,0,0.0738702591405734,0.00233349570499526,0,0,0,0,0,-0.123964668261217,0,0,0,0,0,-0.12311450487224,0.247605029383535,0,0,0,0.148628520144952,0,0,0.329369363685418,0,0.0637895832856398,0,0,0.0132148665133643,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,-0.00131888598822823,0,0,0,0,0,0,0,0,0,0,0,-0.0314938242275793,0,0,0,0,0,0,0,0.00921531384917685,0,0,0,0,0,0,0,0,0,0,0.0592050592450149,0,0,0,0,0,0,0.164676215944783,0.0704369870626143,0,0.134142302830833,0,0,0,0.0575252918041352,0,0,-0.0521217975489189,0.0927405012810529,-0.0410358006443838,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0189551812953598,0,0,0,0,0.162694982358346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174408393969676,0.0691832906509025,0,0.0517505354313009,0,0.147058567065624,0,0.0624658861327933,0,0.0353597944697385,0,0.118906201139518,0,0,0,0,0,0,0,0,0,0,0.00120169579957199,2.16840434497101e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247513275685371,0,0,0,0,0.0424403362062975,0,0,0.00867112428665264,0,0,0,0,0,-0.115674512491405,0,0,0.0495447373837778,0,0.141886494807998,0.159120824152602,0,0,0,0,0,0.0876479606899878,0,-0.0532049689140927,0,0.0620105062278151,0.207658326059258,-0.111953501697041,0,0,0,0,-0.0269991285326207,0,0,0,0,0,0
X002304.SZ,0.346508516910237,0,0,-0.00511263719495352,0.180469962515915,0,0,-0.0345582558798865,0,0,0,0,0.0506225776406405,0,0.034079327448662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00801900372060002,0.205649741070494,0,-0.00974695460643163,-0.00993989142898238,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.146273531936379,0,0,0,0,0,0,0,0.0732286603604749,0,0,0.0480245877839094,0,0,0,0,0,0,0,0.0998191498625493,0,0,0,0,0,0,0.0833231025671511,0,0,0,0,-0.0320200923984091,0,0.036754863953072,0,0,0.121187540841645,0,0,-0.0366900690855765,-0.0140944932394036,-0.11103110022289,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.127328206135976,0,0,0.0311145343684801,0.164576546616555,0,0,0,0,0,0,0,0,0,0,0.0410018670243697,0,0,0,0,0,0,0,0,0,0,0,0,0.00575047508232699,0,0,0,0.0398201879809929,0,0,0.0698039878971855,0,0,0.0650655209726322,0,0,0,0,0,0,0
X000063.SZ,0,0,0.039656087690312,0,0,0,0,0,0,0,0,0.0459867042096795,0,0,0.108478077534306,0,0,0.0218990291442581,0,0,0,0.0218077199902774,0,0,0,0,0,0.0377386014859661,0,8.67361737988404e-19,0,0,0,0,0,0,0.0497341330487316,0,0,0,0,0,0,0,0,0,0,0.11881743339574,0,0,-0.0166491743662438,0,0,0,0,0,0,0
