,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002371.SZ,X000596.SZ,X002007.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X300003.SZ,X600183.SH,X300014.SZ,X600741.SH,X300124.SZ,X000977.SZ,X601877.SH,X000157.SZ,X002129.SZ,X000625.SZ,X600584.SH,X000800.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X000066.SZ,X002463.SZ,X002456.SZ,X002179.SZ,X300136.SZ,X600118.SH,X600522.SH,X002185.SZ,X600498.SH,X000021.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.199945892079053,0,0,0,0,0,0,0,0,0,0,0.0151071360668506,0,0,0,0,0,0,0.159879147619487,0,0,0,0,0.0402964936218338,0,0,0,0,0,0,0,0,0.0488302870653951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157143642388995,0,0.0710821870063666,0.0663196272778669,0.00357717281144442,0,0,0,0,0,0,0
X000858.SZ,0.135411608848116,0,0.0378138083990223,0,0,0.0182447795236411,0.0714807102858274,0,0,0,0,0,0,0.320898972044868,0.326704914955247,0,0,0,0,0,0,0.101946565290474,0,0,0,0,0,0,0,0.00663629327492442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11198834907421,0,0,-2.71050543121376e-20,0.00501438747973281,0,0,0,0,0,0
X600276.SH,0,0.111422695226908,0,0,0,0,0,0,0,0,0,0.203579886360091,0,0,0.0528176954853604,0,0,0,0.0175035468457543,0,0,0,0,0.00879877737667829,0.109647932548731,0,0,0,0,0.0507079096153813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170853121368202,0,0,0,0.165545299950261,-0.0123334055003891,-0.0131412711784039,0.00133970475520628,0,0,0,0,0,0
X000651.SZ,0,0.102063726680275,0,0,0,0,0.0367834119286575,0,0,0,0,0,0,0,0.0665292425597997,0,0.367564312003181,0,0,0.0338127636927905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381718428258127,0,0,0,-0.042498210298056,0,0,0,0,0,0,0,0.032851274171735,0.0758035249767628,0.0142581508608867,0.046247358845041,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0353096138878495,0,0.00840726855843389,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0730718583852046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732712766858293,0,0.201692694724442,0,0,0,0,0,0,0,0.16259477329552,0,0,0.215984781897032,0,0,0,0.0127431715656706,0.0303294505339383,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093611110286742,0,0,0,0.17071952787413,0.182313926854137,0,0,0,0,0,0.277308841567902,0,0,0,0,0,0,0,0,0,0,0,0.165865177363069,0,0,0,0,0,0,0.00301061227444179,-0.0360748726407338,0,0,0,0,0,0
X600104.SH,0,0.0747307968567894,0,0,0,0.00224545621394617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108263589572568,0,0,0,0,0.117557334856359,0,0,0.341871932654754,0,0.138406195510364,0,0,0,0.027422465076896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442740683738559,0,0,0,0.016779183666384,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215233625726963,0,0,0,0,0,0,0.298099136276936,0,0,0,0,0,0,0,0.19517926657706,0,0,0,-0.0844411431755726,0,0,0,0,0,0.322314012670463,0,-0.0981145506773173,-0.0283190484378903,0.24575240811063,0,0,0,0.0132775514339678,0,0,0,0,0,0,0
X002304.SZ,0,0.214528017050829,0,0,0,0,0,0,0,0.0734194808209067,0,0,0,0,0,0.122977232803161,0.0692263597451683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595573270883309,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,1.73472347597681e-18,0,0,0,0.162505912800962,0.0050182706666999,0,0.0694925418924488,0,0,0,0,0,0.0547100292528972,0,0,0,0,0,0,0,0,0,0,0.168511581497037,0,0.116660324930433,0,0,0,0,0,0.0310536429376065,-0.00355623587673685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067974333480467,0.0314347917729123,0,0,0,0,0,0
