,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X000625.SZ,X600031.SH,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X600809.SH,X002008.SZ,X600487.SH,X300136.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600089.SH,X002294.SZ,X002085.SZ,X600867.SH,X600699.SH,X600498.SH,X000596.SZ,X600271.SH,X000157.SZ,X600177.SH,X000050.SZ,X600566.SH,X600118.SH,X000559.SZ,X600584.SH,X600707.SH,X300115.SZ,X300142.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.226205175861298,0,0,0,0.0983704501654651,0,0,0,0,-0.108914242141129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573094706286789,0,0,0,0,0,0,0,0,0,0,0,0.0641462723223291,0,0.0987999446523458,-0.0852445238808867,0.0143638712083292,0,-0.0365538088840323,0,0,0,0.030938984030082,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0437011409441722,0,0,0,0.00103843607613784,0,0,0,0.311950608309019,0.08527718036785,0,-0.185970548407592,0,0,0,0,0,0,0,0,0,-0.00777515389254014,0,0,0,0,0,-0.117988883991268,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265152352252401,0,0,0,0.0403538994885372,0,-0.0497924739504188,0.0567541636522393,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.166372988917623,0,0,0.0182237533135824,0,0,0,0,0,0,0,0.149182415073607,0,0.0803226534763967,0,0.11959246458005,0.0196495753035416,0.0579642491036314,0,0,0,0,0.0393431841959618,0,0,0,0,0,0,0,0,0,0,0,0.0343657708097339,0,0,0.0575086984005341,0,0.00099570544197343,0.00406431013592433,0,0,0,0,0,0
X000858.SZ,0.0739477572196098,0,-0.0652046382580234,0,0,0,0,0.0556484347295047,0,0,0,0.376406941660306,0,0,0,0,0,0,0,0.113795387333591,0,0.0785020518517659,0,0,0.176372927635641,0.00150266232062247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0784962322234536,0,0,0,0,-0.0159254896069929,0,-0.0216210228135854,0.0100422757670199,0,0,0,0,0,0
X000651.SZ,0,0.114536497458557,-0.102784130661706,0.15615745066363,0,0,0,0,0,0,0,0,0.0769273112752632,0,0,0,0,0,0.123894001056131,0,0,0,0,0,0.00467129734318912,0,0,0,0.100372491484795,0,0,0,0,0,0,0,0,0,-0.0477036545422149,0,0,-0.0137987475604374,0,0,0,0,0,0,-0.0125503789911135,0,0,0.016182619576225,0,-0.0615344805693316,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.200318408369561,0,0,0,0,-0.0826388990883067,3.46944695195361e-18,-0.111923549174248,0,0,0,0,-0.0486759886092235,0.118844541720041,0.0324020950269689,0,0,-0.091974273110622,0,0.263483519811472,0,0,0,0,0,0,0,-0.107997453328041,0,0,0,0,0,0,0,0,0.261953024615023,0,0.0516079508299587,0,0,0,0,-0.00896734932575985,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0118919789250138,-0.0272813611543099,0.154599385634603,0,0,0,0,0,0,0,0,0,-0.0764088058713501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109609926389607,0.148546157413655,0,0,0,0,0.0831518134398454,0,0,0,-0.0417844750906962,0,0.0260471607368394,0.0282271848563465,0,0,-0.0204746159983956,0.0118778775780878,0,0,0,0,0,0
X002304.SZ,0,0,-0.0385337582075258,0.363153163232138,0,0,0,0,0,0,0,0.070335089386552,0,0,-0.152740153975353,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161859236508813,0,0,0,0,0,0.0231260573835653,0,0,0,0,0,0,0,0.0170285776722873,0,0,0,0,0,0.104645794986486,0,-0.0626932867568687,0,-0.0427708633684281,0.0534739153376691,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.347741546584527,-0.143207284115915,-0.192868382531329,0,0,0,0,0.178002456883367,0,0,-0.0766189632421734,0.0889482499440809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109495719391139,0,0,0,0.117904562106465,0,0,0,0,0,-0.0728707733228554,0.0910324824312494,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,3.46944695195361e-18,0.171823148354656,-0.134515466581583,0,0,0.205636114507565,0,0.0411752313359472,0,0,0,0,0,0,0,0,-0.246553175505854,0,0,0,0,-0.08074603212474,0,0,0,0,0,0,0,0,0,0.122472732486354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712428297884149,0,0,0,0,0,0,0
X600690.SH,0,0.0403064056190461,0,0,0.10648811481312,0,0.100865839975896,0,0,0.0507823920815658,0,0,0.0823047961853218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276631317909955,0,0,0,0,0,0,0,-0.0908342494965006,0,0,0,0,0,0,0,0,0,-0.170489882952557,0,0.0443561315589786,0,0,0,0,0.0139023348685039,0,0,0,0,0,0
