,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002475.SZ,X600031.SH,X000568.SZ,X002236.SZ,X000100.SZ,X600271.SH,X002456.SZ,X002085.SZ,X600118.SH,X600177.SH,X000338.SZ,X002292.SZ,X000157.SZ,X002007.SZ,X002180.SZ,X600372.SH,X000559.SZ,X300003.SZ,X600867.SH,X300124.SZ,X002294.SZ,X002426.SZ,X002074.SZ,X002506.SZ,X600498.SH,X601877.SH,X600089.SH,X600522.SH,X002508.SZ,X002465.SZ,X000050.SZ,X600566.SH,X300115.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.150794586636229,0.00930095643550679,0,0.12240465707843,0,0,0,0,0,0.0384180368462851,0,0,0,0.0679310539309288,0,0,0.133038492589033,0,0,0,0,0,0,0.064299649671882,0,0,0,0.10389354284956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118969124990428,0,0,0,0.0894565330970671,-0.00156624257612393,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.155940602295655,0,0.0457161962042383,0.0711439790063675,0,0,0.0210233366728657,0,0,0,0,0,0,0,0,0,0.180614883910336,0,0,0,-0.0122604444799703,0.0206496356988577,0,0,0,0,0.115924580566016,0,0,0,0,0.0716227647242734,0,0,0,0,0,0,0,0,0,0.124163258525203,0,0.0367797807941325,-0.060845946729919,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.150188681068167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137955623084184,0,0.17083809149076,0.176832378461678,0,0,-3.46944695195361e-18,0.0337527529012412,0,0,0,0,0,0,0.0348778933549282,0,0,0,0,0,0,0.529636652731606,0,0,0,0,0,0.0710046822865177,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158651488323629,0,0.0202862235698864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132111597563701,0,0.0727510068723662,0,0,0,-0.0850271613349737,0,0,0,0,-0.115023889008057,0.11333195322274,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.102211565394934,0,0,0,-0.0424852086189016,0,0,0.563144696456544,0,0,0,0,0,0,0,0,0,0,0.0409717339811322,0,0,0,0,0,0,0,0,0.187346200867649,0,0,0,0,0,0.0875291331504962,0,0,0.00808954362828302,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.00237657525960421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665232665341165,0,0,0,0,0,0,0,0.0862567100414549,-0.0250288090214347,0,0,0,0,0.177927140905157,0,0.0238067035336355,0,0.0307809219486724,0.0948613814831746,0,0,0,0,-0.175187022428619,0.213530493144978,0,0,0,0,-0.0305133947379788,-0.0374484920858334,0,0,0,0,0,0
X002304.SZ,0.161964014842101,0,0,-0.0844173222487262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121904324042447,0,0,0,0,0,0,0,0,0,0,-0.0170213539919646,0.0890792108317627,0,0.0979004046767332,0,0,0,0,0,0,0,0,-0.0255968238630339,0,0.139839944464256,0,0,0,0.0184244215898363,0.0138238475971029,0.134158848161916,0,0,0.0158061222554513,0.0534382766188774,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.100169137784195,0,0,0,0.133413479814029,0.134903887422873,0,0,0,0,0,0,0,4.33680868994202e-19,0.0166418035050762,0,-0.0207880100916569,0.0266162689920746,0,0,0,0,0,0,0,0,0,0.0327469802475839,0,0,0,0,0,0,0,0.0124122758443648,0,0,0,-0.101922373056579,-0.0201812752330291,0,0,0,0,0,0
X000625.SZ,0,0.0244499959446865,0,0,0,0,0,0,0,0,0,0,-0.0421609218765942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161864594070174,0,0,0,0,0,0,0.142630656683161,0,0,0,0.0888197600944033,0,0.0402031850673138,0,0.0242967266758234,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581052248820988,0,0,0,0,0,0,0,0.0564004032674092,0.0267680820806911,0,0,0,0,0,0,0,0.122093169734348,0,0,0,0,0.194670973900783,0,0,0.21365909590039,0.0234317154313773,0,0.0146283524188247,0,0,0.0300099070640291,0,0.0316862559748591,0.0285052278249107,0,0,0,0,0,0,0,0,0,0
