,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X002371.SZ,X000063.SZ,X002129.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002049.SZ,X000625.SZ,X002179.SZ,X601877.SH,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X000661.SZ,X002180.SZ,X600702.SH,X002074.SZ,X000157.SZ,X600522.SH,X002236.SZ,X000799.SZ,X000733.SZ,X600884.SH,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X002007.SZ,X000977.SZ,X601799.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.497773346473687,0,0,0.0318938348685141,0,0.0674381560320918,0,0,-0.0197473844019332,0,0,0,0,0,0,0,0,0,0,0,0.108818409958615,0,0,0,0,0,0,0,0,0,0,0,0,0.0501460918034503,0,0,0,0,0,0,0,0,0,0,0.0550339054789667,0,0,0,0,0,0,-0.0148718544897911,0,0,0,0.00138985146156007,0,0
X000858.SZ,0.246650480709684,0,0,0,0.0996716528522692,0.0224315223296026,0.136737196873116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0858868781315375,0,0,0,0,0,0,0,-0.0298872032016324,0,0,0,0.0749451629799328,0,0,-0.0167688691529269,0,0.0861462548817454,0,0,0,0,0,0,0,0.03279083099121,0,0,0,0.0305545369959655,-0.0237964590062591,0,0,0,0,0,0
X002415.SZ,0,0.0148350143223588,0,0.0498728844228164,0,0.122036616688108,0,0,0,0,0,0,0,0,0,0,0,0.0731277850434612,0,0,0,0,0,0.0580131822920435,0,0,0,0,0,0,-0.183375409111036,0,0,0,-0.059349271008596,0,0,0,0,0,0,0.0709634351493997,0,0,0,0,0,0.0187058286135753,0,0,0,0,0.00347580586369365,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.279985917862579,0,0.0922380460256061,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.410665012792064,0,0,0.0460252001970313,0,0,0,0,0,0,0,0,0,0,0.106364728012767,0,0,0,0,0,0,0,0.0983306002073279,0,0,0.106074633212463,0,0,0,0,0,0.00921099955249902,0,0,0,0,0.0181813343694902,0,0
X000568.SZ,0.261683863658419,0.0797641197739229,0,0.0404377759669442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262923450247862,0,0,0,0,0,0,0,0.0108335948612466,-0.0259337616594194,0,0.125791998044136,0,0,0,0,-0.1042476863139,0,0.0636960372114684,0,0,1.73472347597681e-18,0,0,0,0,0.0463245625520636,0,0,0,0,0.0299735398224983,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308781511034885,0.253569363152169,0,0,-0.0263849089494789,0,0,0,0,0,0,0.0221263486938177,0,0,0,0,0,0,0,-0.0855041659335908,-0.152039984201792,0.0946317377936952,0,0,0,0,0,0,0,0,0,0,0.16954942179501,0,0,-0.0474946020654107,0,0,0,0,-0.0335169794934575,0,0
X002304.SZ,0,0.142715718942829,0.0539559451629673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132442298278993,0,0,0,0.18755250087225,0,0.0883126436982971,0.0139041393253251,0,0,0,0,0,0,0,-0.0233870999544856,-0.0554041889870566,0,0,-0.00244862722553167,-0.0271771641322911,0,0,0,0,0,-0.0765821891436371,0,0,0,0,0,0,0,0.00367074712268009,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0875666528686583,0,0,0.315146200345301,0,0,0,0,0,-0.227418784217992,0,0,0,0.172225298075294,0,-0.0191121083045045,0,0,0,0,-0.0851988292126977,0,0,0,0,0,0,0.050662414834945,0.0562669190861372,0,-0.0371783227018595,0,0.0341431458616576,0,0,0,0,0,0,0,0,0.142005821474736,0,0,0,0,-0.0295487343113735,0,0,0,0,-0.0245205674838268,0,0
X600690.SH,0,0.10192058929713,0,0,0,0,0.00800619216653616,0.163436620664102,0,0,0,0,0,0,0,0,0,0,0,0,0.282299028701834,0.0610790065799228,0,0,0,0,0,0,0,0,0,0,0,-0.0747914528299912,0.0549491323870851,0.205243288449789,0,0.0423506649502174,0,0,0,0,0,0,0,0.0457036378300232,0,0,0,0,0,0,-0.000961145491308308,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0841951751146648,0,0,0,0.00476138518817061,0,0,0,0.0857749537468283,0.203408972906532,-0.103715213506008,0,0,0,0,0,0.0246540225206796,0.00372012206291448,0,0,0,-0.0741982832843765,-0.0126027549002762,0,0,0,0,0.104004008055561,0,0,0,0,0,-0.0275445041749437,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00746585107474633,0,0,0,0,0.0174666078693408,0,0
