,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X000338.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002456.SZ,X002241.SZ,X600487.SH,X600066.SH,X002008.SZ,X000100.SZ,X300124.SZ,X600809.SH,X300136.SZ,X002508.SZ,X002294.SZ,X300003.SZ,X600522.SH,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X000157.SZ,X000596.SZ,X600177.SH,X002179.SZ,X600498.SH,X600699.SH,X600566.SH,X002129.SZ,X000661.SZ,X600118.SH,X600584.SH,X002180.SZ,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0214990426388892,0,0.592504538881543,0,0,0.246514514479921,0.0908965455347099,0,0,0,0,0,0,0,0,-0.117027454823583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466581074809213,0,0.0852843486233706,0,0,0,0,0,0,0,0,-0.0254287301919855,0.0474773498245805,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0997665366902281,0,0,0,0,0,0,0,0.0187637229449683,0.103472135053415,0,0,0,0,0,0,0,0.00430529719234298,0,0.0224710866659405,0.167535356016635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0770253243418644,0.0927592315527084,0.0601816355931605,0,-0.0258342720166758,0.0172507924383968,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0184732898088916,0,0,0,0,0,0.14557594715103,0,0.0363205202526367,0,0.00710574650937451,0.202418005267168,0,0.325518311923683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141451621965098,0,0,0.0165857950619473,0,0,0,0.119279270471176,0,0.0870850072365867,0,0,0,-0.00833075051398453,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.172799573458749,0,0,0,0.45724482093728,0,-0.0193328876601495,0,0.0795569397688542,0,0,0,0,0,0.0313424456364,0,0,0,0,0.137371370371715,-0.0309787999478313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142056733442044,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.147143648577896,0,0,0,0,0.0329662439817007,0,0,0,0.0315728677700446,0,0,0,0.0201853075551031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556879293377052,0,0.0505777329716212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10443930378022,0.130811809153277,0,0.00256944597629904,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.114353943454172,0.429543832956704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208561132335032,0,0,0,0.188764962238638,0.127937053458029,0,0,0.0463644948305588,0,0,0,0,0,0,0,0,0,0,0,0,0.136365121539249,-0.317326129991363,0,-0.0826360379768883,-0.0799453991610725,0.148953783893112,0,0,0,0,0,0
X600276.SH,0.156665449420146,0,0,0,0,0,0,0.0638622925713667,0,0.123106901304261,0.143253900509721,0,0,0,0,0,0.143391479170686,0,0,-0.190963611216654,0,0,0,0,0,0.118496660088179,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0319514645290205,0,-0.0244623726127304,0.0591741058206541,0,0,0,0,0,0
X002304.SZ,0.276691803471905,0,0,0.207916192413118,0,0,0,0,0,0,0,0.167802467899425,0.0785748352758555,0,0,0,-0.0100539801726857,0,0,0,0,0,0,0.00778029501044239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966058020381205,0,-0.011563404737858,0,0,0,-0.00935539109311474,-0.0085034993307879,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.107536011593115,0,0.268513125190351,0,-0.0450037141342322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301173333475716,0,0,0,0,0,0,0,0.131041790110795,0.293332093927472,0,0,0,0,0,0,0,0,0.174974966936252,0,0,0,0,0,0.379908337391211,0,-0.0359093733328959,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.187655190287256,0,0.0150046740355445,0.343635842073288,0,0,0,0,0,0,0,0.0401230520644407,0,-0.0581241252351701,0,0,0,0,0,0,0,0,0.237496795498809,0.0741779288057559,0,0,0,0,0,0,0.0572410855676527,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206415286927675,0,0,-0.0371961561132894,-0.120167447943259,0,0,-0.0116699469879459,-0.0118242416086344,0,0,0,0,0,0
