,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002241.SZ,X002456.SZ,X300136.SZ,X601877.SH,X600487.SH,X002008.SZ,X600066.SH,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X600271.SH,X300003.SZ,X002294.SZ,X002085.SZ,X600867.SH,X600089.SH,X000981.SZ,X600498.SH,X600699.SH,X000157.SZ,X600177.SH,X300142.SZ,X000596.SZ,X000050.SZ,X002180.SZ,X600118.SH,X600566.SH,X600584.SH,X000661.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.305571876818432,0,0,0.201304568352039,0.123499174900004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989064296589718,0,0,0,0.0578109037597732,0.0961704729884006,0,0,0,0,0,0,0,0,0,0,0,0.0463629075389613,0,0,0,0,0.0052868231851552,0,0,0,0,0,0,0,-0.00237030247023129,0.0274914556709976,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.349909921844247,0,0,0,0,0,0,0.0675517198194377,0,0,0,0,0.0970547471287584,0.183158483178795,0.0473971323371638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344322901820016,0,0,0.113441036876845,0,0,-0.0765708329698028,0,0,0,-0.0445346350874115,0.0451053571251976,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.000496918120321335,0,0,0,0.2789242779258,0,0,0,0,0,0,0.00241456466647853,0.128877374501289,0.307994523125906,0,0,0,0,0.0776854350308166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188609732972767,0.0892289007457602,0,-0.0179283483646056,0,0,0,0,0,0,0
X000858.SZ,0.0354141737990805,0,0,0,0.0604204397819231,0,0,0.099492918616412,-0.00161201995237901,0,0,0.287600016524291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256821490796955,0,0,0,0,0,0,0,0,0,0,0.0506275396586789,0,0,0,0,0.0857224319712864,0,0,0,0,0,0,0,0.000874906901752247,0,0,0,0,0,0,0
X000651.SZ,0,0.183926052021692,0,0.0578212449231133,0,0,0,0.0627859998090736,0.0492547028491748,0,0,0,0,0,0.0251174252101651,0.0075322546580133,0,0,0,0,0,0,0,0,0,0,0,0.021972591926767,0,0,0,0,0,0,0,0,0,0.00398471038757144,0,0,0,0.102788042558464,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.325648456716822,0,0,0,0,0,0,0.0438797851503736,0,0,0,0,0.152866964062726,0.174353667212256,0,0,0,0,0,0.0116247879762407,0,0,0,0.00314476511395576,0,0,0.281055089430625,0,0,0,0,0,0,0,0.112073506371211,0.111491419820858,0,0,0,0,0,0,0,0,0.0630164153319226,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.110520232978658,0,0,0,0,0.263938021675029,0,0,0,0.0864972475542215,0,0,0,0,-0.256175685210426,0,0,0,0.091993777222739,0,0,0,0.0127853383056216,0,0,0,0.0970664731057262,0,0,0,0,0,0,0,0,0,0.107894839599092,0,0,0,0,0,0,0,-0.0519344341987316,0,-0.0416668476952147,0.0281283288985778,0,0,0,0,0,0
X002304.SZ,0.0955794245456665,0,0,0.348241784161974,0,0,0,0,0,0,0,0.017431881467941,0.194714797200616,0,0,0,0,0,0,0,0,0,0,0.015167870385093,0,0,0,0,0,0,0,0,0,0.133106591953358,0,0,0,0,0,0,0,0,0,0,-0.0365714097993877,0,0,0,0.0276254164856982,-0.0196609526089824,0,0,0.0253624781616612,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.367144292105325,0,-0.0461823117147819,0,0,0,0,-0.0389884432881817,0,0.0536098392671252,0,0,0,0,0,0,0,0,0,0.0527786522489151,0,0.253300095737558,0,0,0,0,0,0,0,0,0,0,0.0888100482784843,0,0,0,0,0,0,0.0550088641237502,0,0,0.334925820782154,0,0.110464649923869,0,0,0.00882841396371098,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0757674571803654,0,0,0,0,0,0.140012085433348,0.0840269231946558,0,0,0.114635319631661,-0.131577804390967,0,0,0.122714225348437,0,0,0,0,0.0544880585394506,0,0.0611928119215934,0.227258580668768,0,0,0.102708096930671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199028099331857,0,0,0,0.0120115219975241,0,0,0,0,0,0,0
