,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X002304.SZ,X000725.SZ,X600031.SH,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X600703.SH,X000338.SZ,X002241.SZ,X002007.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X300014.SZ,X000596.SZ,X600183.SH,X600741.SH,X300124.SZ,X300003.SZ,X000977.SZ,X002129.SZ,X002236.SZ,X601877.SH,X000625.SZ,X000800.SZ,X600584.SH,X000157.SZ,X300136.SZ,X002456.SZ,X002049.SZ,X002463.SZ,X002414.SZ,X002179.SZ,X000066.SZ,X002185.SZ,X002008.SZ,X600118.SH,X002180.SZ,X000021.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.121297423709604,0.0814522648188057,0,0,0,0,0,0,0.0229504701482572,0,0,0,0.0503199669424135,0,0.105663795709262,0,0,0,0,0,0.0342980237071724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675687222821929,0,0,0,0,0,0,0,0,0,0,0,-0.00454182614011778,0.000846988413668183,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0439640090633446,0,0,0,0,0.00928205046047677,0,0,0,0.379261426187947,0.0271100315811095,0,0.0334052447882579,0,0.0293347597847388,0,0,0,0.174341688893116,0,0,0,0,0.0538682867597782,0,0.0397148929796571,0.0561833391609336,0,0,0,0,0,0,0,0,0,0,0,0,0.0891343536809949,0,0,0,0,0,0,0,-0.013330240528307,0.01948691747603,0,0,0,0,0,0
X600276.SH,0,0.0535838477344395,0,0,0,0,0,0,0.419107179655304,0,0,0,0,0,0.0605771226818466,0,0,0,0,0,0,0,0.116376570253775,0,0,0.255106224573031,0,0,0,0,-0.00066111643437141,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0123557631881632,0.00382832506696853,0,0,0,0,0,0
X000651.SZ,0,0.033905358490401,0,0,0,0,0,0,0,0,0,0.181705739672652,0,0,0,0.2013509734625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634747008257493,0,0,0,0,0,0,0,0,0.0731325574464971,0,0,0,0.0582169059201471,-0.0139668521453137,0.0517329385966651,0,0,0,0,0,0.00119637535384872,0.00108407893950276,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074833375227156,0,0,0.0412944511594493,0,0,0,0,0.0446008623856446,0,0.0887909085323019,0,0,0,0,0.0981594880950315,0,0,0,0,0,0,0,0.280747634526939,0.13597976341617,0,0,0,0,0,0,0,0,0,0,-0.00596335892348064,0,-0.0218680429294304,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.101053075088694,0,0,0,0,0,0.0419503713733199,0,0,0,0.0625994221772464,0,0.013891565566449,0,0,0,0,0,0,0,0,0,0,0,0.279723589965192,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.101346968771453,0,0.0452875574943811,0,0,0,-0.00476744161269011,-0.00306693131737641,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0108909237667087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373428426824475,0,0.0896025877300415,0.00316745470983853,0,0,0,0.428051037699091,0,0,0,0,0,0,0,0.0535407962899962,0,0.0847061537987468,-0.0171942737520846,0,0,0,0,0,-0.0473192364355549,0.00327617504384606,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.169544825824056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357749547905779,0,0,0,0,0,0,0,0,0,0,0.232557742613517,0,0.0117449320943374,0,0,0,0,0,0,0,0,0,0,-0.0475108849478233,0.23034696166788,0,0.160170585036302,0,0,-0.0318159316518383,0.0257016105057776,-0.0335474238999786,0,0,0,0,0,0
X000661.SZ,0,0,0.126147389761115,0,0,0,0.05928978075425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022836788979713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755354671573579,0,0,0,0,0,-0.0235704290979746,0.117565654812377,0.263174182479149,0.0453110922880027,0.00875516288195996,-0.00315019757309875,0,0,0,0,0,0
X002304.SZ,0.0862305816654876,0.21484281512572,0,0,0.132160444110955,0,0,0,0,0,0,0,0,0.0477014779524652,0,0.0530623314572633,0.0184727299042259,0.123770542199587,0,0,0.0391210206908892,0,0.00930713784034982,0,0,3.46944695195361e-18,0.0489352703643515,0,0,0,-0.03117985217265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390428293590106,0,0,0.0101424628528987,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0920743522075339,0,0,0,0,0,0,0,0,0,0,0,0,0.162176227058856,0,0,0,0.413369708176252,0,0,0,0,0.165362957985276,0,0,0,-3.46944695195361e-18,0.076924401219317,0,-0.0873680048871911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117287324924525,-0.0684388517428497,0,0.00312375351643256,0.0046588293655141,0,0,0,0,0,0
X600031.SH,0,0,0,0.0467458643345489,0,0,0,0,0,0.0496287455196803,0,0,0,0.0226941085495558,0,0,0,0.0491883734602087,0,0,0,0,0,0.0751251892849343,0.067197513221513,0,0,0.0791338488282771,0,0,0,0,0,0,0.0555432466970712,-0.152321287533417,0.346459986438501,0,0,0.0413286119558814,0,0,0,0,0,0.114468096485303,0,0,0,0,0,-0.0163664978671227,0.00680290214499821,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.0241395907615746,0,0,0,0,0,0.0956058723481687,0,0,0,-0.00361941082780127,0,0,0,0,0,0,0,0,0,0,0,0.0216420404779742,0,0,0,0,0,0,0,0,-0.0155751829783253,0,0,0,-0.0362778547295294,0,0,0,0,0,0.0549366199267927,0,0,0,0,0,-0.000771172485737017,-0.00324180147327533,0,0,0,0,0,0
X000568.SZ,0,0.583752481652531,0,0,0,0,0,0,0,0.0595260328630985,0,0,0,0,0.186178461855897,0,0.0457830183094854,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263432114547642,0,0,0.0499151793375273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795128053712991,-0.117445573542881,0,-0.00425679550147984,-0.0111580677666781,0,0,0,0,0,0
