,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X000625.SZ,X000338.SZ,X002456.SZ,X600031.SH,X600066.SH,X000100.SZ,X601877.SH,X002008.SZ,X600809.SH,X300124.SZ,X300136.SZ,X600487.SH,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600699.SH,X600089.SH,X002294.SZ,X000050.SZ,X600498.SH,X000157.SZ,X000596.SZ,X600177.SH,X600271.SH,X002180.SZ,X600566.SH,X000559.SZ,X600118.SH,X300115.SZ,X600707.SH,X002179.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.066612186174322,0,0,0.0210328919247037,0,0.0840674263557657,0,0.0330430688778689,-0.0196846155755195,0,0,0,0,0,0,0,-0.0079535128362191,0,0.0741939438826817,0,0.0237942601007674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197874712531398,0,0,0,0,0,0,0,0.0326165222873608,0,0,0,0.00254607812264271,0.00338842480871594,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0536160546958245,0,0,0,0.084434352114356,0,0,0.362436992896632,0.0667817521057882,0.0391234691957935,0,0,0,-0.00826670618340757,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0421460604980033,0,0,0,-0.0300106107908919,0,0,0,0.0333251328845963,0,0,0,-0.0106924761192445,0,0,0,0,0,0,0,-0.0143872356904094,0.0224437779291872,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.00661991562216921,0,0.146209244491592,0.0541394649406176,0,0,0,0,0,0,0,0,0,0.131350846560071,0.139970126923087,0,0,0,0.103437235013325,0,0,0.00359474853720307,0,0,0,0,0,0.0275596821372255,0,0,0.0739698167543507,0,0,0,0,0,0,0,0,0,0.018026881018654,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.176831975373363,-0.0207728186803887,0,0,0,0,0.102228176581754,0,0.0288172255571989,0,0.0901614609692936,0,0,0,0,0.200995374525939,0,0,0.0591290775678194,0,0,0,0,0,0.200362718601271,0,0,0,0,0,0,0,-0.0317039063846058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089567310575964,0.000860657431009675,0,0,0,0,0,0
X000858.SZ,0,0,-0.13701334248167,0.144462789961738,0,0,0,0.0805167325583363,0,0,0,0.379918858992373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987714290789031,0,0,0,0,0,0,0,0,0,0,0,0.136014707178847,0,0,0,0,0,0,0,0,0,0,0,-0.0164462320743884,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.254862468405989,0.00594878879643281,0,0,0,1.38777878078145e-17,0,-0.0180853716609479,0,0,0,0,0,0.191668594249572,0,-0.11726638884359,0,0,0.29653541332596,0,0,0,0,0.00716235090725611,0,-0.0477097800318959,0,0,0,0,0,0,0,0,0,0,0.12930723251184,0,0,0.0298890989754636,0,0,0,-0.0432002975421964,0.0410146560739794,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.170774433446391,0,0,0,0,0,0,0,0,-0.0378604282888232,0,0,0,-0.0229870947905767,0,0,-0.0320707233749086,0,0,0,0,0,0,0,-0.123098373534112,0,0,0.0661536188888103,0.118808070100973,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0184640078178315,0,0,0,0,-0.0286189513953859,0.0234672721305842,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.255400281677194,0,0,0,0,0,0,0.0531277279600803,0.0231663855650421,0,0,0,0,0,0,0.0222272832467074,0,0,0,0,0,0,0,0,0,0,0,0.096182776971454,0,0,0,0,0,0,0,0,0,0,-0.0598058942758926,0,0,0,0.00331728404544774,0,0,0,0,-0.0472140377302669,0.0385124309403078,0,0,0,0,0,0
X000063.SZ,-0.0348110325335645,0,0,0,0,0.416204813211927,-0.25294820267113,-0.12329521017315,0,0,0,0,0,0,0.130505115926702,0,0,0.0414349474684496,0,0,0,0,0.00442722508439534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129611105751769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591439060642545,0.0910564217581729,0,0,0,0,0,0
X600703.SH,0,0.19645515539046,0,0,0,0.0506887076178294,0.264604351172681,0,0,0,0.0251065791783534,0,0,0,0,0,0,0,0,0,0,0,-0.160756079329208,0,0,0,0,-0.0509185640729874,0,0,0,0,0,0.00604088439941713,0,0,0,0.18786652414018,0,0,0,0,-0.10830943169896,0,0,0,0,-0.10446871253833,0,0.1254134747182,0,0.0622148612975,-0.0291686109668663,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.060673965340639,0,0,0.114900385509974,0,0.11569370950143,0,0,0,0,0,0,0,0,0.0594800215242656,0,0,0.0996686106269219,0,0,0.288621690271833,0,0,0,-0.103971191929369,0,0,0,0,0,0,0,-0.0910809199416566,0,0,0,0,0.0617669543720876,0,0,0.161760703664255,0,0,0.00599795654086129,0,0,0,0,0,0
X000568.SZ,0,0,0,0.10629128727728,0.419608492133867,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.126035079158009,0,0.0537677775797399,0,0,0,0,0,0,0,0,0,0,0,0,0.083829083174008,0,0,0,0,0,0,0,0.189519324281592,0,-0.0102911799985916,0,0,-1.0842021724855e-19,-0.0194892055959808,0,0,0,0,0
