,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002049.SZ,X002371.SZ,X000625.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X000733.SZ,X002241.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X000066.SZ,X600487.SH,X002414.SZ,X002294.SZ,X000799.SZ,X600563.SH,X002007.SZ,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.195850847547015,0,0.244460485438976,0,0,0.1415319709985,0,0,0,0,0.0252772679692268,0,0,0,0,0,-0.0605603493631692,0,0,0,0,0.18256079154329,0,0,0,0,0,0,-0.122195369927606,0,0,0,0.0285256266123508,0,0,0,0,0,0,0,0,0,0,0.00787269926507236,0,0,0,0,0,0,0.018905298092458,0,0,0,0,0,0
X000858.SZ,0.169905270882926,0,0.0272086320875014,0,0.304506765121723,0.0920335288334416,0,0,0.0717696905397226,0,0.10479242681204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489780430058969,0,0,0,0,0,0,0,0,0,0,0,0.116741767739506,0,0,0,0,0,-0.047232076242169,0,0,-0.0194635508596725,0,0,0,-0.0196818013902959,0,0,0,0,0,0,0
X600809.SH,0.257356163181297,0,0,0,0.522237390684522,0,0,0,0,0,0,0,0,0.0147389262195389,0,0,0,0,-0.174265945794426,-0.0226809962770701,0,0,0,0,0,0,0,0,0.0103172572439639,0,0,0,0,0,0,0,-0.0293141964107225,0,0.177465670605576,0,0,0,0.013255904659555,0,-0.0294132956388881,0,0,0,0,0,0,0,0,-0.00353694964737757,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019404048087952,0.188031338345341,0,0,0,0,0,0,0,-0.0478814284130937,0.184849832201986,0.083004735314671,0,0.144808414718067,0.170674439507127,0.0140983182101857,0,0,0,0,-0.012997958200878,-0.060390917674028,0,0,0,0,0,0
X000568.SZ,0.381265952715288,0.24548211380126,0.654408871256535,0,0,-0.0155054332672156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394032485277803,0.0433907657871874,0,0,0,0,0,0,0,0,0,-0.118894929857954,0,0,0,0.0171702562821501,0,0,0,0,0,0,0,-0.0246089785945105,0.0355481449941132,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0266066349799311,0,0,0,0,-0.00750649305445785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606705636538847,0.0895290750952402,-0.0869215759223877,0,0,0,0,0,0,0.00880365855007747,0,0,0,0.146809150170816,0,0,0,0,0.0212143739280851,0,0,0.00425706132337773,0.0332975165376149,0,-0.0209545724723949,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.164090766282294,0,0,0.125310027876049,0,0,0,0,0,0,0.0234769694658205,0,0,0,0,-0.0535376853252851,0,0,0,0.0410775416723367,0,0,0.27192167156186,0,0,0,0,0,0,0.0958772528462313,0,0.112085867805796,0,0,-0.0939750438557026,0,0,0,0,0,0,0,-0.0115482420478552,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.350974913517473,0,0,0,0,0,0.240009781149399,0,0,0.0810622788062032,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561642844239204,0,0,0.0137898114091416,0,0.0418735754276413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019824641188222,0,0,0,0,0,-0.0300539230638638,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0963432228302967,0,0.0441203107502294,0.0988511970630376,0,0,0,0,0,0.0438524914500499,0,0,0,0,0,0,0,0,0,0,0,0.00755238888582859,0.00107380379802884,0,0,0,0,0,0,0,0.0510991531276463,0,0,0,0.336759470491564,0,0,0,0,0,-0.27877162610376,0,0,0,0,0,0,-0.0186279582451561,-0.0624552317526596,0,0,0,0,0,0
X300124.SZ,0,0,-0.228834181657852,0,0,0,0.392909645279804,0,0,0,0,0,0.0117791123337983,0,0,0,0,0,0,0,0,0,0,0,0,-0.126819327316019,0,0,0.146679700682826,0,0,0,0,0,0.281761837308844,0,0,0,0,0,0,0,-0.0244689827809877,-0.0255551627693182,0,0,0,0,-0.127272462230764,0,-0.0688963879181235,0.00100741229193554,0,0,0,0,0,0,0
