,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X000100.SZ,X600276.SH,X600031.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600703.SH,X600066.SH,X600271.SH,X600089.SH,X600118.SH,X000581.SZ,X000550.SZ,X601877.SH,X002236.SZ,X002475.SZ,X600582.SH,X600177.SH,X000800.SZ,X000559.SZ,X000568.SZ,X000623.SZ,X600060.SH,X300124.SZ,X002129.SZ,X002294.SZ,X000050.SZ,X002456.SZ,X000977.SZ,X300146.SZ,X300003.SZ,X002292.SZ,X002465.SZ,X000869.SZ,X600839.SH,X000400.SZ,X002007.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.205475386107627,0,0,0,0.0112857339004829,0,0,0,0,0,0,0,0.261936037241192,0,0,0,0.291425078863501,0,0,0,0,0,0,0,0,0.113559725452567,-0.00840029277301457,0,0.165769205345185,0,0,-0.0856328668900519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495593629151683,0.0164890859966086,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.101489742088142,0.00251995950418284,0.0952983457800585,0,0,0,0.0666139193057003,0.24821184543744,0,0,0,0,0,0,0,0,0,0,0,0,0.0712650135129101,0,0,0,0.00290438635822884,0,0,0,0,0.0350267147625181,0,0,0,0,0,0,0,0,0,0,0.0292094702165224,0,0,0,-0.00934902836573955,0,0,-0.00809605526763002,0,0,0,0,0,0
X000651.SZ,0.038922568272699,0,0,0.203760267310479,0,0.170664156368934,0,0,0,0.0691302855769668,0,0,0,0,0,0,0,0,0,0,0.0823715696287325,0,0,0,0,0,0.00131024914504407,0,0,0,0,0,0,0,0,0.0883664540820821,0,0,0,0,0,0,0,0,0,0,0,0,0.123128046397266,0,0,0,-0.00680433515655018,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.172403373546237,0,0,0,0,0,0.176938848696316,0,0,0,0,0.0388438677083618,0,0.13988121702696,0,0,0,0,0,0,0.0955642527215607,0.105652697539251,0,0.0370305558312166,0.0435182884347339,0,0.0121994736477349,0,0,0,0,0,0,0,0,0.0946883978141389,0,0.138736766494131,0,0,0,0,0,0.00659308678385273,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.223562910679551,0,0,0,0.0457738002395518,0,0,0,0,0,0,0,0,0,0.204536042701176,0,0,0,0,0.0103420885629093,0,0.176128062441026,0,0,-0.197447365176969,0.13799230146231,0,0,0,0,0.0416299917038595,0,0,0,0,0,0,0,0.215453904265526,0,0,0,0.109506031637013,0,0,0,0,-0.00938783957916883,0,0,0,0,0,0
X000625.SZ,0.267308798360721,0,0.127653000681184,0.00627380066791986,0,0,0,0,0.18274231079563,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0267747619897121,0,0,0,0,0,0,0,0,0.120450799153108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273011508785086,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.407076112556207,0.0128487881708226,0,0,0,0,0,0,0,0,0,0,0.122159985700386,0,0,-0.0333235248151571,0.00569550594628106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244750781677942,0,0,0,0,0,0,-0.00938342328800096,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0278925141781888,0,0,0,0,0.115880251780704,0.120061979321706,0,0.0174421553672649,0,0.279981686660451,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0359643172399338,0,0,0,0,0,0,0,0,0,0,0,-0.0145208397738494,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0743548670873519,0,0.207089433043864,0,0,0,0,0.037778918164468,0,0,0,0,0,0.0532311108989,0,0,0,0,0.0894648220346888,0.0330176811850117,0,0,0.112233526186527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X000100.SZ,0.063807127903188,0,0,0,0,0,0,0.116408339124114,0.0185652838525222,0,0,0.15438692301245,0,0,0,0,0,0,0,0,0,0,0,0,0.0760890645862071,0,0,0,0,0.0203769431440515,0,0,0,0.0889987282510169,0.206548063225994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108090168267779,0,0,0,0,0,0
