,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600690.SH,X600031.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X000100.SZ,X600118.SH,X601877.SH,X000550.SZ,X002236.SZ,X000581.SZ,X600582.SH,X002475.SZ,X000623.SZ,X000800.SZ,X300124.SZ,X000568.SZ,X600177.SH,X000050.SZ,X000559.SZ,X002294.SZ,X600839.SH,X002129.SZ,X000400.SZ,X000869.SZ,X002292.SZ,X002456.SZ,X000977.SZ,X002465.SZ,X300003.SZ,X600060.SH,X600312.SH,X002007.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.138645062230559,0,0,0,0,0,0.152017721622057,0,0,0,0,0.575581748417298,0,0,0,0,0,0,0,0,0,0,0,0,0.0167875914654157,0,0,0,0,0,0,0,0.120330040862446,-0.116871087459469,0,0,0,0,0,0,0,0,0.118883498781964,0,0,0,3.46944695195361e-18,0,-0.0241687003503753,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.0917985342000115,0,0,0,0.239989866555699,0.0353332433698115,0,0,0.006044795569029,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478625310630984,0,0,0,0.0801515778919902,-6.93889390390723e-18,0,0,0,0,0,-0.0196536143426779,0.0608459175080614,0,0,0,0,0,0,0,0,0,0,0,-0.0041051511735442,0,-0.00362531377614882,0,0,0,0
X000651.SZ,-3.46944695195361e-18,0,0,0,0.212987802614044,0.127955683325594,0,0,0,0,0,0,0.0499187617645665,0,0,0,-3.46944695195361e-18,0,0,0,0.0249952064801068,0,0,0,0,0,0,0.0241057964991069,0,0,0.0853824536060533,0.030191591723806,0.00754966473724685,0,0,0,0,0,0.0620815558865653,0,0,0,0,0,0,0,0,0,0.177750213057041,0,0,-0.0385481430189408,-0.0277443215919634,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.189013943140514,0.0874270811231963,0,0,0,0.12765929135588,0,0,0,0,0,0,0,0.0162141313401643,0,0,0,0,0,0.0290354094093827,0.318938031912134,0,0,0,1.73472347597681e-18,0,0,0,0,0.0165302194843846,0,0,0,0,0.0775648692581385,0,0,0,0,0,0,0,0,0,0,0,0,-0.00311028843691724,-0.0269760194604643,0,0,0,0,0
X000725.SZ,0.0878581677315719,0,0.153616737292093,0,0,0,0,0,0,0,0,0,0,0,0.177040003236434,0,0,0,0,0,0,0,0.0931213931270133,0,0,0,0,0,0,0,0,0,0.109651883697405,0.182740707251682,0,0,0,0,0,0,0,0,0,0,0.152105211673299,0,0,0,0,0,0,-0.00970029952652571,0.00469535632081482,0,0,0,0,0,0
X000625.SZ,0.339130986401947,0,0,0,0,0,0.175351226094826,0,0.226675397906355,0,0,0,0,0,0,0,0.136190265704344,-0.148633204078109,0,0,0,0,0,0,0,0,0,0,0,0.0593211752839877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591320885702038,0,0,0.00299075791521937,-0.0140984874185545,0.138718261095869,0,0,0,0
X002304.SZ,0.0142369205857769,0.0923786249071444,0,0,0,0,0,0.443924619837805,0,0.233852676429311,0,0,0,0,0,0,0,0,0,0.0451236000077517,0,0,0,0,0,0,0.0350938917707945,0,0,0,0,-0.0431948745493578,0,0,0,0,0,0,0,0,0.152737152888101,0,-0.0610732737827597,0,0,0,0,0,0,-0.0256654745129673,0,0.00743317261495774,-0.0010405692356068,0,0,0,0,0,0
X000858.SZ,0,0,0.0484376770489514,0,0,0,0,0,0.103880894478298,0,8.67361737988404e-19,0.0567576199517334,0.30700320373762,0,0,0,0,0,0,0,0,0,0,0,0.0209254868526885,0,0,0,0,0,0,0,0,0.00857632688884861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00611732623529009,-0.0196011813180347,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.164135584660109,0.0999709550878622,0,1.73472347597681e-18,0,0,0.123719350893881,0,0,0,0,0,0,0,0,0.103810966713585,0,0,0,0,0,0,0.252253790262053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681053963737405,-0.00726430602929409,0,0,0,0,0,0
X600276.SH,0,0,0,0.0542156440965387,0,0,0.0371150279594259,0,-0.00738077481893671,0,0,0,0,0,0,0,0,0.195322869928236,0.221017197538795,0,0,0,0,0,0,0,0,0.0267742196045936,0,-0.0426387561647542,0,0,0,0,0,0,0,0,0,0,0,0,0.0299165990130645,0,0,0,0,0,0,0.0025594459924636,0,-0.0219457483386507,0.00917417127781203,0,0,0,0.0236039686690634,0,0
