,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600809.SH,X600104.SH,X600031.SH,X000725.SZ,X000661.SZ,X600690.SH,X300124.SZ,X000063.SZ,X300014.SZ,X003816.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X002241.SZ,X600703.SH,X000100.SZ,X600741.SH,X002007.SZ,X002371.SZ,X601877.SH,X002129.SZ,X002179.SZ,X000157.SZ,X002049.SZ,X300142.SZ,X600584.SH,X002414.SZ,X002236.SZ,X600183.SH,X000800.SZ,X601799.SH,X300003.SZ,X000066.SZ,X002074.SZ,X000799.SZ,X002008.SZ,X300146.SZ,X002508.SZ,X600779.SH,X002456.SZ,X000547.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.55251381204505,0,-0.0611490784592415,0,0,0,0,0.128067551378817,0,-0.0328975073514439,0,0,0,0,0,0,0,0,0,-0.0215284814936631,0,0,-3.46944695195361e-18,0,0,0,0,-0.0952121122201167,0,0,0.0901266285882757,0,0,0,0,0,0,0,0.0912749039455208,0,0,0,-0.0178338812073539,0,0,0,0,0,0,0,0,0.0257067486715502,0,0,0,0.00488480023191809,0,0
X000858.SZ,0.135380213818625,0,0,0,0,0,0.0611230239914657,0.418111813692428,0,0,0,0,0,0,0.0251273996414431,0,0,0,0,0.00949500240426549,0,0,0,0,0,0,0,0,-0.00401879120884728,0,0,0.0180486016639375,0,0,0,0,0.0348060188519641,0,0,0,0.069613947463867,0,0.0283267486736503,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0072964904490815,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0210563892995915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235776577232842,0,0,0.1225817597263,0,0,0,0,0,0,0.0696318468361622,0,0,0,0,0,0,0,0,0.114641308169796,0.125488812848487,0,0,0,0,0,0,0,0,-0.0137540275868335,-4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640085590698006,0,0,-0.0279363546656391,0,0,0,-0.0949535024889284,0,0,0,0,0,0.0196627237520416,0,0.0822303780546183,0,-0.162143750617521,0,0,0,-0.00805036613198768,0.0659340088660595,0,0,0,0,0,0,0.246881491491304,0,0,0,-0.0327901760910455,0,0,0,0,0.00953736116534836,-0.0217077720099546,0,0,0,-0.0127972305353688,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953684271223702,0,0.406496410994633,0,0,-0.0143707066431233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941689122169104,0.328900895218665,0,0,0,0.000728915575011389,0.0397326765057052,0,0,0,-0.00338043006076659,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820599117874197,0,0,0,0,0,0,0,-0.0749729498000948,0,0,0,0,0,0,0,0.10051683163687,0.216180310443524,0,0.0662053224744825,0,0,0,0,0,0,0,0,0.105186045259485,0,0.0208413502760151,0,0,0,0,0,0,0,-0.00173994890094479,0,0,0,0,-0.0231722445691299,0,0
X002304.SZ,0,0.170163863344156,0,0,0,0,0,0,0.191855584727708,0,0,0,0,0,0,0,0,0,0,-0.0221197706594968,0,0,0,0,0,0,0,0,0,0.0950276689944801,0,0,0,0,0.115919626155055,0,0,0,0.0399806117791989,0.115211949073196,0,0,0.0421165632061331,0.0122018109362476,0,0,0.222368218209017,0,0,0,0,0.0336004954504979,0,0,0,0,0.00771857374235264,0,0
X000568.SZ,0,0.0742418021473731,0,0,0,0,0.0602997504503379,0,0.412343094212624,0,0,0,0.00636359456113062,0,0,0,0,0,0,0,0,0,0.0239536876588503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00883046648949517,0.101430039323962,0,0,0,0,0.158641836437557,0,0,0,0,0,0,0,0,0,-0.00249996252003749,0,0
X600809.SH,0,0,0,0,0,0,0.237017406802222,0.101996893080016,0,0,0,0,0,0.0802718351495886,0,0,0,0,0,-0.205325619649865,0,0,0.0410680065299585,0,0,0,0,0,0,0,0,0,0,0,-0.26012428745254,0,-0.0535578677407419,0,0.000142328461765724,0,0,0,0.202259347488302,0,0,0,0,0,0,0,0,0,0.0711553319042986,0,0,0,0.0162717364625309,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0851802852103024,0,0,0,0,0,0.00857230961011793,0,0,0,0,0.170979957201764,0.0693670259960717,0,0,0,0.230376344317722,0,0.0584888628438652,0,0,0,0,0.0839496580820433,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.162710130937789,0,0,0,0,0,0,0,0.0118119198627336,0,0,0,0,-0.0279447494746663,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.143222552614791,0,0,0,0.0587016828912241,0,0,0,0,0,0,0,0,0,0,0,0,0.117823494971498,0,0,0,0,0.305181445450926,0,0,0.0776157210846678,0,0,0,0,0.341490615672404,0,-0.19949615752424,0.0659327559561201,0,0,0,0,0,0,0,0,0,-0.0103630127880281,0,0,0,0,-0.00237069702489645,0,0
X000725.SZ,0,0,0,0.0216291458899523,0,0,-0.0152744029028065,0,0,0,0,0,0,0,0,0,0,0,0,0.0647440615819696,0,0.15330375682676,0,0.396297146662205,0,0,0.133768832301673,0.0689497313708236,0,0,-0.00979668060364899,0.0426226530393343,0,0.042474388260562,0,0,0,0,0,0,0,0.0173787288070484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609361535032567,0,0
X000661.SZ,0,0,0,0,0,0,0.024841294729396,0,0,0,0.177473357178177,0,0,0,0,-0.0706958377326852,0,0,0,0,0,0,0,0,0,0.180918207173141,-0.0354344178649676,-0.373166173779481,0.137501433943847,0,0,0,0.239088608853544,0,0,0,0,0,0,0.0196019914779647,0,0,0,0,0.141935241708817,0,0.144854457992113,0,0.363694520716024,0,0,-0.0163691903762509,0,0,0,0,0.00327974781622506,0,0
X600690.SH,0,0,0,0,0,0,-0.00137600798379546,0,0.301808380062863,0.221303875963084,0,0,0.115529867610985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673319147918759,0,0,0,0,0,0,0,0,0,0,0,0.10745342827178,0,0,0,0,0,-0.00911112999169859,0.0298719068113344,0,0,0,-0.010364149416423,0,0
X300124.SZ,0,0,0,0,0,0,-0.0809540107230939,0,0,0.242445622890075,0,0,0,0,0,0,0.0616128701604009,0,0,-5.42101086242752e-20,0,0,0,0.308743023197986,0,0,0.0597480008631877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114376854537632,0,0,0,0,0,0,0,0,0,0.031844929397584,0.0209864121348668,0,0,0,-0.00185861937692315,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.149136775873073,0,0,0,0,0.156417406881995,0,0,0,0.0399061789794532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909313718570344,0.0270396084319901,0,0.00505211879091585,0,0,0,0,0,0,0,0,0.0297986793963366,0,0,0,0,0.117734815773112,0,0,0.0294980928596406,-0.00952457622867136,0,0,0,4.33680868994202e-19,0,0
X300014.SZ,0,0,0,0,0.00983734876205609,0,0,0,0,0,0,0,0,0,0,0.00669370006089397,0,0,0,0,0,0,0,0,0,0,0.13241593478859,0,0,0,-0.21285833807574,0,0.0151276585985451,0,0.0138223696241084,0,0,0,0.16702961749542,0,0.214627249766927,0.231254101250654,0.131642724225294,0,0,-0.25844470771936,0.139884527921766,0,0.171596430008628,0,0,0,-0.00517610338110179,0,0,0,0.00814154759176187,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0145919770195446,0,0,0,0,0,0,-0.00701238043850077,0.0739081080049297,0.0502673122389329,0,0,0,0,0,0.0420923085177683,0,-0.00265175941877069,2.16840434497101e-19,0,0,0,0,0.0296312680203413,0,0,0,0.0390028025210363,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0011414113899478,0,0,0,-0.00437833561515,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.0396574016837519,0,0,0,0,0,0,0,0,0,0,0,0,0.107493250397564,0,0,0,0,-0.032618626268628,0,0.150554825971464,0,0.00294973408843047,0,0,0,0,0,0.0756752574114465,0,0,0,-0.0152726886647523,0,0,0,0,0,0.455400119397514,0,0,0,0,-0.00240160583651396,0,0,0,0,0.0195588116235765,0,0
