,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X601877.SH,X300003.SZ,X002008.SZ,X300124.SZ,X002456.SZ,X000625.SZ,X600066.SH,X600271.SH,X600809.SH,X000100.SZ,X600867.SH,X600487.SH,X002294.SZ,X002241.SZ,X600566.SH,X000981.SZ,X002180.SZ,X002049.SZ,X002179.SZ,X300136.SZ,X000977.SZ,X000157.SZ,X600522.SH,X002508.SZ,X000661.SZ,X600177.SH,X300142.SZ,X000596.SZ,X000050.SZ,X600584.SH,X600089.SH,X002129.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0429144603177505,0,0.504629313861645,0,0,0.0230958744546432,-3.46944695195361e-18,0.0183414930619146,0,0,0,0.0355727655517203,0,0,0,0.0186234366926911,0,0,0,0,0,0,0,0,0,0,0.0394444251125899,0,0,0,0,-0.0264868315666179,0,0,-0.0260232623908003,0,0,0.0383006598180782,0,0,0,0,0,0,0,0,0,0,0,0.0224543339880661,0.00260004909509583,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224442095660818,0,0,0,0,0,0,0,-0.154571284277167,0,0,0,0,0,0,0,0,0.114938386703023,0,0,0,-0.0329139010106156,0,0,0,0,0,0,0,0,0.0862762364619634,-0.153139846537677,0,0,0,-0.046574787523185,0,0,-0.0270146781915443,-0.00466763808731576,0,0.302367436399073,0,0,0,0
X002415.SZ,0.188035698073928,0,0,0,0.0500203032038541,0,0,0.0573332724561813,0,0,0,0,0,0,0.191240870045887,0,0,0,0,0.182384352224218,0,0.0258941300906584,0,0,-0.0294066897853117,0,0,0,0.21931580022969,0,0.0900954710493596,0,0,0,0,0,0.134337137467415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00607704193443755,0.016070304508884,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.243853191058521,0,0,0,0,0.333210096735747,0,0,0,0,0,0,0.0357741282872486,0,0,0.0197785761189075,0,0,0,0,0,0,0,0.00355930996875492,0,0,0,0,0,0,0,0,0,0,0,0,0.107997281817291,0,0,0.156369048273941,0,0,-0.0530763488780051,0,0,0,0,-0.000627561757684547,0.012099450752732,0,0,0,0,0,0
X000858.SZ,0.21953224443192,0,0,0.31535890069615,0,0,0.0240556853147903,0,0,0,0,0.433101137309479,0,0,0.0626189098306022,0.00127667687918686,0,0,0,0,0,0,0,0,0.0182138092137591,0,0,0,0,0,0,0,0,0,0,0,-0.0554976273875967,0,0,0,0,0,0,0,0,0,-0.0467925494623743,0,0,0,0,0.0055390623163014,0,0,0,0,0,0,0
X600276.SH,0,0,0.0804841915147362,0,0.175681970033836,0,0.0106933523952471,0,0,0,0,0,0,0.0679890528965226,0,-0.182795436089829,0,0,0.283601878349972,0,0,0,0,0,0,0.111247167145445,0,0,0.106928384409417,0,0,0.055656450574674,0,0,0,0,0,0,0,0,0.0279284482919432,0.139918583449638,0,0,0,0,0,0,0,0,0,-0.0566252162364228,0.0547984758721491,0,0,0,0,0,0
X002304.SZ,0,0.066662297235604,0,0,2.16840434497101e-19,0.199429988859994,0,0,-0.065658704661847,0.00884342065014944,0,0.314176042509533,0,0.260139642353504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166573730324684,0,0,0,0,0,0,0,0,0,0.264837310315929,0,0,0,0,0,0,0,0,-0.032805632340068,0,0.0412930800140062,-0.0213356947542948,0,0,0,0,0,0
X000725.SZ,0.0310555985263903,0,0,0,0,0,0,0,0.283761481400422,0.0156391387235135,0,0,0,0,0,0.149617477169304,0,0,0,0,0,0,0,0,0,0,0.0796882723976842,0,0,0,0.037855695641342,0,0,-0.0507177069680359,0,0,0,0,0,0,0,0,0,0,0.0428990051164833,0,-0.0322518561652631,0.475725125491175,-0.0183857057624167,0.165717483708985,0,-0.0172850761214902,0.0358209565084117,0,0,0,0,0,0
X000063.SZ,0,-0.0130078382226519,0,0,0,0,0,0.50709441601586,0,0,0,0,0,0,0,0,0,-0.0168251713081328,-0.0280661232790391,0,0,0,0,0,0.173379756000195,0,0.159577850955188,-0.0436508859401239,0.307701960419865,0,0,0.138230632956413,0,0,0,0,-0.0452928830803674,0,0,0,0,-0.0159482713882297,0,0,0.246534412875105,0,0,0,0.11149552776073,0,0,0.0332297100752321,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.31079624088947,0.0525906246980878,0,0.13855314166382,0.0867986262038801,0,0,-0.0157710167206482,0.127224862791122,0,0.0931417440627016,0.013663154809778,0,0,0,0,0,0,0,0,0.0842051808284918,0,0,0,0,0,0,0,0,0,0,0,-0.178954300142084,0,0,0,0,0.0220685068413922,0.0294575262027937,0,0,0,0,0,0,0,0,0,0.026967940449057,0.00178193745705871,0,0,0,0,0,0
