,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X000338.SZ,X002241.SZ,X600690.SH,X600703.SH,X300142.SZ,X002007.SZ,X300014.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X300003.SZ,X002049.SZ,X600584.SH,X601877.SH,X002129.SZ,X600741.SH,X600183.SH,X000157.SZ,X002236.SZ,X000800.SZ,X002414.SZ,X000977.SZ,X000625.SZ,X000066.SZ,X002456.SZ,X002179.SZ,X300136.SZ,X002185.SZ,X600118.SH,X002463.SZ,X002008.SZ,X601799.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120099107331831,0,0,0,0,0,0.0711630503669123,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.128264059524449,0,0,0.142319224480678,0,0,0,0,0.0111950774127717,0.0350148209685714,0,0,0,0,0,0,0,0,0,0,0.00541869902006334,0,0,0,0,0,0,0,0,0,0.0403360291659886,0,0.00851390718713146,-0.00409997958465564,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.213400475327977,0,0,0,0.179738959950634,0,0.367772212480144,0,0,0.0730460518329799,0,0.0387721209325195,0.0334075789729187,0,0,0.00425224254549888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183942305528197,0,0,0,0,0,0,0,0,0.0188458912378099,0,-0.00834771152232028,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0579296304909886,0.0945832102194978,0,0,0,0,0.0689669969566907,0,0,0,0,0,0,0.0627791027153179,0,0,0.110177134723442,0,0,0.190959557296649,0.0296335749781752,0,0,0,0,0,0,0,-0.0565971859882309,0,0.0619678031350143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142241370386195,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288880450037151,0.0669801095695717,0,0,0,0,0.0736923905953209,0,0,0,0,0.087698429497409,0.0385549236527183,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.124940828069994,0,0,0,0,0,0,0,0,0,0,0,-0.0352029261773901,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.141219790466559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897558132790087,0,0,0,0,0,0,0.206714974813824,0,0,0.0900897316201043,0,0,0,0,0,0,0,0,0.071954523027341,0,0.066092915325797,0,0,-0.00169403611174431,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0292368159798709,0,0,0,0.0790067206550953,0,0,0,0.112027068532761,0,0.0373205749698177,0.000325292483704465,0.0545482990064002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374015964515038,0,0,0,0,0.017741115019781,-0.0216297437812588,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0425877801773029,0,0,0,0,0,0,0,0,0.120288235236273,0,0,0,-0.0434281280514256,0,0,0,0,0,0,0,0,0,0,0,0,0.213287193608012,0.0879674061273488,0,0,0.0811968905344645,0,0.0312783753065346,0,0,0.0958223862829171,0,0,0.0214457084484312,-0.074195290738829,0,0,-0.0873450997283324,-0.016242427243142,0.0132468881369389,0,0,0,0,0,0
X002304.SZ,0,0.240175701123275,0,0,0,0,0,0,0,0,0,0.38451614754497,0,0,0,0,0,0,0,0.03650091123338,0,0,0.1607646343462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098525028681716,0,0,0.012691846026897,0,0,0,0,0,0,0,0,0,0,0,-0.0101018399249048,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.174976348885544,0,0,0,-0.116329471143924,0,0,0,0,1.73472347597681e-18,0.0425018744881863,0,0,0.00945271714389188,0,0,0,0.310475037159061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253461631538378,0,0,0,0,0,0,0,0,0,0.00305129207060712,0,0.012557096720507,-0.0316115740750843,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.133960646273804,0,0,0,0,0,0,0.309373273959133,0,0,0,0.0174003444334315,0,0,0.167350490413635,0,0,0,0,0.0805188953490338,-0.111591412230503,0,0,0,0,0.188593226097647,0,0,0,0,0,-0.00239750869893093,0,0,0.107484280364934,0,0,0.170417741793394,0,0,0,0,0,-0.0106962122229578,-0.0177713675182549,0,0,0,0,0,0
