,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X300003.SZ,X002008.SZ,X600031.SH,X600809.SH,X300124.SZ,X600867.SH,X002456.SZ,X601877.SH,X600066.SH,X600271.SH,X000625.SZ,X600487.SH,X002294.SZ,X000596.SZ,X000100.SZ,X600566.SH,X002241.SZ,X000661.SZ,X300142.SZ,X300136.SZ,X000981.SZ,X000050.SZ,X002508.SZ,X002180.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X002038.SZ,X600522.SH,X600498.SH,X000869.SZ,X000977.SZ,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0560345682614382,0.263421748213276,0.124596894374241,0.0812765491024005,0,0,0,0.0611693801889435,0,0,0.0474071840430406,0,0,0,0,0,0,0.0993819874996665,0,-0.0207786699974199,0,0,0,0,0,0.00315633398164082,0,0,0,0.00453988024967498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409527241403349,0,0,0,0,0,-0.0108112266154519,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0745367238775257,0,0,0.376103777425786,0,0,0,0,0,0.0170553279269397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258386557197337,0,0.135447213912205,0,0,0,0,0,0,0,-0.0334001820283478,0,0,0,-0.009973479307881,0,-0.0387530850778264,0,0,-0.036178156328561,0,0,0,0,0,0
X002415.SZ,0.0287825577347279,0,0,0,0,0,0.120206042900765,0,0,0,0,0,0,0,0,0.194537588927111,0,0,0,0,0,0,0,0,0,0,0,0.217779222807286,0,0,0,0.193618680284479,0.174908292188953,0,0,0,-0.0510129351670958,0,0.0295307285547016,0,0,0,0,0,0,0,0,0,0,0,0,-0.00887594805829429,-5.42101086242752e-20,0,0,0,0,0,0
X000858.SZ,0.250917610362929,0,0,0,0,0.206748695202436,0.034435128435297,0,0,0.0124111586255384,0.218809908884512,0,0.0662353922245943,0,0,0,0,0,0,0.0985283490190119,0,0,0,0,0,0,0,0,-0.0929651866689434,0.0374228694987625,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109997701697158,0,0,0,0,0,0,0,0,-0.00190403252419004,0,0,0,0,0,0
X600276.SH,0,0,0,0.0560333912543178,0,0,0,0,0,0,0.105419367647006,0,0,0,0,0,0.322650485013983,0,0,0.0519368076081511,0.0164058031469875,0,0,0,0,-0.116872418608654,0,0,0.145035077004834,0,0,0.252522503708725,0,0.130104538327142,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,-0.0618298722666375,0.0206479064594988,0,0,0,0,0,0
X000651.SZ,0,0,0,0.378986221969568,0,0,0,0,0,0.0549549610671354,0,0.144290887316315,0,0,0,0.0626204600138525,0,0,0,0,0,0,0.0405776999013604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751008385506618,0,-0.0540936312644479,0,0,0,0,0.161611833201626,0,0,-0.0441604960146232,0,0,0,0.00461383199975606,0.0589640715476922,0,0,0,0,0,0
X002304.SZ,0,0,0.176844881966249,0.0336199135266913,0,0,0,0,0,0.255160275709798,0.0940693396677129,0,0.117974624795949,0,0,0,0,0,0,0.0883969340797416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206272104344341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473826618450781,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0387175231848122,0,0,0,0,0,0,0,0,0,0,0,0.0225328833866297,0,0.195174069028303,0,0,0.168861234702481,0,0,0,0,0,0,0,0.0801505662499542,0,0,0,-0.0792947947218425,0,0,0,0,0,0.00113819169547377,0,0,0,0,0,-0.0192056229399738,0.0178346234953928,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308035380300778,0,0,0,0,0,0.0666439722289132,0,0,0,0,0,0,0,0,0.12877707823601,0,0.0623393094303881,0.154192510662625,4.33680868994202e-19,0,0,0,0,0,0.0159098261051849,0,0,0,0.00460474621374233,0,0.0184782330144147,-0.0326643306564129,0,0,0,0,0,0
X600690.SH,0,0,0,0.413668403742535,0,0,0.126445443616045,0,0,0,0,0,0,0,0,0,0,0,0,0.0880415589925686,0,0,0,0,0.0225552438686136,0,0,0,0,0.0468021032100756,0,0,0,0,0,0,0,0,0,0.0241919769020963,0,0,0,0,0,0,0,0,0,0,0,-0.0073957909113192,-0.0185469317694855,0,0,0,0,0,0
X000568.SZ,0.199706024114445,0,0,0.0376657761338202,0.07703485420306,0.0984911795828407,0,0,0,0.220373547370575,0,0,0,0.027903364838807,0,0,0.0962682703235763,0.0816069905774713,0,0,0,0,0,0,0,0,0,0,0,0.0508497606433127,0,0,0,0,-0.112219505594699,0,0,0,0,0,0,0,0.0836778020483514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.177980054118544,0,0,0,0,0,0,0,-0.0950226007797661,0,0,0,0,0.0487598722372597,-0.203400291698196,0,0,0,0,0,0.498286679516323,0.0572684472747604,0,0,0,0.0740210221374709,0,0,0,0,0,0,0,0,-0.431512713736431,0,0,0,0,0,0.430508175608721,0,0,0,0,0,0,0,0,0.0267470760299576,0,0,0,0,0,0,0
X600741.SH,0,0.364286691380572,0,0.056455063466472,0,0,0,0,0,0.201231348482519,0,0,0,0,0,0,0.0885538073537196,0.106521578538377,0,0,0,0,0,0.0333985200598957,0,-0.0770860600936711,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481486159701448,0,0,0,0,0,0,-0.00161779925346489,0,0,0,0.023908584582867,0,0.0200637979029407,-0.0364437505283927,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0914726213780063,0,0,0,0,0,0,0,0,0,0,0.503121929950528,0,0,0.0163757658077403,0,0,0,0,0,0,0.0458563344009442,0,0,0.10904140944498,0,0,0,0,0.162244340678936,0,0,0,0,0,-0.121216090840416,0,0,0,0,0,0.0121557308853139,0,0,0,0,0,0
X000338.SZ,0.0636103746983291,0,0,0,0.00617041817497306,0,0,0.0901368582237786,0,0,0,0,-0.0878103316821254,0,0,0,0,0,0.163043267423292,0.0684046475529608,0,0,0,0,0,0,0.0721949497045713,0.0656772579355115,0,0,0,0,0,0,-0.0548596506616959,0.0368470548769095,0,0,0,0,0,0,0,0,0,0,0,-0.0432133040183682,0.13460103236075,0,0,-0.00878081755022225,0,0,0,0,0,0,0
X002236.SZ,0,0,0.491923496991457,0,0.0245809901661481,0,0.0113294670959985,0,0,0,0,0,0.065377192307041,0.0642985441718141,0,0,0,0.0993195018245524,0,0,0,0,0,0.157547869000052,0,-0.0441351626078662,0,0,0,0,0,0,-0.0654648967752952,0,0,0,0,0,0.288387013487894,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211699418640054,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.124659671016472,0,0.114092323951104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345429197641533,0,0.0208704665077924,0,0,0,0,0,0,0,0,-0.0206817370862195,0,0,0,0,0,0,-0.149730029689572,0,0,0,0.0483596025657797,-1.0842021724855e-19,0,0,0,0,0,0,0.0154842288691174,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.251677415539591,0,0,0,0,0.210123601767276,0,0.176768097838218,0,0.165011592242659,0,0,0,0,0,0,0,0,0,0.105393986107558,0,0,0.109030512141603,0,0,0,0,0,0,0,0,0,0.0345495936309826,0,0,0,0.310576195560241,0,0,0,0,0,0,0,-0.200621811163761,-0.0118268593255562,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0193481065639593,0,0,0,0,0,0.150565090783623,0,0,0,0.249315249776473,0,0,0,0,0,0,0,0,0,0,0,0,0.0494585505985817,0,0,0,0,0.0291333838008369,0,0,0.15416977998376,0,0,0,0,0,0,0,0,0,0,-0.0568363095872419,0,0,0,0,0.000414262431397596,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.133905708849718,0,0,0,0,0.340907471160836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985903599743728,0,0,0,0.0421520758054951,0,0,0,0,0.154573219823848,0,0.112445284035342,0,0,0.0303248000894958,0,0,0.101731962487655,-0.0132125154549006,0,0,0,8.67361737988404e-19,-0.0229835611536346,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265593840921127,0,0,0,0,0,0,0.310885893330083,-0.144638792472007,0,0.0406100780061994,0,0,0,0.0341991051465196,0,0,0,0,0,0,0.0786528616716332,0.0118663054084898,0,0,0,-0.0348371990807415,-0.0430870302175819,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,-0.130668175264024,0,0,0,0,0.0222127612913063,0,0.0577563070311691,0,0,0.471257807797552,0,0,0,0,0,0,0.0286233946986901,0,-0.00319342600981641,0,0,3.46944695195361e-18,0,0,0,0,0.0949692398901147,0.257538751782075,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.110711190081809,0,-0.00779297137729267,0,0.041006122964301,0,-0.0336357168554006,-0.00417637674702124,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0.0251787955457912,0,0,0,0,0.319642686134438,0,0.593071205513151,0,0,0.0552714915069238,0,0,0,0,0,0,0,0,0.121343165076306,0,0,0,0,0,0,0,-0.0236024944471019,0,0.146528075942926,0,0.0689419885787442,0,-0.0163085961999028,0,0,0,0,0.0483984886094522,0,0,0,0,0,0,-0.014648874800267,0.0175222211149223,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900759098333657,0,0,0,0,0,0.028121168688792,0.163753291182627,0,0,0.311050854252292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757336951142395,0,0,0,0.0423615641189144,0,-0.144421978719057,-0.0825324964811665,0.133440949976886,0.141549741131513,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.0374005034102734,0,0.286242750502587,0,0,0,0,0,0,-0.0801936599391367,0,0,0,0,0,0.0118722050186919,0,0,-0.146228497824741,0,0,0,0,0,0,0,0,0.187357667375983,0.00668813761362568,0,0,0,-0.187765599371016,0,0,0,0,0,0.0249746871076598,0,0.120413756545986,0,0,0,0,0.0164934070267706,0,0,0,0,0,0
X600271.SH,-0.299123148793621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135493697682266,0,0.064655424556209,0,0.133378610720015,0,0,0,0,0,0,0,0,0.203037464912239,0,0,0,0,0,0,0.301686946847869,0,0,0,0,0,0,0,0.29940142188671,0,-0.207832996375362,0,-0.0317681888990461,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.105725730713881,0.106104417600653,0,0,0,-0.0867501956040076,-0.00637332867912362,0.0529157074165681,0,0,0,0,0,0,0.00187750407741593,0,0,0,0,0,0,0,0,0.0834599804099836,0,0,0,0,0.17088205108392,0,-2.16840434497101e-19,0,0,0,0,0,0,0.165646548284648,6.93889390390723e-18,0,0,0,0,0,0,-0.00224844055570447,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0.188064489799106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178902501288031,0,0.0348918436214378,0,0.345679649772651,0,0,0,0,0,0,0.499793740473591,0.154685546667794,0,0,0,0,0,0.00280549063042879,0.0113977430326651,0,0,0,0,0,0
