,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X600104.SH,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X600703.SH,X000625.SZ,X002241.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X600741.SH,X002371.SZ,X000157.SZ,X002007.SZ,X002129.SZ,X002179.SZ,X600584.SH,X601877.SH,X600183.SH,X002049.SZ,X002236.SZ,X002414.SZ,X300142.SZ,X000800.SZ,X601799.SH,X300003.SZ,X000066.SZ,X300136.SZ,X002185.SZ,X002008.SZ,X000977.SZ,X002456.SZ,X300146.SZ,X600118.SH,X600066.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.38532539432647,-1.73472347597681e-18,-0.059110947037857,0,0.0896916423355553,0,0,0,0,0.191702217388268,0,0,0,0,0,0,0,0,0.0287262983435398,0,0,0,0,0,0,0,0,-0.133882638673452,0,0,0,0,0.00429122326176275,0,5.42101086242752e-20,0.10450914986637,0,0,0,-0.0135892989213097,0,0,-0.0702148101721834,0,0,0,0,0,0,0,0.0330283349744647,0,0,0,0,0.0261467545870458,0,0
X000858.SZ,0,0,0,0,0,0,0.152265164219705,0,0,0.0070795778467742,0.327960746895457,0,0.0434621715213553,0,0,0.0104177123503526,0,0,-0.0502626328859673,0,0,0,0,0,0.0269592573408489,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140617441927583,0,0,0,0,0,-0.0273250768191923,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0408619925749895,0.0438383621226103,0,0,0,0.141471864332274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0813933511821262,0.0164218761390141,0.0574045801200471,0,0,0.0394355035049138,0,0.106769694841439,0,0,0,0,0,0,0,-0.232434072951288,0,1.73472347597681e-18,-0.0220774389583833,0,0,0,0.00248626049854278,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.194292941659775,0,0,0,0,0,0,-0.00752433768015954,0,0,0.0134286681691093,0,0,0.0835922827353773,0,0.0568223568208872,0,0,0,0,0,0,0,0,0.129323395632691,0,5.42101086242752e-20,0,0.0361809000065294,0,0,0,0,0,0,0,0,0,0.0321528470678094,0,0,0,-0.0115667138964519,0,0,0,-0.0059549199297351,0,0
X000651.SZ,0,0,0,0,0,0,-0.0140158482872577,0.0846947310335222,0,0,0,0,0.213687435913046,-0.0283697869058507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244654155447379,0,0,0,0,0,0,0.103644085372664,0,0,0,0,-0.0259893322864468,0,0,0,0,0,0,0.0206759400320434,0,0,0.0153407538272676,-0.0254440026600052,0,0,0,-0.00112490159189155,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0816124783192832,0,0,0,0,0,0,0.103770059754286,0,0,0,-0.0385815937757425,0.577125351264143,0.039234469891711,0.0697789039718391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420829145567487,0,0.0146122473518092,0,0.0120357935591753,0,0,0,0,0,0.00758790294206505,0,0,0,0,0.00979695741466947,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.2171676410741,0,0,0,0,0,0,0,0,0,0,-0.100930815177648,0,0.204452978055648,0.0995421154954026,0,0,0,0,0,0,0.160577168131901,0,0,0,0.000516818335097443,0,0,0,0,0.170884764669817,0,0,0,0,0,0,0,0,0,0,0,0,0.00128205202442648,0.00304035649858691,0,0,0,-0.0288717207811367,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0743382272348979,0,0,0,0,0,0,0.180582126663653,0,0.160223464521914,0,0,0,0,0.154448055715236,0.167372691433004,0,0.0776671689382823,0,0,0,0,0,0,0,0,0.00261703001930722,0,0,0,0,0,0,0.0575036198589968,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301061837855072,0,0
X000568.SZ,0,0.0231777457142116,0,0,0,0,0.31360014754042,0,0,0,0.328756369190255,0,0,-0.00979301084727072,0,0,0,0,0,-0.136051890516956,0.110430132380123,0.0947394136326341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830628170227143,0,0,0,0,0.0934666255045395,0,0,0,0,0,0.0481096656789276,0,0,0,0.00954026154074895,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0226827346337039,0,0,0.257045069266161,0,0,0,0.335876310969507,0,0,0,0.0598902382465041,0,0,0,0,0.246665143165531,0,0.178667910759252,0,0,0,0,0,0,0,0,0.00950524682190169,0.0624524695977004,-0.0557273216259259,-0.0974011094147729,0,0,0,0,0,0,-0.116025856267081,0,0,0,0.032453684072848,0,0,0,0,0.00713864698816707,0,0
X600809.SH,0,0,0,0,0,0,0.141329039876468,0,0.233972557358799,0,0,0,0.275513821996709,-0.0437395169870999,0,0,0,0,0,-0.109654875925967,-0.0451568062130594,0,0,0,0,0,0,0,0,0,0,0,-0.155767087024254,0,0,-0.0451200930605446,0,0,0.152696134474362,0,-0.0116311985693058,0,0,0,0,0,0,0,-0.109345042339033,0,0,0,0.0491928668800327,0,0,0,0.0136171379403825,0,0
X000725.SZ,0,0,0,0.041895425072646,0,0,0,0,0,0,0,0,0,0,0.094819212869719,0,0,0,0,0,0.0953750968373437,0,0,0.412658761569403,0,0.039564165108758,0,0,0,0,0,0,0,0,0.079372429090184,0,0,0.060021712201541,0,0,0,0.0351140074479341,0,0,0,0.06924146782494,0,0.144250794865696,0,0,0,0,0,0,0,0,-0.00437374352674253,0,0
X600690.SH,0,0,0,0,0.0905882984468209,0,-0.0883177827769166,0.0552343891778006,0,0,0.0477851267135192,0,0,0,0,0,0,0,0,0.0148065798327014,0,0,0,0,0.0633326894264728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791727065822578,0,0,0,0,0.0844306230300209,0,0,0,0,0,0.35933236867579,0,0,0.0423836177394831,0,0,0,-0.0217618198033168,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0.158380211511772,0,0,0,0,0,0,0,0,-0.218931430612126,0,0,0,0,0,0,0.152126460931799,0,0,0.0471078761422672,0,0,-0.207770281106073,0,0,0,0,0.551782424995764,0,0,0,0,0,0,0,0,0,0,0,-0.0458957268016823,0,0,-0.0315533769898793,0,0,0,0,0.0321730246571097,0,0
X000063.SZ,0,0,0,0,0,0,0,0,-0.0247123148282235,0,-0.111819936037093,0,0,0,0,0,0,0,0,0,0,0,-0.00254032123789287,0,0,0,0,0.0703284258890522,0,0,0,0,0,0,0.0533030430853792,0,0.040444374623674,0,0,0.047745147435032,0,0,0.199285524879483,0,0,0.0473361280903063,0,0.200274231462319,0,0,0,0.0906988627017727,0,0,0,0,0.0473893926008664,0,0
X300124.SZ,0,0,0,0,0,0.0808303786040081,-0.105837060644647,0,0,0,0,0,0.226639030184262,0.00971813277915425,0,0,0,0,0,0.0324759932051725,0,0,0,0.0419101205858489,0,0,0,0,0.0584750739795287,0.0942755693894839,0.0885362733713155,0,0,0,0,0,0,0.164442740611906,0,0,0,0,0.033137517393097,0,0,0,0,0,0.0241552250261317,0,0,0,0.0530163863419722,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0269230152274939,0,0,0.112522588444234,0,0,0,0.0407914763564426,0,0,0.0252360035828249,0,0,-0.00622433784749121,0,0,0,0,0,0,0,-0.0905637562484891,0,0,0.0206708634347139,0,0,-0.00709636271913058,0,0.0288831672202916,0,0,0,0,0,0,0.0624165492424279,0,0,0,0,0,0,0,0,0.00173131261186306,0,0
X000338.SZ,0,0.126261298721967,0,0.22572685117612,0,0,0,0.0973518234080992,0,0,0,0,0,-0.160470852489489,0,0,0,0,0,0.0283640284528595,0,0,0,0,0,0,0,0,0,0,0,0.0503967912907424,0,-0.000314862228708428,0,0,0,0.270989233661527,0.124613859467808,0,0,0,0,0.0859618685121502,0,0,0,0,0.00157506612387419,0,0,0.0318434891385727,0,0,-0.0189169131650713,0,0.0170384945355215,0,0
X600703.SH,0,0,0,0,0,0,0.117894149700387,0,0.0850207370555815,0,0,0,0.0348292716330081,-0.17031895829575,0,0,0,0.254868850828921,0,-0.000200727641621654,0,0.1036629102725,0,0,0,0.0919254036767102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281226719457907,0,0,0,0,0,0,0,0,0,0.0309377694837525,0,0
X000625.SZ,0,0,0,-0.37101389637896,0,0,0,0,0,0,0,0,0,0,0,0.495250916583243,0,0,0,0,0,0,0,0,0.148231072940985,0,0.514493587585131,0,0,0,0,0,0,0,0,0,0.0429616048368178,0.195710693514722,0,0,0,0,-0.0085482793584773,0,0,0,0,-0.325702997615588,0,0,0,-0.0556882641310213,0.148098345741322,0,0,0,-0.0711005292618413,0,0
X002241.SZ,0,0,0,0.156187040949066,0,0.881838053072176,0,0,0.17593126350846,0,0,0,0,-0.236822293343736,0,0,0,0,0,0,0,0,0.0435702529183468,0,0,0,0,0.0427141241216146,0,0,-0.154056593235489,0,0,0.0345819326335257,0,0,-0.0264017367932134,0.276211126964547,-0.106006022409574,0,0,0,0,0,0,0,0.219511169010219,-0.115551313505519,0,0,0,-0.0430062875507677,0.0116654860476589,0,0,0,-0.0271330055035062,0,0
X300014.SZ,0,0,0,0,0,0.297452694554189,0.356607290867899,0,0,0,0,0,0,0.0446844568446263,0,0,0,0,0,0,0,0,0.110277272269999,-0.0783519944769737,0,0.157009085055996,0,0,0,0.0128968599166575,0,0,0,0,0,0.074778389547012,0,0,0,0,0,0,0,0,0,0,0,0,0.239637835069438,-0.37183960788767,0,0,-0.00829129273227403,0,0,0,-0.020038834084046,0,0
X000596.SZ,0,0,0,0,0,0.405374080446037,0,0,0.0641514816753044,0,0.403531642272113,-0.0247314305299243,0,0,0,0,0,0,0,0,0,0,0,-0.121100980366817,0,-0.0741426392743091,0,0,0.00680723793244584,0,0,0.150645238603274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140351377038176,0,0,0,0,0,0.0126623781661165,0,0,0,0,0.0174095893939779,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.902572389259072,0,0,0,0,0,0,0,0,0,0.00507481319329259,0,0,0.12770482884357,0,0,0,0,0,0.0489133086531602,3.46944695195361e-18,0,0,0,0.0603261386521354,0,0,0,0,0,0,0.0461588091260441,0,0.0424124338071397,0,0,0,0.00282919182341093,0,0,-0.0408929019443992,0.0356406082696115,0,0,0,-0.0339029635167856,0,0
X600741.SH,0,0,0,0,0,0,0,0.0381534381894842,0,0.160017678222199,0,0,0.0128354459533608,0.00698912549351886,0,0.0261426530945758,0,0,0,0,0,0,0,0.0550120360746731,0,1.73472347597681e-18,0,0.0461304017351029,0.00943174652751365,0,0,0,0,0.00261309900420486,0,0,0,0,0,0,0.0588530892485648,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0239817109227378,0,0,0,0.00335877554406191,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0295046020076827,0.155172934837593,0,0.192993027418823,0,0,0,0,0,0,0,0,0,0,-0.0358241639781091,0,0,0.25696440524376,0,0,0.282100782444837,0,0,0.41400920174726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574472565294268,-0.0582458444689765,0,0,0,-0.0207915657565441,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.300910238483669,0,0,0,0.0155285148255013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168190244471878,0,0.049790108265135,0.0503276590221525,0,0.117146875660605,0,0,0,0,0,0.0459905123444849,0,0,0,0,0,0,0,0.047626813791913,0,0,0,0.027181655475174,0,0,0,0,0.0160136822977226,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360548115173625,0,-0.148112243046272,0,-0.0290128728433104,0.193275323994471,0,0,0,0,0,0,0.0161972996369111,0,0,0,0,0,0,0,0,0.049858267037662,0,0.218685505330225,0,0,0.00694223907426057,0,0.0482432604290467,0,0,0.400892354980662,0,0,0,0.103604624425204,0,0,0.0820799018088629,0,0,0,0,0.0759708972080264,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10117441202809,0,0,0,0,0,0.0779547852287287,0,0,0.338835800650685,0.108259090386433,0,0,0,0,0,0,0,0,0,0.0793533327793137,0,0.145023800085606,0,0,0,0,0.0553557522715216,0,-0.178784578894551,0,0,0,0,0,0.163033593589903,0,0,0.00513041756562243,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0.0317711234787093,0,0,0,0,0,0.040799598027636,-0.0165667863833756,0,0,0,0,0.0463149367184378,0,0,0,0,0.0878073158249667,0.0028011382149525,0,0.164592396912613,0,0,0,0,0,0,0,0.0249120767524721,0,0,0,0.041800881763287,0,0,-0.0509383679677278,0,0,0,0,0.0373478573445488,0,0,0,0,0,-0.0214689206128043,0,0,0,-0.0127575112837732,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,-0.0135984151791625,0,0,0,0,0,0,0,0,0,0,-0.260377334104419,0,0,-0.0174484169104544,0,0.365627152147651,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168924140505195,0,0,0.332850282298105,0,0,0.204456088565127,0,0,0,0,0,0,-0.0584619603470216,0,0,0,-0.00837322252268667,0,0
