,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X600487.SH,X002008.SZ,X300136.SZ,X601877.SH,X600066.SH,X000100.SZ,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X600271.SH,X300003.SZ,X002294.SZ,X600089.SH,X600867.SH,X002085.SZ,X000981.SZ,X600498.SH,X000157.SZ,X600699.SH,X600177.SH,X000050.SZ,X002180.SZ,X000596.SZ,X600118.SH,X002049.SZ,X300142.SZ,X600566.SH,X002179.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.270082877726057,0,0.194610538698524,0.11430983799239,-0.00156752069777982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1481177118556,0,0,0.0353395502340329,0,0,0,0,0,0,0,0,0,0,0,0,0.0664274074975202,0,0,0,0,0,-0.00598556597223071,0,0,-4.33680868994202e-19,0,0,0,0.0203159919578843,0,0,0,0,0,0
X600104.SH,0,0,-4.70656744188318e-06,0,0,0,0,0,0,0,0,0,0.435860618684899,0.0860463130820039,0,0,0,0,0,0.00448700362914379,0,0,0,0,0,0.12861533568256,0.022307668993272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097671734232922,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0471867764966988,0.0590033088732262,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.100909268413303,0,0,0,0.244658988746541,0,0,0,0,0,0.0759359611702575,0.201080588806951,0,0.191590661430617,0.0165350367179199,0,0,0.0793790432659241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420558934124081,0.0140018400814599,0,0,0.0354380940923708,0,-0.00516710173140413,0,0,0,0,0,0,0
X000651.SZ,0,0.256573656140324,-0.041640439967883,0,0.101816109152062,0,0,0.0798645102080971,0.0508456000681861,0,0,0,0,0,0.140311788807602,0,0,0,0,0,0,0,0,0,0,0,0.0194621934717253,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586299582403685,0,0,0,0,0,0,0
X000858.SZ,0.0241857755016359,0,0,0,0,0,0,0.13727916041112,0,0,0,0.32625767846135,0,0,0,0,0,0,0,0,0,0.0174090032482149,0,0.0301420086399,0,0,0,0,0.263204288492623,0,0,0,0,0,0,0,0,0,0,0.0389460975190601,0,0,0,0,0,0,0,0,0,0,0,0,8.02802386392587e-05,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.4228463931169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882184032724644,0,0,0,0,0,0,0,0,0,0,0.38043334588994,0,0,0,0,0,0,0,-0.249101182059032,0,0,0.0314630933528972,0,0,0,0,0,0,0.0539893357265907,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.131144799303775,0,0,0,0,0.252147882090535,0,0,0,0.0787430303182114,0,0,0,0,-0.247857775189724,0,0.0636840757599332,0,0,0,0,0,0.0590496268522429,0,0,0,0.0653195931491254,0.102839931869572,0,0,0,0,0,0,0,0,0,0,0,0,-0.0815107159855479,0.0896116100173562,0,0,0,0,-0.00733685733649142,0.0062744799858686,0,0,0,0,0,0
X002304.SZ,0.114984662652935,0,0,0,0.291112563971905,3.46944695195361e-18,0,0,0,0,0,0,0.213938356019386,0,0,1.0842021724855e-19,0,0,0,0,0,0.0146202159475803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793117971748933,0,0,0,0,0,0,-0.0369359422687912,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0202879660580156,0.0176012231148427,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.317728974915943,0,-0.0789473854005786,0,0,0,0,-0.0195636354910951,0,0.299879080803677,0,0,0,0,0,0,0,0,0,0.00521553277040173,0,0.256143079610796,0,0,0,0,0,0,0,0,0,0,0.232678342246251,0,0,0,0,0,0,0,0.20411555460121,0,0,0,0,0,0.0374957891782937,0,0,0,0,0,0,0
X600690.SH,0,0.0485813272362343,0,0,0,0,0,0,-0.0874862271136638,0,0.12841496083042,0,0,0.0388821145570724,0.12495351262617,0,0,0.197428103607159,0,0,0,0.135258060820229,0,-0.0426784558842102,0,0,0.195135852764267,0,0,0,-0.0267730258943409,0,0,0,0,0,0,0,0,0,0,0,-0.0827606767177857,0,0,-0.0864859326282062,0,0,0,0.0746318963845008,0,0.0802794902071152,-0.0538061213202616,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.029374762659803,0.304306366294889,0,0,0.283072296865662,0,0,0.0158283011909962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2133768436451,0,0,0,0,0,0,0,0,0,0.083102554468226,0,0.371416354890568,0,0,0.0169434664558135,0,0,0,0,0,0
X000568.SZ,0,0,3.46944695195361e-18,0,0.566214635293246,0,0,0.0905321204855803,0,0,0,0,0,0.0103172060020163,0.0737384654198627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860005731141314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155669981936361,0,0,0,0,0,0,0
X600741.SH,0,0.105165171689384,0,0.172025956952724,0,0,0,0,0,0.123170671449853,0.0188946600704604,0,0,0,0,-0.00988330258683953,0,0.0306218342427794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144980505918971,0,0,0,0,0.0198875014530621,0.00763815556239622,0,0,0,0,0,0
X002475.SZ,0,0.0738155058508403,0,0,0,0.030373560582654,0,0,0,0,0,0.050265016859968,0,0,0,0,0,0.128312964843808,0,0.106172517617414,0,0.0536784742906844,0.281751453043654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152270404482948,0,0,0,0,0.00754091862828746,0,0,0,0,0,0,0,0,-0.0139383625553674,0,0,0,0,0,0,0
X002236.SZ,-0.224390780193271,0,0.511582033367838,0.137710027284621,0,0,0,0.109074326508204,0.143137136758103,0,-0.0109089750193586,0,0,0,0,0,0,0,0,0,0.0809640173356286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188202169954683,0,-0.183025029833023,0,0,0.00440417563776836,0,0,0,-0.00186113182709436,-0.0223923416212585,0,0,0,0,0
X600031.SH,0,0,0,-0.0931116816122195,0,0.381534952542729,-0.0761209414527747,0,0,0,-0.301991545566543,-0.108155349519354,0.256063780982546,0,0,0,0,0,0,-0.219985319448628,0,0.0637143745597798,0,0.153500804322287,0.252126710688881,0,-0.0446107720170831,0,0,0,0,0,0,0,0,0,0,-0.0911380515263615,0,0,0,0,0,0,0,-0.0141402017240943,0,0,0,0.169918973452556,0,-0.0675918281629452,-0.00793430895166326,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,-0.0311559290994123,0,0,0,0,0,0,0,0.117531788975259,0,0,0,0,0,0,0,0,0.0692452860429193,0,0,-0.0544533336508007,0,0,0,0,0,0,0,0,0,0,0.197357357691842,0,0,0,0,0.022191948132287,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0168014954394037,0,0,0,0,0,0
X002241.SZ,0,0,0.267070867815186,0,0,-0.000234894488939148,0,0,0,0,0,0,0,0.0502345974156463,0,0,0,0,0,0.455693090555111,0,0.0202200723709065,0,0,0,0,0,0,-0.0443158758950359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00828575095326581,0,0,0,0,-0.155863425903442,0,0,0,0.0173057519325897,0.0130987304132907,0,0,0,0,0,0
X000625.SZ,-0.117940951508414,0,0,0,0,0,0,0,-0.0694680080551792,0,0.0410093012748856,0,0,0,0,0,0,0,0,0,0,0.0679956459909741,0.0247821900300929,-0.0135949178973145,0,0,0,0,0,0.10023531954798,0,0,0,0,0.0219417037726891,0,0,0,0,0,0,0,0,0,0,0.0595721878493731,0.0553277775514741,0,0,0,0,-0.00707563137960726,0.0112577202286878,0,0,0,0,0,0
X002456.SZ,0,0,0.00938135957150655,0,-0.0449061941730015,0,0,-0.0760265145952958,0.202628001411271,0,0,0,0,0.349894272148425,0,0,0,0.0578430633421672,0,0,0,0.0639284436821644,0,0,0.092871494132848,0.0119287246610395,0,0.0141936723782991,0,0.136678589799577,0,0,0,0,0,0,0,0,0,0,0,0.253491474968641,0,0,0,0,0,0,0,1.0842021724855e-19,0,-0.0053735647100375,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218136095182066,0.228796512058945,0,0,0,0,0.107872555010535,0,0.172642057216316,0,0,0,0,0,0.0344011857197407,0,0,0,0,0,0,0,0.402471903995654,0,0,0,-0.0316901784744573,-0.00744823190896232,0,0,-0.0231126673035452,0,0,0,0,0,0.0115783505731119,0,0,0,0,0,0,0
X002008.SZ,0,0,0.319151401302203,0,0,0,0,0,0,0.0189145598587892,0,0,0.260694732749298,0,0,0,0,0,0,0.0620754158937172,0.0398416875791484,0,0.0486150438129759,0,0,0,0.0728758367528868,0,0,0.147519696548242,0,0,0,0,0,0,0,0,0,0,0,0.180711056007205,0,0,0,0,0,0,0,0,0,0,0.0289249530541657,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0.0770305349335988,0,0,0.0486686198186741,0,0,0,0,0.261970681190105,0,0,0,0,0,0,0,0.0355853410946595,0,0,0,0,0,0,0,0,0,0,0.0867469900764162,0,0,0,0,0,0,0,0,0.0569625104536828,0,0.0734628152691455,0,0.114386707420573,0,0,0,0,0,0,-0.0155525239369115,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0.00715560423740356,0,0,0,0,0,0,0,0,0.152443744090524,0,0,0,0,0,0,0,0,0.0956442167893131,0,0,0,0,0,0,0,0.235899703427551,0,0,0,0,0,0,0,0,0.00298301379440882,0,0,0,0,0.0805111052139188,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,-0.00149593257453059,0,0,0,0,0,0,0,-0.0309888935590993,0.121527937606261,0,0,0,0.0937484333257746,0,0.238090916379724,-0.139830291986764,-0.0619010488495266,0,0,0,0.476270106875113,0,0,0,0,-0.31891998886372,0,0,0.0196374194219494,0,0,0,0,0,-0.29417361666597,0,0,0,0.0505865445384669,0,0,0,0,0,0,0.00227268939692893,0,0,0,0,0,0
X000100.SZ,0,0,0.0334624512371686,0,0,0.126116245086712,0,0,0,0,0.229131540361724,0,0,0,0,0,0,0,0,0,0,0.173261558545687,0,0.0741513498102235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309165679006019,0,0,0,0,0,0.0178653660577733,0,0,0,0,0,0
