,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X002304.SZ,X600690.SH,X600031.SH,X600104.SH,X300014.SZ,X000725.SZ,X300124.SZ,X002371.SZ,X600703.SH,X000338.SZ,X000063.SZ,X000625.SZ,X002241.SZ,X002129.SZ,X003816.SZ,X300142.SZ,X000661.SZ,X002049.SZ,X601877.SH,X000100.SZ,X000596.SZ,X002179.SZ,X600460.SH,X000157.SZ,X002074.SZ,X600702.SH,X000799.SZ,X002414.SZ,X600741.SH,X002007.SZ,X600584.SH,X600183.SH,X002236.SZ,X600089.SH,X601799.SH,X600779.SH,X000800.SZ,X600884.SH,X300146.SZ,X000066.SZ,X300003.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.325650527883203,0,0.0315423101764734,0,0,0,0.0946923218468973,0.0503778662644932,0,0.0895357312960846,0,0,0,0.0168469397482587,0,0,0,0,0,0,0.00561627756856233,0,0,0,0,0,0,0,0,0,0,0,0.0890343370671888,0,0,0,0,0,0,0,0,0,0.0173019150401803,0,0,0.0067163090142065,0,0,0,0,0,0.033540864868864,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.204420193324163,0,0,0.221055661646494,0,0,0.160880677134367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195821704342343,0,0,0,0,0,0,0,0,0.145002205280118,0,-0.0140306514429292,0,0,-0.0522849308439512,0,0,0,0,0.120914772343121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0311213560550059,0,0.0223795675764721,0.116732468196952,0,0,0,0.0996120213225285,0,0,0,0.176608514191651,0,0.0403154973867756,0,0.0573634672688018,0,0,0,0,0,0,0.0159046198493075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100452968763738,0,0,0,0,0,0,0,0,0,0,0.10981802754034,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.0964543270651364,0,0,0,0,1.73472347597681e-18,0.138906027333871,0.208366043642477,-0.114957630449493,0,0,-0.0497898196173366,0,0.0247064982808132,0,0,0,0,0,0,-0.0949548409416481,0,0,0,0,0,0,0,0,-0.041825390735706,0,0,0.0648988482095239,0.440359307876064,0,0,0,-0.0249933107961008,0,0,0,0,0,0,0,0,-0.111636124432151,0,0.0275246317215475,0,-0.0637076048028853,0.0782920706623129,0,0,0,0,0,0
X600276.SH,0,0.171658609342066,0,0,0,-0.211425079461704,0,0,0,0,0.0378139975543842,0,0,0,0.121976903373773,-0.0390987620323022,0,0,0,0,0,0,0,0,0.118648703948514,0,0,0,0,0,0,0.179778324764406,0,0,0,0.259215626297947,0,0,0,-0.111399582761958,0,0,0,0,0,0.0493378299789032,0,0,0,0,0,0,-0.0043132804629177,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0590591865146137,-0.117151889996653,0,0,0,0,0,0,0,0,0,0,0.263324157071072,0,0,0,0.0470142823068932,0.188939047720561,0,0,0,0.0719228409139769,0.10382074534465,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0297546359781377,0.283739473373081,0,0,-0.108051152344225,0,0,0,0,0,-0.01138880243067,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.0188808008354001,0,0,0,0,0,0,0,0,0,0,0,0,0.0763915344521858,0,0,0,0,0,0.0318974321841891,0,0,0,-0.059333060517144,0,-0.00296817961118252,0,0,0.0801563853056501,0,0,0.0620582186417444,0,0,0,0,0,-0.0540735324360007,0.0251900987543458,0,0,0,-0.0787827968003658,0,0,0,0,0.121689510595292,0,0,0,0,0,0
X000568.SZ,0,0.266778488350497,0,0.125382961126475,0,0,0,0,0.113545239753937,0,0,-0.144464517485012,0,0,0,-0.0593530465433777,0,0,0,0,0,0,0,0,0,0,0,0,0.155114966989979,0,0,0,0.00808656850138133,0,0,0,0,0,0,0,0,0,0,0.0768706631041956,0,0,0,0,0,0,0,-0.00294115212473466,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.357741829314304,0,0,0,0.330379108898959,0,0,0,0,-0.151705678660768,0,0,0,0.198378991457634,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0440572478277924,0,0,0.0606879328265765,0,0,0,0,0,0.0551099162280338,0,0,0,0,0,0,0,0,0.115748673322289,0,0.05880623294134,0,-0.0660076162049505,0.0197306370308902,0,0,0,0,0,0
X600690.SH,0,0.0450053569908613,0,0,0.128401400191319,0,0,0.142274181871128,0.145210007709027,0,0.00305050745904634,0,0.0716956551347304,0,0,-0.0162687926472753,0,0,0,0,0,-0.0177577737942462,0,0,0,0,0,0,0,0,0,0.0848492624180389,0,0.0254734526121886,0,0,0,0,0,0,0,0,0,0.0443663140945553,0,0,0,0,0,0,0,-0.0534465426359324,0,0,0,0,0,0,0
X600031.SH,0,0.0123932785803593,0,0,0.181491000694737,0,0,0,0.0261113821916028,0,0,0.0495754413364418,0,0,0.00900458615087262,0,0.126659796261864,0,0,0,0.0210906633808411,0,0,0,0,0,0,0,0,0.0919609885680887,-0.045396668778507,0.202315416336549,0,0.0886302045239055,0,0,0.00263632952941078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169145589295387,0,0,0,0,0.0926720553912948,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0754459126077656,0,0,0,0,0,0,0,0,0.033283265600884,0,0.135208683268584,0,0,0,0.0231348778073384,0,0,0.028690112746352,0,0.0121473382841916,0.123919398675183,0,0,0,0,0.0678013509958351,0,0.0310229301653866,0,0,0,0,0,0,0,0,0,0,0.0563618459693156,0,-0.120466759642885,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0.26340831629438,0,0,0,0,0,0,0,0,0,0,0,0.0168353470723271,0.0579322106881603,0.0744700930094996,0,0,0.192748496197718,0.0381140978136047,0.263296559148462,0,0,0.0587590892569866,0,0,0,0,0,0,0,0.188433524744516,0,0,0,0,0,0,-0.0630088818438891,0,0.134715050583272,0,3.46944695195361e-18,0,0,0,0,0,0.0876268291465931,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,-0.00144598137088325,-0.0316685429309842,0,0,0,0,0,0,0,-0.0284602754673278,0,0,0,0,0,0,0,0,-0.0130295830823369,0,0,0,0,0,0.376304135473469,0,0,0,0,0,0.0111675648400844,0,0.00697306805558241,0,0,0,0,0,0,0,3.46944695195361e-18,0.218658676430533,0,0,-0.0156149040888187,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,6.93889390390723e-18,0,0.208794624304668,0.110517640780916,0,0,0,0,0,0,0.162214285726781,0,0,0,0,0.179774104650401,0,0,0,0,0,0,0,0,0.126872872115673,0,0,0,0,0,0,0,0,0.00440319921116161,0,0,0,0,0,0,0,0,0,-0.197290603578029,0,0,0,0.193261473249815,0,0.167293178444918,0.0842840496171989,0,0,0,0,0,0
