,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X600031.SH,X000338.SZ,X601877.SH,X002008.SZ,X300124.SZ,X600809.SH,X002456.SZ,X600867.SH,X000625.SZ,X600066.SH,X600271.SH,X600487.SH,X002294.SZ,X000100.SZ,X000981.SZ,X600566.SH,X000596.SZ,X300142.SZ,X002241.SZ,X300136.SZ,X000661.SZ,X002508.SZ,X000050.SZ,X002180.SZ,X000157.SZ,X002007.SZ,X002038.SZ,X002179.SZ,X002049.SZ,X600522.SH,X600089.SH,X600177.SH,X000977.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.362363979400779,0.114401088444273,0.0853095777425893,0,0,0,0,0.0552356457740718,0,0.0370938575114561,0,0,0,0,0,0.0102572113629779,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000567569390725682,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.428388579001058,0,0,0,0,0,0,0,0,0,-0.164149538056289,0,0,0,0,0.0624294237435473,0,0,0,0.0947009504662542,0,0,0,0,0,-0.117118747450455,0,0,0,0,0,0,-0.0329742147755058,0.0560667260341338,0,0,0,0,0,0.0018026850208333,0,0,0.230452632822175,0,0,0,0
X002415.SZ,0.0703406417265887,0,0,0.0118818184572832,0,0,0,0,0,0,0,0,0,0.0796611511840151,0.0124690079543887,0,0,0,0,0.212208686869846,0,0,0,0,0,0,-0.0382850491386121,0.300099579892665,0.000267850693118242,0,-0.0810030453763358,0.149572298977975,0,0.00930690619156675,0.152224742303534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.137907901233344,0,0,0,0.186787237671439,0,0,0,0,0,0.607970521072688,0,0,0,0.0076416657139239,0,0,0.0224291185693,0,0,0,0,0,-0.0899383332929747,0,0,0.00867270298770606,0,0,0,0,0,0,0,0,0,0,0,0,0.0722598452323061,0,0,0,0,0,0,0,0,0,0,0,0.00996535080080138,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.327304757396451,0,0,-0.0241751598897011,0,0,0.475927217337467,0,0.106621377198606,0,0,0.0199382226367128,0,0,0,0,-0.0858872227130379,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0492052921476857,0,0.00825543106331991,0,0.191232773540932,0,0,0,0,0,0,0.247468076436888,0,0,-0.120315045141454,0,0,0.0360886920289959,0.0672331749370329,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0986801794988727,0,0,0,0,0.310362294894514,0,0,0,0,0,0.131918357046489,0,0,0,0,-0.0371690138508177,0,0,0,0,0.0544666238611201,0,0,0,0,0.174642142373671,0,0,0,0,0,0.0981374060725561,0,0,0,0,0,0,0,0,-0.054982896166018,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0868377485782754,0,0.0284120190428157,0,0,0,0.147725385431273,0.256179287835128,0,0.290115260678656,0,0,0,0,0,0,-0.0498932180427867,0,0.0175704029196959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290359423476226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184197093242823,0.0127128838530407,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0195420942958096,0,0,0,0,0,0.130038759821935,0.106116929940486,0,0.222898985582569,0,0,0,0,0,0,0,0.052084032453638,0,0,0,0.403033972523312,0,0,0,0,0,0,0,0,0,-0.120227226056927,0,0,0,0,0,0,0.19108855857415,0,0,0,0,0,0.0740343504884942,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0590380197895553,0,0,0,0,0,0,0,0.0126800605144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129442651642049,0.264861794563368,0,0,0.0982588585681749,0.113454053669148,0,0,0.0754022361182449,0,0.166297184837545,0,0,0,0,0,0,-0.0115975135116862,0.0119623729456159,0,0,0,0,0,0
X600690.SH,0.0796555373392798,0,0,0.272610026203973,0.207981744086481,0,0.150668360538596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00537273170039746,0,0.0403374820716482,0,0,0,0,0,-0.125480466036979,0,0,0,0,0,0,0,-0.00695176203233139,-0.0208105150233613,0,0,0,0,0,0
