,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X601877.SH,X300142.SZ,X600702.SH,X002074.SZ,X600741.SH,X000733.SZ,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X000066.SZ,X300003.SZ,X600884.SH,X002294.SZ,X002007.SZ,X601799.SH,X600563.SH,X600779.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.212723787698373,0.26134451866011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230021360698969,0,0,0,0,0,0,0.0523858440695801,0,0,0,0,0,0.0363994870591385,0,0,0,-0.0161901121234709,0,0,0,0,0,0,0,0,0,0,0,0.0464810932263676,0,0,-0.00397312597224211,0.01139235143569,0,0,0,0,0,0
X000858.SZ,0,0,0,0.493506835661363,0,0,0.152156416278495,0.0719788269357409,0,0,0,0,0,0,0,0,0.0342408466220474,0,0,0,0,0,0.0393566981399872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240741657730194,0,0,0,0,0,0,-0.0712901283331026,0,0,0,-0.0162001376904294,0.012045761921029,0,0,0,0,0,0
X600809.SH,0,0,0,0.658737626654177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379062168342773,0.0498193967067787,0,0,0,-0.135586981497892,-0.033076948397622,0,0,0,0,0,0,0,0,0,0,0,0.0255548918131752,0,0,-0.00747852662011902,0.00937686916943934,-0.0460045840038598,0,0,0,0,0
X000568.SZ,0,0.218773675337664,0.220358555514023,0,0,0,0.175905740422014,0.0839449286997146,-0.0168531416311503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190998811274896,0,0,-0.0161323714304501,0.0310830530786149,0,0,0,0,0,0,0,0,0,0.287019083508025,-0.0061759990518096,0,0,0,0,0,0,0.0750431074198321,0,0,-0.00338045800399602,-0.0139955746549554,0,0,0,0,0,0
X002415.SZ,0,0,0,0.060901196029289,0,0.109727404624334,0,0,0,0,0,0,0,0,0,0,0.107316120019099,0,0,0.148681148914535,0.0695128970260728,0,0,0.087789164322699,0,0,0,0,0,0.0307599898305286,0,0.0596641122675223,0,0,0,0,0,0,0,0,0,0.0410660940822074,0,0,0,0,0,0,0,0,0,0.00522282066968448,-0.0323499942600983,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.198858572563413,0,0,0.0225240650914841,-0.114569780371104,0,0,0,0.105845567094024,0,0,0,0,0,0.0175631017053516,0.00511581320545742,0,0,0,0,0.0834568101001196,0.0182400683850783,0,0,0,-0.0252716124210609,0.0133576813052515,0,0,0,0,0,0
X002304.SZ,0,0.00797602908094286,0,0.58101510753693,0,0,0,0,0.110200625120143,0,0,0,0,0,0.100007317550662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188741016692468,0,-0.0997430606448409,0,0,0,0,-0.045170736347794,0,0,0,0,0,-0.0607357708110763,0,0,0,0,0.0267277893777819,0,0.0253528806140993,0,-0.0102185464435962,0,0,0,0,0,0,0
X600690.SH,0,0.0508080821339163,0.0192597488209331,0,0,0,0.0380188899096844,0,0,0,0,0,0,0,0,0.255026576854541,0,0,0,0,0.0813573044078169,0,0,0,0,0,0,0,0.0975076234414067,0,0,0,0,0,0,0,0,0,0,0,0,0.0112974579075539,0,0,0,0,0,0,0.0590203536983063,0,0,-0.00293788055039374,0.000920772952033422,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.134559360471917,0,0,0,0,0,0,0,0,0.134458881883044,0,0,0,0,0,0,0,0,0,0.245814320170165,0.0217712767181231,0.135538217927939,0,0,0,0,0.0705552948490216,0,0,0,0,0,0,0,0,0,0,0.29306518396648,0,0,0.00481027231232027,0.0369967552828291,-0.0465158735782976,0,0,0,0,0,0
X000651.SZ,0,0.017052980483997,0,0,0,0,0,0,-0.0359679779454785,0,0,0,0,0,0,0.148711530235565,0,0,0,0,0,0,0,0,0,0,0.231293160160319,-0.0323815065314191,0,0,0,0,0.0546883096529421,0,0,0,0,0,0,0,0,0,0,0,0,0.0094230108242574,0,-0.0994402498656676,0,0,0,-0.00324125039419867,0.0119846307576106,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.170931581169669,0,0,0.124590253303254,0,0,0,0,0,0,-0.0207116932360132,-0.084171903732312,0,-0.144720696652764,0,0,0,0,0,0,0,0,0.0413113874874543,0,0.128971083370844,0.0501082448052776,0,0,0,0,0,0,0,-0.0206955343540816,0,0,0,0.097783493426333,0,0,0,0,0,-0.017913209215735,-0.00105379241582236,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0.316032078220534,0,0,0,0,0,0.187651940987064,0,0.311649241769455,0,0,0,0,0,0.0322108506003368,0,0,0,0,0,0,0,0,0.156898289036002,0,0,0,0,0,-0.0723437966681823,0,0,0,0.213265146885211,-0.146456899765465,0,0,0,0,0,-0.139750080579046,-0.0407927176464015,-0.00611162647521702,0,0,0,0,0,0
