,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X300124.SZ,X002008.SZ,X601877.SH,X000625.SZ,X002456.SZ,X600487.SH,X600271.SH,X600066.SH,X000100.SZ,X600809.SH,X002241.SZ,X600867.SH,X002294.SZ,X600566.SH,X600522.SH,X300136.SZ,X000981.SZ,X002179.SZ,X300142.SZ,X002508.SZ,X000050.SZ,X000157.SZ,X600089.SH,X600498.SH,X002049.SZ,X600707.SH,X000977.SZ,X600177.SH,X000661.SZ,X600584.SH,X002180.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.376180772828217,0.147056209617349,0,0.113150301338707,0,0,0.0337157697965202,0,0,0,0,0,0,0,0,0,0.0618670935258353,0,-0.089990163052582,0,0,0,0,0,0,0,0,0,0.0162542423311857,-0.00194554834521877,0,0,0.0176697600223891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012982487109198,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.224763152090779,0,0,0.153316067599469,0.172973343161538,0,0,0,-0.0119528601009723,0,0,0.0117652682501681,0,-0.140678965505581,0,0,-0.0342883317109495,0,0,0,0,-0.160724458465249,0,0,0,0,0,0.0574179058625898,0,0,0,0,0,0,0,0,0,0,0.0399895608930812,0,-0.148569690265434,0,-1.73472347597681e-18,-0.0151857069490176,0,0.286054568753635,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0896739974873701,0,0.0488375087323065,0,0.188676614180708,0,0,0,0,0.18771586444901,0,0,0.00635924172786451,0,0,0,0,0,0.263997139420132,0,0,0,0.0213321818637724,0,0,0,0,0,0.124710103073512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111415710426136,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.305043383811713,0,0,0,0,0.265991818450238,0,0,0,0,0,0,0.0143285876454369,0,0.0319442117766653,0.023160589383185,-0.0235130259630801,0,0,0,0,0,0,0,0,0,0,0,0,-0.00388743724722147,0,0,0.111392895839111,0.132062009056485,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00150019274924304,0,0,0,0,0,0,0
X000858.SZ,0.111533620953506,0,0,0.141170466228281,0,0,0,0,0,0,0,0.646384779104451,0,0,0.0280102377061266,0,0.0304140418404653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256844226022817,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105440738123384,0,0,0,0,0,0,0
X600276.SH,0.0624075175483064,0,0.12018303867623,0,0.0176021860075188,0,0,8.67361737988404e-19,0,0.0539004891192734,0.0105667045760204,0,0.0451279429868044,0,0.0122195919365779,0,0,0.0184982099135198,0,0,0,0,0,0.255247312366843,-0.0576033333504082,0,0,0.104691823306615,0,0.0264553059679052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10426885301938,0,0,0,0,0.00366487119792782,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.212711960306797,0,0,0,0,0,0,0.0127657465075902,0,0,0,0,0,0,0,0,0,0,0.267164956107912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513540769379782,0,0,0,0,0,0.168175196248695,0,0,0,0,-0.0256070432386537,0.0259394117365943,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.243697640805911,0.126567361575438,0,0,0,0,0,0.183966734531982,0.23014508774451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306834572856767,0,0,0,0,0.0232795373698664,0,-0.060388563271958,0,0,0,0,0,0,0.00754902736201519,-0.00404482069316239,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.404786097694757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209775334810076,0.132423660321938,0,0.199822308001936,-0.0659400612657308,0,-0.0873679126950428,0,0.205947574359343,0,0,0,0.0597176152532322,0,0,0,0,0,0.194467286828971,0,0,0,0,0,0,0,0.273247087689724,0,-0.0238624688110372,0.0471939161076486,0,0,0,0,0,0
X600690.SH,0,0,0,0.16065296134787,0.395176942262067,0,0,0.190236998621496,0,0,0,0,0,0,0,0,-0.0263528506422986,0,0,0,0,0,0,0,0,0,-0.0454174311412842,0,0,0,0,0,-0.00150340192073974,0,0,-0.0645939399313021,0,0.0500837955929331,0,0,0,0,0,0,0,0,0,0,0.041231810022456,0,0,0,0.00122310784927306,0,0,0,0,0,0
