,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X300124.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X000661.SZ,X002236.SZ,X600372.SH,X002241.SZ,X002049.SZ,X000157.SZ,X600741.SH,X600584.SH,X000977.SZ,X601877.SH,X000800.SZ,X600522.SH,X002007.SZ,X601799.SH,X600183.SH,X300142.SZ,X002074.SZ,X002463.SZ,X002180.SZ,X600418.SH,X002028.SZ,X002294.SZ,X000066.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.000894117816889389,0,0,0.334661559160306,0.0965072571190845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204530354589022,0,0,0,0,0,0,0,0,0.0868508362348679,0,0,0.0271000868892259,0,0,0,0.118182096232789,0,0,0,0,-0.0102102315041299,-3.46944695195361e-18,0,0,0,0,0,0
X000858.SZ,0.380342729848489,0,0,0,0,0,0,0,-0.0338964103926271,0,0,0,-0.0181003060641757,0,0,0,0,0,-0.0416039738521612,0,0,0,0,0,0,0,0,-0.0191596733359381,0,0,0,0,0,0,0.0585550246896671,0,0,0,0,-0.0749959160836062,0,0.183541734934169,0,-0.028616016111027,0,0,0,0.0948552634086133,0,0,0,-0.0108615378589891,0,0,0,0,-0.0496705947961338,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256721930744622,0,0,0,0,0,0,0,0,0,0,0,0.145478709071833,0,0,0,0,0.122477405783799,0,0,0,0,-0.0462217126723933,0,0,0,0,0,0.0685904425969978,0.00561792980833226,0,0,-0.053048644364128,0.0917393503206774,0.000655738017772152,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0639772173867141,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125488407543323,0,-3.46944695195361e-18,0,0,0,0,0.166995909117726,0.0403143254440881,0,2.16840434497101e-19,0,0,0,0,-0.0316456313972291,0,0.0123792133078555,0,0,0.0750415206352665,0,0.0532781291305542,0,0,0,0,0,0.19370344304605,-0.0597790763184095,0,0,0.00564182188870314,0,0,0,0,0,0,0
X000568.SZ,0.356616057022052,0.175298888101072,0,0,0,0.18355446738049,0,0,1.73472347597681e-18,0,0.191281631446923,0,0,0,0,0.278845265292274,0.0235752304639319,-0.0192751504018026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287638137418889,0,0,0,-0.00621388892635498,-0.00118325685619548,0,0,0,0,0,0
X600809.SH,0.244335840215875,0,0,0.0133633103984213,0.346972102760728,0,0.0724778142676567,0,0,0,0,0,0,0,0,0,0,-0.03909231870234,0,0,0,0.049680948203002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0831687936793114,0,0,0.00677592257796969,0,0,0,0.0383544864797673,0,0,0,0,0,0.0659873377839243,-0.0267213340965933,0.0463221505664799,-0.0883124776823467,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.309601718434954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770201980798357,0,0.205010431848352,0,0,0,0,-0.0608593383706341,0,0.103578089417978,0,0,0,0,0,0,0.280898753138501,0,0.0184234911441618,0,0.119848040194561,0.118784906024265,0,0,-0.0873297572956018,0.127591885248187,0,0,0,-0.151664867153747,0,0
X600690.SH,0.150493594044706,0.0594531365321943,0,0,0,0,0,0,-0.0266069030701805,0.18441051082344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872196435534562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057121821078584,0,0,-0.0110110489306143,0,0,-0.000417063774031494,0,0.00979974421005775,0.00808751058446363,0,0,0,0,0,0
X000625.SZ,0,0.0347839877088512,0,0.104084373077516,0,0,0,0,0,0,0,0,0,0,-0.124313134310958,-0.0215222194143798,0,-0.0780823246214928,0,0,0,0,-0.0346989714886434,0,0,0,0,0,0,0,0,0,0,0,0,0.389325864305429,0,0,0,0,0,0,0,0,0,0.496004160860159,0,0,0,3.46944695195361e-18,0,-0.021255072855604,0,-0.19190681490456,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0345932080959406,0.256232849125657,0.0135907491253053,0,0,0,0,0,0,0,0,0,0,0,0,-0.0976941851795046,0,0,0,0,0,0,0,0,-0.144753544806086,0,0,0,0,0,0.0135655092078623,0.0586595224814185,0,0.0174104468720837,0,0.105209616251333,0,0,0,0,0,0,0,0,0,0.0785416615420278,-0.159206859135774,0,0,0,0,0,0
