,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X000559.SZ,X600031.SH,X600271.SH,X002241.SZ,X000100.SZ,X600066.SH,X002292.SZ,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X002475.SZ,X000338.SZ,X600089.SH,X002465.SZ,X600177.SH,X002049.SZ,X300124.SZ,X601877.SH,X000568.SZ,X002506.SZ,X002294.SZ,X600582.SH,X300003.SZ,X002074.SZ,X002129.SZ,X300001.SZ,X000869.SZ,X002085.SZ,X000547.SZ,X600867.SH,X600839.SH,X600498.SH,X000977.SZ,X002276.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861439317728873,0,0,0,0,0,0,0,0,0.0691224137329818,-0.00535818378606446,0,0,0,0.0362685484788337,0,0,0,0,0.0153103225939042,0,0,0,0.0202713584362407,0,0,0,-0.0667990480608768,0.032669559157767,0,0,-0.0397672483431189,0.0471632934562546,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.315574365005126,0.0457603740935095,0.163785867589481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837846393943776,0.0376540335462223,0,0,0.0449969957848797,0,0,0,0,0,0,0,0,0.00807651368235844,0,0,-0.0174466550793476,0,0,0,0,-0.156019491315674,0,0,0,-0.00181430917683077,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0523298772202259,0,0,0,0,0,0.14493762666262,0,-0.054969837747493,0,0.0827729835419104,0,0,0.112923527734276,0,0,0,0,0.0322511600864364,0,0,0,0,0.0851006261575227,0.196821356232427,0,0,0,0,0,0,0,0,0,0,-0.0649300383311291,0,0,0,0,0.0308959685024167,0,0,0,0,0,-0.0145495621142514,-0.0281897137710502,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0124106740606693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147589740337399,0.14123217309841,0,0,0,0,0,0.215316287711343,0,0,0,0,0,0.00431091850332596,0,0,0,0,0,0,0,0,-0.00880891803116322,0.0411654835912791,0,-0.0378719084691748,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400043165402956,0,0,0,0,0,0.0467540744410986,0,0,0.0121413168297253,0.0416896391926291,0,0,0,0,0,0,0,0,0.0921477997733781,1.73472347597681e-18,0,0,0.00993866729050734,0,0.198195096998574,0,0,0.0477363614944743,0,0,-0.0113135324676971,0,0,0,0,0,0,0
X002304.SZ,0,0.13903869084919,0,0,0,0,0,0,0,0,0,0,0.0585107606417259,0,0,0,0,0,0,0,0.0541013830962953,0.182911287565058,0,0.0787012914700689,0,0,0,0,0,0,0,0,0.180412166409139,0.0123451585685118,0,0,0.0482722213446416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135180131084418,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150314954417793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831516065701414,0,0,0,0,-0.00781805196229416,0,0,0,-0.105747816423601,0,-0.0335009980819801,0,0.0177461051206676,0.0433187777969976,0,0,0,0,0,0,-0.124287487779975,-0.0771745437642443,0.0551636607821626,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0331095671141919,0,0,0,0,0,0,0,0,-0.0498714302067609,0,0,0,0.0933325069877604,0,-0.11122032416336,0,0,0,0,0,0,0.0286610952646851,0,0,0,0,0,0,0,0,0.0470307445897015,0,0,0,0,0.0408931532655934,0,0,0,0,0.0483782218655005,0,0,0,0.0130700200718322,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00187735791837314,0,0,0,0.0420276422342009,0,0,0.0620041199563686,0.0582155184389941,0,0,0.0238870408469399,0,0,0,0,0.103086389936821,0.00246585429100109,0.208186412953605,0,0,0,0,0,0,0,0.10255311518937,0,0,0,0.00572900769711493,0,0,0,-4.33680868994202e-19,0,0,0,0.0152230775534117,0,0,0,0,0,0,0
X000625.SZ,0,0.253445458533699,0,0,0,0,0,0,0,0,0,0,0,0.108930922423535,0,0,0,0,0.0554577957330144,0,0,0,0,0.13532430264069,0.116673554734915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591582562667872,1.73472347597681e-18,0,0,0.127730141173671,0,0,0,0,0,0,0,-0.0029388212738222,-0.0117374070277462,0,0,0,0,0,0
