,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X600271.SH,X600118.SH,X000100.SZ,X600031.SH,X000559.SZ,X002241.SZ,X600066.SH,X002475.SZ,X002236.SZ,X600741.SH,X600372.SH,X000157.SZ,X000338.SZ,X002049.SZ,X600089.SH,X002465.SZ,X300124.SZ,X600582.SH,X600177.SH,X000568.SZ,X601877.SH,X002074.SZ,X002506.SZ,X002294.SZ,X300003.SZ,X000869.SZ,X300001.SZ,X002129.SZ,X600867.SH,X002085.SZ,X600839.SH,X600252.SH,X000977.SZ,X002426.SZ,X000547.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.139009067064892,0,0,0,0,0.0467692329509728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166685243021739,0,0,0,0,0,0,0,0.0592683600096216,0,0,0,0,0,0,0.0301682014892109,0,0,-0.0278470221943069,0,0,0,0,-0.0013880634488988,0.00328831450660723,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.332150264362084,0,0,0.0845523653875361,0.0202922220623417,0,0,0,0,0,0,0,0,0,0,0.0802231633723139,0,0,0.0193701438369454,0,0,0,0,0,0,0,0,0.00779063492073669,0,0,0,0,0.0482879625549773,0,0,0,0.0199007494143337,-0.159794375592547,0,0,0,0,-0.00363287623087802,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0210549554039103,0,0.151943839820422,0,0,0,0.0842607983263208,0,0.102578853146299,0,0,0,0,0,0.0788954135274512,0,0.00341138946118293,0.244189612173348,0,0,0,0,0,0.0395558083134878,0,0,0,0,0,0,0,0,0,0.0172748840747924,0,0,0,0,-0.0165330442421733,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.114274117337367,0,0,0,0,0,0,0,0.00940004016841326,0,0,0,0,0,0.0451703918845315,0,0,0,0,0.116697348378209,0,0,0,0,0,0,0,0,0,0.00598612719433356,0,0,0.0535514154953503,0.00861673514344657,0.119389282494701,0,0,0,0.016099872543174,0,0,0,0,0,0,0.0293614794147409,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463838036361524,0,0,0,0,0,0,0,0.0314091219981991,0.0334604222043544,0,0,0,0,0,0,0,0,0.0156788669496527,0,0,0,0,0.168565030899274,0,0,0.115847620000363,0.00873204675202849,0,0,0.061233701100521,0,0,-0.00610784705110521,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0587543117076577,0,0.0142112587290696,0,0,0,0,0,0,0,0.0768713238156267,0,0,0,0,0.11816862343164,0,0,0,0,0,0,0,0,0.105517026140991,0,0,-0.160032056355031,1.73472347597681e-18,0,0,0,-3.46944695195361e-18,0,0,0.0681320344270633,0,0,0,0,0.0439182858902321,0,0,-0.0576686646802145,0.0442468325803596,0,-0.188622663024658,0,0,0,0
X002304.SZ,0,0.0745653440617057,0,0.0292122492731832,0,0,0,0,0,0,0,0,0.0563004369161804,0,0.0131363837550264,0,0,0,0,0,0,0.141627698067977,0.197951054704494,0,0,0,0,0,0,0,0,0,0.171244332355824,0,0,0,0,0.0832092023125558,0,-0.0134656004622304,0,0,0,0,0,0,0,0,0,0,0,0.0067920602685979,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0565295833242511,0,0,0,0,0,0,0.0398825265172075,-0.040500346728589,0,0,0,0,0,0.173314836759729,-0.000323863004110618,-0.0959946937634866,0,0,0,0,-0.0419523664046348,0,0,0,0,0,0,0,0.000249294126298594,0.0382904055713904,0,0,0,0.0946085539417437,0,0,0,0,0,0,0,0.0646056907839889,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0
X000625.SZ,0,0.0562957758676792,0,0,0,0,0,0,0,0,0,0,0.0473196632272974,0,0,0,0,0.0428498270273356,0,0.11156966038504,0,0,0.295885350012262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396435372188772,0,0,0,0.0771984459642511,0,0,0,0.108857805780456,0,0,-0.0238389618714845,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.112528647046571,0,0.0359777073586849,0,0,0.0204109072985508,0,0,0,0,0,0.0312771263696973,0,0,0,0,0,0.211747328882939,0.0237242452263681,0,0,0,0,0,0,0,0,0.0151581547567714,0.107564097342864,0,0,0,0,0.00792837863947115,0,0,0,0,0.00743030308815429,0,0,0,0,0,0,0
