,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X000661.SZ,X600809.SH,X600183.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X002007.SZ,X601877.SH,X300003.SZ,X000157.SZ,X002463.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X002008.SZ,X600271.SH,X000066.SZ,X600867.SH,X000625.SZ,X000977.SZ,X300136.SZ,X002456.SZ,X002129.SZ,X002506.SZ,X600498.SH,X600177.SH,X002049.SZ,X002371.SZ,X600066.SH,X002180.SZ,X300014.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.263435374563673,0,0,0.0678422897314117,0,0,0,0.182538891347526,0,0,0.243398520320967,0,0,0,-0.0691797841440988,0,0,0,0,0,0.00879281057829291,0,0,0,0,0,0,-0.0673243320265156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00499865766077362,0,0,0,0,-0.00861624223815721,0,0
X000858.SZ,0.0525783829242219,0,0,0,0,0,0,0,0.0163638858187228,0.0442443462410645,0,0.322669474656849,0,0,0,0,0,0.292053093057454,0,0,0,0.0460557586569608,0,0,0,0,0,0,-0.135264125088765,0,0,0,0,0,0,0,0,0,0,0,0.0153411910766706,0,0,0,0,0.0743539629828826,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0.0156951113078376,0,0,0,0,0,0,0,0.115159222981897,0,0,0.179923180430491,0.0383672483757972,0,0,0.0579184348755348,0.0829033487794968,0,0,0,0,0,0,0,0,0,0,0,-0.00892322693655449,0,0,0,0,0,0,0.0979124532254637,0,0,0,0.0248160198542512,0,0,0,0,0,0,0,0,-0.0481986965509972,0,0.199474488195005,0,-0.0208806873441902,0,0,0,0.0136990962999088,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206583938441581,0,0,0,0,0,0,0.0297654996941642,0,0,0,-0.0298610194389483,0,0,0,0,0,0.0746837509117325,0.118944146016388,0,0,0,0,0.0288050163838118,0,0,0,0,0.0404007951538564,0.0197908335856148,0,0.0578109198176568,0,0,-0.0154894133957139,0.0217439694980756,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.111118241590508,0,0,0,0.0960871082059927,0,0,0,0,0,0,0,0,0.0311195142788162,0.193527355734034,0,0,0.092440260701012,0,0,0,0,0,0,0,0,0,-0.00996469883844789,0,0,0,0,0,0,0.0147364491743817,0,0.00774229598547371,0,0,0.104044423234736,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0116301394354451,0,0
X600104.SH,0,0,0,0,0,0,0.0429133294333826,0,0,0,0,0,0,0,0.0442499374023216,0.177397862023724,0,0,-0.0689563402254631,0,0,0,0,0,0,0.118230636444361,0,0,0,0,0,0,0.0542028608682994,0,0,-0.0477588039373813,0.124873823306092,3.46944695195361e-18,0,0,0,0,0.0194584185024124,0,0,0,0,0,0,0,0,-0.0125827413822647,-0.0017604057108327,0,0,0,0.0119734017371304,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0731515006754021,-0.0148828569185754,0,0,0,0,0,-0.0537386614758258,0,0,0,0,0,0,0,0,0,0,0,0.0368325045457239,0,-0.108123625823796,0,0,-0.0354802208006647,0,0,0,0,0.180129655976262,0,0
X002304.SZ,0,0,0.138446793880449,0,0,0,0.169872583031008,0,0,0,0,0.165073115422431,0,0,0,0.111766916938337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540430093093986,0,0,0.0553086863401889,0,0,0,0.0412149859161595,-0.00375259040620073,0,0,0,0,0,0,0,0,0,0,0,0.0220659121230263,0,0,0,-0.0369417273934307,0,0
X002475.SZ,0,0.0997907697431704,0,0,0.1617916208624,0,0,0,0,0,0,0,0.224438321446387,0,0,0,0.0299181892719316,0,0,0,0,0,0.0947571765664495,0,0,0,0,0,0,0,0,0,0.255730496859503,0,0.0398543750753778,0.0126548011115337,0,0,0,0.0325062397841646,0.120040904095861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.21241605415092,0,0,0,0,0,0,0,0,0,0,0,0,0.133501886489162,0,0.174627149622714,0,0.00156583473362156,0.0375820305331947,0,0,0,0,0,0,-0.0272346504202757,0,0,0,0.266693362396347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949632803150052,0.00567835281178879,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445250438744817,0,0,0.0642109867036812,0,-4.33680868994202e-19,0.139574873471475,0,0.0741590467360803,0,-0.00749255244296456,0,0.053211990968921,0,0,0,0,0,-0.0195521785870628,0,0,0,0,0,0,0,0,0,0.166182035933447,0,0,0.0328787138723731,0,0,0,-0.0587317651226832,0.116579668957872,0,0,0,-0.0213483619445075,0,0
X000568.SZ,0,0.681807371180631,0,0,0,0,0,0.193002047890104,0,0,0,0,0.0708581281403658,0,0,0,0.101914990489925,0,0,-0.0136210080257385,0.11337026538324,-0.073959853466325,0,0.0136483003186875,1.73472347597681e-18,0,0,0,0,0,0,-0.122749991349584,0,0,0,0,-0.0237493066269312,0,-0.0638246366539992,0,0,0,0,0,0,0,0,0.0692696816750777,0.0387344442850476,0,0,0,0,0,0,0,0.0113846631814753,0,0
