,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X600271.SH,X000100.SZ,X002456.SZ,X002475.SZ,X600118.SH,X002085.SZ,X000338.SZ,X002292.SZ,X600177.SH,X002007.SZ,X000157.SZ,X002180.SZ,X600372.SH,X000559.SZ,X600867.SH,X300003.SZ,X002294.SZ,X600498.SH,X300124.SZ,X002506.SZ,X601877.SH,X002074.SZ,X600522.SH,X002426.SZ,X002508.SZ,X600089.SH,X000977.SZ,X000050.SZ,X600418.SH,X600487.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00230260634646132,0,-0.0165559444207366,0,0,0.329629960032112,0,0.0132358702922637,0.119824362836003,0,0,0,0,0.0686755662186634,0,0,0,0,0,0,0,0,0,0,0,0.0738824817890668,0.144689649946379,0,0,0,0,0,0,0,0,0,0,0,0.13559302518237,0.012964780069423,-0.0532937792274157,0,0,0,0,0,0,0,0,0.104276808318634,0,0,0,0,0,0,0
X600104.SH,0.0567684554859747,0,0.0359778041713724,0,0,0,0,0,0.358669886671398,0.0202951919176212,0,0,0.275336572161176,0,0.0612155238897283,0,0,0,0,0,-0.128395877761641,0,0,0,0,0,0,0,0,0.0163811049575314,0,0,0,0,0,0.0351531959433478,0,0,0,0,0,0,0,0,0,0,0,-0.00316246872642645,0,0,0.00734461790417816,-0.111318898990353,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618120666058545,0,0,0.170633749000911,0.129095361067729,0,0.0834656682243044,-0.268469409633413,0,0,0,0,0,0,0,-0.0309158135528198,0,0.050936107032187,0,0.41042965985422,0,0,0,0,-0.0197334272176124,0.061020542777334,0,0.0156228002380242,-0.0806239173458477,0,0,0,0,0,0
X000651.SZ,0,0,-0.00881980102119262,0,0,0,0,-0.0428382536173288,0,0,0,0,0,0,0,0,0,0,-0.146785661571837,0,0,0,0,0.015572369408626,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298041783125648,0,0.113570964885729,0.0383979615084747,0.0911329271423084,0,0,0,-4.33680868994202e-19,0,-0.0182959035405079,0.0100745417794434,0,0,-0.111623543127088,0.107338401563932,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.101775725659567,0,0,0,0,-0.0311900067299443,0.0348458486817249,0.641886370103262,0,0,0,0,0,0,0,0,0,0,0.0753782211999878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869335267240985,0,0,0,0.103134959248237,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.14036382318932,0,0.0193377615653729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440916199388618,0,0,0,0,0.0179259793010188,0.0276446747067029,0,0,0.140164930594355,0,0,0,0,0,0,-0.0581916210337202,0,-0.0275425203144395,0.18426231029567,0,-0.057646068733973,-0.0650728278092521,0,0,0,0,0,0
X002304.SZ,0.0955818852201639,0,0.0276472171692165,-0.0427615220154677,0.210213878463176,0,0,0,0,0,0,0,0,0,0.0440436405430371,0.0469779736200373,0.21160708960044,0,0,0,0,0,0,0.0261776015215126,0,0,0,-0.0600425652484926,0,0.0395838988629671,0.203528507122679,0,0,0,0,-0.133168924479995,0,0,0,0,0.0804009858094382,0,0.0185651469203629,0,0,0,0,0,0,0,0.0499190455308224,0.0120987546596619,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.170807085331216,0,0,-1.35525271560688e-20,0,0.0430813289426029,0.120058147031738,0,0,0,0,0,0,0.0219394251036487,0,0,0,0,0,0.0940399115230387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236357832774619,0,-0.0788939275511085,0,0,0,0,0,0,0
X000625.SZ,0,0.047536418353313,0,0,0,-0.0689158187372101,0,0,0,0,0,-0.0758809522690949,0.150732484825003,0.0133407318483768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614304237061532,0,0,0,0,0,0,0,0,0,0.0833705654458393,0.20127794248986,0,0.0840207067978572,0,0,0.0346923381564359,0,0,0.031027596037247,-0.00847256456369278,0,0,0,0,0,0
X600690.SH,0,0.0990677388827628,0,0,0.124851531584409,0,0,0,0.147707594442994,0,0,0,0,0.0604579308942023,0.0971541109847441,0,0,0,0,0,0,0,0,0,0,0,0.00637242620618876,0.200320823886319,0,0,0,0,0,0,0.0280510712988447,0.0462481429757393,0,0,0,0,0.0119528197072922,0,0,0,0,0,0,0,0,0,0,0.0296740681664383,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.13753245617954,0,0,0,0,0,0,0,0.0149423751109167,0,0,0,0,0,0.0850831316665534,0,0,0.0634887851504741,0.0314412287423475,0,0,0,0,0,0,0.0341552380120643,0,0,0,0.147729886437169,0,0,0,0,0.0158656211937955,0.0861248506429723,0,0,0,0.0866916982536472,0,0,0.020218202341221,0,0.00939847494125273,0.0267341792318707,0,0,0,0,0,0
