,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X300003.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X002456.SZ,X600809.SH,X000625.SZ,X600867.SH,X600487.SH,X600066.SH,X600271.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X002241.SZ,X000596.SZ,X300142.SZ,X300136.SZ,X000050.SZ,X002180.SZ,X000661.SZ,X002508.SZ,X600522.SH,X000157.SZ,X002007.SZ,X002179.SZ,X002049.SZ,X600498.SH,X002038.SZ,X000977.SZ,X600089.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.356535710049731,0.135390680140938,0.0889048242155537,0.010425072001603,0,0,0,0.0395138433410822,0,0.0294381064791304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185378479367632,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.118849270626492,0.152253763727292,0,0,0,0,0.0387222485509382,0,0,0,0,0,0,0,0,0,0,0,0,0.0522965026547761,0,0,0.170177523927706,0,0,0,0,0,0,0.0375960603992991,0,0,0,-0.0504421042655125,0,0,0,-0.0204704846474479,0,-0.078167172878689,0,-0.000430837577282458,0,0,0,-0.0371378480407899,-0.0797407606660612,0,0,0,0,0,0
X002415.SZ,0.0294977588020193,0,0,0,0.0209453463830737,0,0,0,0,0,0,0,0,0,0.104185898477844,0,0,0,0,0.148814631623508,0,0,0,0,0,0.196404558377649,0,-0.0405910548071992,0,0,-0.0411582793340506,0.183166850347344,0.195339661292657,0,0.0784721126970317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00182624705002248,-0.0228910785973673,0,0,0,0,0,0
X000858.SZ,0.30039650340344,0,0,0,0.14843986290441,0,0,0,0,0,0.372519266611145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00519113478528483,0,0,0,0,0,0,0,0.0122178255437608,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32417125432439e-05,-0.0141229030471759,0,0,0,0,0,0
X000651.SZ,0,0,0,0.591611701943966,0,0,0,0,0,0.00446065415316315,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313364978139936,0,0,0.0850833131489097,0.184264794795603,0,0,0,0,0,0,-0.0776723601895448,0,0,0,0.0259462682350529,0.0540751578462449,0,0,0,0,0,0
X600276.SH,0,0,0,0,1.73472347597681e-18,0,0.0495279962844223,0,0,0,0.111210234312671,0,0,0.0209427855536328,0,0,0.256919023632185,0,0,0,0,0,0,0,0.0226743380199125,0,0,-0.107578710363814,0,0,0,0.153727614075837,0,0,0,0,0,0,0.0390691588551977,0.0297625725615565,0,0,0,0,0,0,0.165888711490887,0,0,0,0,-0.0615067591938013,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.2285956982537,0,0,0,0,0,0,0.11825663002621,0,0.340940061483929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281434753498836,0,0,0,0,0.0377459221314777,0,0,0,0,0,0,0.0256652185226762,0.00807255606744484,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.148550528082321,0,0,0,0,0,0.0224743954273791,0.289672969066533,0.107751906811557,0,0,0,0,0,0,0,0,0,0.0256131454542419,0,0,0,0,0,0,0,0,0,0,-0.170205038790274,0,0,0,0,0,0,0,0.0908361887535306,0,0,0.335882000919808,0,0,0,0.05683378029774,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.00719985872702612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193418969231672,0,0.0247824910615793,0,0,0,0,0,0.0930140473239237,0,0,0,0,0.217399889706937,0,0,0,0,0,0,0,0.0593124765269181,0.06222300921994,0,0,0,0,0,0.0388642868581794,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.264189528808482,0.201544719502581,0,0.142784449441332,0,0,0,0.154379816420967,0,0.0120898600083475,0,0,0,0,0,0,0,0,0,0.0466028871065155,0,0,0,0,0,0,0,0.065260540499569,0,0,0,0.124710629858257,0,0,0.0324121941669509,0,0.0161632579545005,0,0,0,-0.140314923876307,0,0,0,0,0,0,0,-0.00532598430711267,8.67361737988404e-19,0,0,0,0,0,0
X000568.SZ,0.350179585319003,0,0,0.297173925619234,0.0258354088383451,0.172768963587054,0.0363065410654735,0,0,0,0,0,-0.0457436379923668,0.0155979851419414,0,0,0,0,0,0.0684881097275817,0,0,0,0,0.0346224763774853,0,0,-0.0136387667041267,0,0,0,-0.120845877442482,0,0.073395719188629,-0.0944108811764635,0,0,0.0623424530009435,0,0,0,0,0,0,0,0.0709864766148801,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.226727969974512,0,0,0,0,0,0,0,-0.153200819405518,0,0,-0.0396425874081976,0.0681926473662217,0,-0.144209677285698,0,0,0,0,0.547241299672968,0,0,0,0,0,0,0,0,-0.357533608928245,0,0,0,0,0,0,0,0,0,0,0,0,0.272086949925647,0.0698263396607263,-0.0379881042368256,0,0.0272827308110667,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.336420481574439,0.119216741478628,0.180913077383892,0.131404861236235,0,0,0,0,0.0168817193429247,0,0,0,0,0,0,0,0,0,0.0291259109132004,0,0,0,0,0,0,0,0,0,0,0,0.00258566677729591,0,0,0,0,0,0,0,0,0,0,0,0,0.0344607673385832,0,0,0,0,0,0,-0.0021287483164023,-0.0624444607789291,0,0,0,0,0,0
